
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending May 13, 2006 (WEEK 19)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2006
Chlamydia† cummulative for 2005
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2006
Coccidioidomycosis cummulative for 2005
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2006
Cryptosporidiosis cummulative for 2005

tab delimited data:
test
UNITED STATES	10,401	18,710	35,033	333,031	350,701	79	118	1,643	3,183	1,350	24	70	861	817	726						
NEW ENGLAND	698	644	1,533	11,299	10,155	-	0	0	-	-	-	4	35	49	41						
Conn.	273	171	1,197	2,699	1,827	N	0	0	N	N	-	0	14	8	5						
Maine	38	41	74	766	785	N	0	0	N	N	-	0	3	10	6						
Mass.	295	286	432	5,511	5,223	-	0	0	-	-	-	2	15	21	15						
N.H.	28	34	64	669	689	-	0	0	-	-	-	1	3	8	5						
R.I.	64	65	99	1,224	1,257	-	0	0	-	-	-	0	6	-	1						
Vt.	-	19	43	430	374	N	0	0	N	N	-	0	5	2	9						
MID. ATLANTIC	1,378	2,257	3,697	42,198	42,287	-	0	0	-	-	-	10	598	119	96						
N.J.	59	376	526	6,351	6,730	N	0	0	N	N	-	0	8	3	7						
N.Y. (Upstate)	563	498	1,728	8,199	7,651	N	0	0	N	N	-	4	562	34	21						
N.Y. City	370	692	1,615	13,890	14,178	N	0	0	N	N	-	2	15	14	26						
Pa.	386	705	1,069	13,758	13,728	N	0	0	N	N	-	4	21	68	42						
E.N. CENTRAL	660	3,164	12,578	58,281	59,615	-	0	3	14	3	7	13	162	159	155						
Ill.	-	928	1,536	14,535	18,310	-	0	0	-	-	-	1	16	9	20						
Ind.	114	389	553	6,991	7,397	N	0	0	N	N	3	1	13	15	11						
Mich.	480	625	9,888	18,106	9,435	-	0	3	9	3	-	2	7	29	22						
Ohio	45	798	1,445	11,597	16,940	-	0	1	5	-	4	5	109	75	44						
Wis.	21	403	531	7,052	7,533	N	0	0	N	N	-	4	38	31	58						
W.N. CENTRAL	726	1,121	1,449	20,169	21,611	-	0	12	-	3	1	10	51	128	100						
Iowa	144	145	225	3,069	2,609	N	0	0	N	N	-	1	11	12	18						
Kans.	226	151	269	3,068	2,742	N	0	0	N	N	-	1	5	18	9						
Minn.	1	231	298	3,332	4,626	-	0	12	-	3	-	3	22	56	26						
Mo.	206	432	525	7,251	8,187	-	0	1	-	-	1	2	37	27	34						
Nebr.	102	96	176	1,874	1,889	N	0	1	N	N	-	0	3	3	3						
N. Dak.	8	32	54	606	546	N	0	0	N	N	-	0	4	1	-						
S. Dak.	39	52	117	969	1,012	N	0	0	N	N	-	0	4	11	10						
S. ATLANTIC	2,037	3,287	4,905	60,575	65,712	-	0	1	2	-	11	15	54	228	146						
Del.	63	68	92	1,310	1,228	N	0	0	N	N	-	0	2	-	-						
D.C.	23	60	101	810	1,458	-	0	0	-	-	1	0	3	6	2						
Fla.	577	882	1,093	16,753	15,856	N	0	0	N	N	3	6	28	90	53						
Ga.	18	586	2,142	6,555	11,309	-	0	0	-	-	2	3	12	74	40						
Md.	228	357	525	6,388	6,501	-	0	1	2	-	-	0	4	7	7						
N.C.	450	569	1,772	13,333	12,702	N	0	0	N	N	4	1	10	29	19						
S.C.	266	270	1,306	6,477	7,059	-	0	0	-	-	1	0	4	7	9						
Va.	382	425	840	7,631	8,737	N	0	0	N	N	-	1	8	13	12						
W. Va.	30	56	224	1,318	862	N	0	0	N	N	-	0	3	2	4						
E.S. CENTRAL	1,027	1,374	2,188	25,508	25,313	-	0	0	-	-	4	3	29	30	16						
Ala.	151	352	1,048	7,382	4,158	N	0	0	N	N	3	0	3	11	6						
Ky.	59	157	336	3,561	4,170	N	0	0	N	N	-	1	25	8	7						
Miss.	382	378	647	5,940	8,422	-	0	0	-	-	-	0	1	1	-						
Tenn.	435	477	614	8,625	8,563	N	0	0	N	N	1	1	4	10	3						
W.S. CENTRAL	1,688	2,147	3,605	39,719	41,941	-	0	1	-	-	-	4	30	56	24						
Ark.	179	167	340	2,967	3,241	-	0	0	-	-	-	0	2	5	1						
La.	239	308	761	6,209	6,809	N	0	1	N	N	-	0	21	6	3						
Okla.	355	226	2,159	4,031	3,878	N	0	0	N	N	-	1	10	11	7						
Tex.	915	1,361	1,762	26,512	28,013	N	0	0	N	N	-	2	19	34	13						
MOUNTAIN	656	1,106	1,845	17,303	23,644	54	88	452	2,361	787	-	2	9	25	41						
Ariz.	561	370	642	6,501	8,620	54	85	448	2,325	743	-	0	1	3	4						
Colo.	-	250	482	2,211	5,543	N	0	0	N	N	-	1	3	9	15						
Idaho	-	52	235	1,169	760	N	0	0	N	N	-	0	2	2	3						
Mont.	-	42	181	702	842	N	0	0	N	N	-	0	2	5	4						
Nev.	79	126	448	1,513	2,743	-	1	4	16	31	-	0	1	1	5						
N. Mex.	-	170	338	3,191	3,115	-	0	2	1	9	-	0	3	-	4						
Utah	-	88	136	1,484	1,621	-	0	3	17	4	-	0	3	5	4						
Wyo.	16	25	53	532	400	-	0	2	2	-	-	0	1	-	2						
PACIFIC	1,531	3,212	5,000	57,979	60,423	25	30	1,179	806	557	1	4	52	23	107						
Alaska	82	78	121	1,509	1,411	-	0	0	-	-	-	0	2	1	-						
Calif.	979	2,478	4,231	44,403	46,710	25	30	1,179	806	557	-	2	14	-	70						
Hawaii	5	107	135	1,911	1,973	N	0	0	N	N	-	0	1	-	-						
Oreg.	157	179	315	3,523	3,217	N	0	0	N	N	1	1	20	22	18						
Wash.	308	357	604	6,633	7,112	N	0	0	N	N	-	0	38	-	19						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	64	-	0	0	-	-	-	0	0	-	-						
P.R.	-	76	162	1,719	1,563	N	0	0	N	N	N	0	0	N	N						
V.I.	-	4	8	-	130	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


