
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending May 13, 2000 (WEEK 19)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 2000
H. influenzae, Invasive cummulative for 1999
Hepatitis (Viral), Type A cummulative for 2000
Hepatitis (Viral), Type A cummulative for 1999
Hepatitis (Viral), Type B cummulative for 2000
Hepatitis (Viral), Type B cummulative for 1999
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 2000
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 2000
Measles (Rubeola), Total cummulative for 2000
Measles (Rubeola), Total cummulative for 1999

tab delimited data:
test
UNITED STATES	437	471	4,057	6,888	1,843	2,360	-	12	-	4	16	50									
NEW ENGLAND	31	35	93	78	17	55	-	-	-	-	-	9									
Maine	1	3	6	2	3	-	-	-	-	-	-	-									
N.H.	6	6	11	7	8	4	-	-	-	-	-	1									
Vt.	2	4	3	1	3	1	-	-	-	-	-	-									
Mass.	15	15	39	25	3	24	-	-	-	-	-	6									
R.I.	1	-	1	7	-	10	-	-	-	-	-	-									
Conn.	6	7	33	36	-	16	-	-	-	-	-	2									
MID. ATLANTIC	61	71	170	444	185	343	-	-	-	-	-	2									
Upstate N.Y.	29	29	84	91	41	73	-	-	-	-	-	2									
N.Y. City	13	23	86	116	144	114	-	-	-	-	-	-									
N.J.	15	18	-	57	-	39	-	-	-	-	-	-									
Pa.	4	1	-	180	-	117	-	-	-	-	-	-									
E.N. CENTRAL	57	72	519	1,317	232	205	-	3	-	-	3	1									
Ohio	26	25	122	301	37	38	-	2	-	-	2	-									
Ind.	8	11	20	47	20	10	-	-	-	-	-	1									
Ill.	19	29	183	256	38	-	-	-	-	-	-	-									
Mich.	4	7	181	674	136	140	-	1	-	-	1	-									
Wis.	-	-	13	39	1	17	-	-	-	-	-	-									
W.N. CENTRAL	16	22	437	292	164	105	-	1	-	-	1	-									
Minn.	7	12	49	21	7	13	-	-	-	-	-	-									
Iowa	-	1	39	61	19	19	-	-	-	-	-	-									
Mo.	4	2	246	167	112	61	-	-	-	-	-	-									
N. Dak.	1	-	-	1	2	-	-	-	-	-	-	-									
S. Dak.	-	1	-	8	-	-	-	-	-	-	-	-									
Nebr.	1	3	11	27	9	10	U	-	U	-	-	-									
Kans.	3	3	92	7	15	2	-	1	-	-	1	-									
S. ATLANTIC	125	102	489	581	402	354	-	-	-	-	-	4									
Del.	-	-	-	2	-	-	-	-	-	-	-	-									
Md.	26	30	63	127	40	76	-	-	-	-	-	-									
D.C.	-	2	2	30	6	10	U	-	U	-	-	-									
Va.	24	10	54	51	54	39	-	-	-	-	-	3									
W. Va.	3	2	35	7	2	10	-	-	-	-	-	-									
N.C.	10	19	82	49	109	83	-	-	-	-	-	-									
S.C.	6	2	14	10	3	35	-	-	-	-	-	-									
Ga.	37	25	58	174	54	40	-	-	-	-	-	-									
Fla.	19	12	181	131	134	61	-	-	-	-	-	1									
E.S. CENTRAL	23	35	135	169	109	174	-	-	-	-	-	2									
Ky.	9	5	18	32	30	12	-	-	-	-	-	2									
Tenn.	11	17	21	73	28	76	-	-	-	-	-	-									
Ala.	3	11	25	31	17	44	-	-	-	-	-	-									
Miss.	-	2	71	33	34	42	-	-	-	-	-	-									
W.S. CENTRAL	26	33	738	1,764	121	376	-	-	-	-	-	3									
Ark.	-	1	73	17	35	26	-	-	-	-	-	-									
La.	6	9	26	62	45	72	-	-	-	-	-	-									
Okla.	19	21	125	217	36	46	-	-	-	-	-	-									
Tex.	1	2	514	1,468	5	232	-	-	-	-	-	3									
MOUNTAIN	53	50	338	603	161	222	-	8	-	1	9	-									
Mont.	-	1	1	9	3	10	-	-	-	-	-	-									
Idaho	2	1	13	21	4	12	-	-	-	-	-	-									
Wyo.	-	1	6	3	-	2	-	-	-	-	-	-									
Colo.	11	6	65	103	34	36	-	1	-	1	2	-									
N. Mex.	10	10	32	20	37	78	-	-	-	-	-	-									
Ariz.	25	26	175	374	61	50	-	-	-	-	-	-									
Utah	4	4	21	23	5	10	-	3	-	-	3	-									
Nev.	1	1	25	50	17	24	-	4	-	-	4	-									
PACIFIC	45	51	1,138	1,640	452	526	-	-	-	3	3	29									
Wash.	3	1	105	98	22	21	-	-	-	-	-	5									
Oreg.	13	18	91	108	36	46	-	-	-	-	-	10									
Calif.	15	27	937	1,424	386	447	-	-	-	3	3	14									
Alaska	1	4	5	4	3	7	-	-	-	-	-	-									
Hawaii	13	1	-	6	5	5	-	-	-	-	-	-									
Guam	-	-	-	2	-	2	U	-	U	-	-	1									
P.R.	-	1	40	110	24	105	-	-	-	-	-	-									
V.I.	-	U	-	U	-	U	U	-	U	-	-	U									
Amer. Samoa	-	U	-	U	-	U	U	-	U	-	-	U									
C.N.M.I.	-	U	-	U	-	U	U	-	U	-	-	U									

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


