
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending April 8, 2006 (WEEK 14)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2006
Hepatitis (Viral Acute), Type A cummulative for 2005
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2006
Hepatitis (Viral Acute), Type B cummulative for 2005
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2006
Legionellosis cummulative for 2005

tab delimited data:
test
UNITED STATES	44	79	216	918	1,103	36	95	496	1,010	1,439	18	41	114	293	283						
NEW ENGLAND	-	7	23	58	138	-	4	11	39	72	-	2	11	13	15						
Conn.	-	1	3	9	19	-	0	5	-	15	-	0	8	4	3						
Maine	-	0	2	3	-	-	0	2	2	4	-	0	1	1	1						
Mass.	-	5	14	28	98	-	3	10	32	48	-	1	5	6	8						
N.H.	-	1	12	12	16	-	0	3	4	4	-	0	1	1	2						
R.I.	-	0	4	1	5	-	0	2	1	-	-	0	10	-	1						
Vt.	-	0	2	5	-	-	0	1	-	1	-	0	3	1	-						
MID. ATLANTIC	4	12	23	42	197	4	10	34	85	188	2	11	53	78	80						
N.J.	-	3	11	10	39	-	2	7	24	43	-	1	12	5	11						
N.Y. (Upstate)	1	1	22	12	25	3	1	23	15	25	2	4	30	33	20						
N.Y. City	-	4	12	5	99	-	2	7	5	45	-	2	20	4	8						
Pa.	3	1	6	15	34	1	3	9	41	75	-	5	17	36	41						
E.N. CENTRAL	3	6	17	70	115	3	9	25	78	151	7	7	26	50	68						
Ill.	-	1	9	11	41	-	2	7	-	43	-	1	5	7	11						
Ind.	1	1	10	4	5	2	0	15	7	5	-	0	6	2	4						
Mich.	1	2	11	33	30	-	3	7	40	52	-	2	6	13	18						
