
TABLE II. (Part 11)  Provisional cases of selected notifiable diseases, United States, week ending April 30, 2011 (WEEK 17)*

column labels in same order that data fields appears in each record below:
Reporting Area
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2011
Varicella (chickenpox) cummulative for 2010
West Nile virus disease † Neuroinvasive current week
West Nile virus disease † Neuroinvasive previous 52 weeks median 
West Nile virus disease † Neuroinvasive previous 52 weeks maximum 
West Nile virus disease † Neuroinvasive cummulative for 2011
West Nile virus disease † Neuroinvasive cummulative for 2010
West Nile virus disease † Non-neuroinvasive § current week
West Nile virus disease † Non-neuroinvasive § previous 52 weeks median 
West Nile virus disease † Non-neuroinvasive § previous 52 weeks maximum 
West Nile virus disease † Non-neuroinvasive § cummulative for 2011
West Nile virus disease † Non-neuroinvasive § cummulative for 2010

tab delimited data:
test
UNITED STATES	157	240	575	3,686	5,975	-	1	71	-	1	-	0	53	-	3						
NEW ENGLAND	-	18	46	227	353	-	0	3	-	-	-	0	2	-	-						
Conn.	-	3	20	-	90	-	0	2	-	-	-	0	2	-	-						
Maine	-	5	16	75	81	-	0	0	-	-	-	0	0	-	-						
Mass.	-	5	17	103	94	-	0	2	-	-	-	0	1	-	-						
N.H.	-	2	9	9	47	-	0	1	-	-	-	0	0	-	-						
R.I.	-	0	4	6	9	-	0	0	-	-	-	0	0	-	-						
Vt.	-	2	13	34	32	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	16	26	62	417	629	-	0	19	-	-	-	0	13	-	-						
N.J.	-	6	23	104	226	-	0	3	-	-	-	0	6	-	-						
N.Y. (Upstate)	N	0	0	N	N	-	0	9	-	-	-	0	7	-	-						
N.Y. City	-	0	0	-	1	-	0	7	-	-	-	0	4	-	-						
Pa.	16	19	41	313	402	-	0	3	-	-	-	0	3	-	-						
E.N. CENTRAL	48	71	154	1,191	2,139	-	0	15	-	-	-	0	7	-	-						
Ill.	8	18	43	291	563	-	0	10	-	-	-	0	4	-	-						
Ind.	1	5	19	97	207	-	0	2	-	-	-	0	2	-	-						
Mich.	10	24	43	377	689	-	0	6	-	-	-	0	1	-	-						
Ohio	29	21	58	425	539	-	0	1	-	-	-	0	1	-	-						
Wis.	-	5	20	1	141	-	0	0	-	-	-	0	1	-	-						
W.N. CENTRAL	2	10	35	77	329	-	0	7	-	-	-	0	11	-	1						
Iowa	N	0	0	N	N	-	0	1	-	-	-	0	2	-	-						
