
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending May 27, 2006 (WEEK 21)*

column labels in same order that data fields appears in each record below:
Reporting Area
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2006
Lyme disease cummulative for 2005
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2006
Malaria cummulative for 2005

tab delimited data:
test
UNITED STATES	87	285	2,151	1,999	2,656	9	26	125	370	456											
NEW ENGLAND	6	60	780	128	372	-	1	12	15	23											
Conn.	6	9	753	73	36	-	0	10	1	-											
Maine	-	2	26	15	20	-	0	1	2	2											
Mass.	-	16	205	11	285	-	0	3	9	16											
N.H.	-	5	21	21	26	-	0	1	2	3											
R.I.	-	0	12	-	3	-	0	8	-	2											
Vt.	-	1	5	8	2	-	0	1	1	-											
MID. ATLANTIC	65	156	1,177	1,368	1,457	-	5	15	53	127											
N.J.	-	24	311	224	534	-	1	7	-	33											
N.Y. (Upstate)	55	73	1,151	682	303	-	1	11	10	20											
N.Y. City	-	4	33	-	85	-	3	8	32	61											
Pa.	10	39	376	462	535	-	1	2	11	13											
E.N. CENTRAL	1	9	160	74	179	1	3	8	41	44											
Ill.	-	0	13	-	14	-	1	5	10	24											
Ind.	-	0	4	2	2	-	0	3	6	3											
Mich.	-	1	7	9	1	1	0	2	7	8											
Ohio	1	1	5	17	19	-	1	3	13	4											
Wis.	-	8	145	46	143	-	0	3	5	5											
W.N. CENTRAL	4	10	98	51	80	-	0	32	21	23											
Iowa	-	0	8	2	17	-	0	1	1	3											
Kans.	-	0	1	1	1	-	0	1	-	2											
Minn.	3	6	96	45	60	-	0	30	14	8											
Mo.	1	0	2	2	2	-	0	2	3	10											
Nebr.	-	0	2	1	-	-	0	2	1	-											
N. Dak.	-	0	1	-	-	-	0	1	1	-											
S. Dak.	-	0	1	-	-	-	0	1	1	-											
S. ATLANTIC	1	27	124	287	495	-	6	16	115	91											
Del.	1	9	37	125	203	-	0	1	2	1											
D.C.	-	0	2	7	3	-	0	2	-	2											
Fla.	-	1	5	13	10	-	1	6	21	17											
Ga.	-	0	1	-	1	-	1	6	34	14											
Md.	-	15	87	119	219	-	1	9	26	30											
N.C.	-	0	5	9	18	-	0	8	11	13											
S.C.	-	0	3	2	8	-	0	2	4	3											
Va.	-	3	22	12	33	-	0	9	16	10											
W. Va.	-	0	44	-	-	-	0	2	1	1											
E.S. CENTRAL	-	0	4	1	9	1	0	3	9	9											
Ala.	-	0	1	-	-	1	0	1	4	3											
Ky.	-	0	2	-	1	-	0	2	1	2											
Miss.	-	0	0	-	-	-	0	1	2	-											
Tenn.	-	0	4	1	8	-	0	2	2	4											
W.S. CENTRAL	-	0	7	2	34	-	2	31	22	35											
Ark.	-	0	1	-	2	-	0	2	1	2											
La.	-	0	0	-	3	-	0	1	-	2											
Okla.	-	0	0	-	-	-	0	6	2	2											
Tex.	-	0	7	2	29	-	1	29	19	29											
MOUNTAIN	1	0	4	4	2	-	1	9	16	22											
Ariz.	-	0	4	2	-	-	0	9	4	5											
Colo.	-	0	0	-	-	-	0	3	4	11											
Idaho	-	0	1	-	-	-	0	0	-	-											
Mont.	-	0	0	-	-	-	0	1	1	-											
Nev.	-	0	2	-	-	-	0	2	-	-											
N. Mex.	-	0	1	-	-	-	0	1	-	1											
Utah	1	0	1	2	1	-	0	2	7	4											
Wyo.	-	0	1	-	1	-	0	1	-	1											
PACIFIC	9	3	18	84	28	7	4	12	78	82											
Alaska	-	0	1	-	1	2	0	2	8	2											
Calif.	9	2	18	84	23	5	2	10	55	67											
Hawaii	N	0	0	N	N	-	0	4	-	4											
Oreg.	-	0	3	-	4	-	0	2	5	2											
Wash.	-	0	3	-	-	-	0	5	10	7											
Amer. Samoa	U	0	0	U	U	U	0	0	U	U											
C.N.M.I.	U	0	0	U	U	U	0	0	U	U											
Guam	-	0	0	-	-	-	0	0	-	-											
P.R.	N	0	0	N	N	-	0	1	-	-											
V.I.	-	0	0	-	-	-	0	0	-	-											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


