
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending October 29, 2011 (WEEK 43)*

column labels in same order that data fields appears in each record below:
Reporting Area
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2011
Rabies, animal cummulative for 2010
Salmonellosis current week
Salmonellosis previous 52 weeks median 
Salmonellosis previous 52 weeks maximum 
Salmonellosis cummulative for 2011
Salmonellosis cummulative for 2010
Shiga toxin-producing E. coli(STEC)† current week
Shiga toxin-producing E. coli(STEC)† previous 52 weeks median 
Shiga toxin-producing E. coli(STEC)† previous 52 weeks maximum 
Shiga toxin-producing E. coli(STEC)† cummulative for 2011
Shiga toxin-producing E. coli(STEC)† cummulative for 2010

tab delimited data:
test
UNITED STATES	25	60	119	2,529	3,777	555	880	1,828	38,852	45,257	69	95	264	4,202	4,418						
NEW ENGLAND	1	4	16	202	258	1	34	107	1,743	2,110	-	3	12	180	192						
Conn.	-	2	10	94	112	-	8	28	400	491	-	0	4	47	60						
Maine	-	1	6	56	55	-	2	8	114	112	-	0	3	27	17						
Mass.	-	0	0	-	-	-	19	45	886	1,141	-	1	9	67	75						
N.H.	-	0	3	17	15	-	3	8	143	155	-	0	3	22	20						
R.I.	-	0	4	15	28	-	0	62	135	145	-	0	2	4	3						
Vt.	1	0	2	20	48	1	1	7	65	66	-	0	3	13	17						
MID. ATLANTIC	5	16	35	731	930	44	90	205	4,576	5,116	5	11	35	512	485						
N.J.	-	0	0	-	-	-	16	48	797	1,045	-	2	6	92	104						
N.Y. (Upstate)	5	7	20	321	439	27	25	67	1,210	1,250	2	4	12	182	168						
N.Y. City	-	0	3	9	142	-	19	42	968	1,164	-	2	6	77	62						
Pa.	-	8	21	401	349	17	30	111	1,601	1,657	3	3	18	161	151						
E.N. CENTRAL	1	2	17	162	224	24	86	150	3,739	5,130	4	12	48	748	717						
Ill.	-	0	6	46	113	-	28	74	1,301	1,731	-	3	13	169	138						
Ind.	-	0	7	23	-	-	9	19	350	664	-	2	8	86	121						
Mich.	-	1	6	52	66	7	14	41	711	829	1	2	19	146	136						
Ohio	1	0	5	41	45	17	21	46	1,058	1,154	3	3	10	165	121						
Wis.	N	0	0	N	N	-	7	45	319	752	-	2	20	182	201						
W.N. CENTRAL	4	2	40	72	225	16	41	102	2,004	2,605	24	12	39	647	799						
Iowa	-	0	1	-	25	2	9	19	386	474	-	2	15	172	161						
Kans.	-	0	4	28	56	-	6	25	378	388	-	2	8	89	66						
Minn.	-	0	34	-	25	-	0	16	-	648	-	0	7	-	252						
Mo.	-	0	1	-	61	9	17	45	845	702	23	4	14	239	206						
Nebr.	2	0	3	31	44	5	4	13	221	216	1	1	7	91	65						
N. Dak.	2	0	6	13	14	-	0	15	37	46	-	0	4	12	17						
S. Dak.	-	0	0	-	-	-	3	17	137	131	-	1	4	44	32						
S. ATLANTIC	11	18	93	930	996	249	279	721	11,948	12,804	8	13	27	537	590						
Del.	-	0	0	-	-	2	3	11	153	157	-	0	2	14	6						
D.C.	-	0	0	-	-	-	1	5	47	82	-	0	1	3	9						
Fla.	-	0	84	97	121	158	107	203	4,762	5,203	7	3	15	127	188						
Ga.	-	0	0	-	-	33	42	127	2,093	2,477	-	2	8	95	93						
Md.	-	5	13	247	330	14	18	41	796	928	-	1	8	39	79						
N.C.	-	0	0	-	-	9	33	251	1,780	1,438	-	2	11	99	63						
S.C.	N	0	0	N	N	14	30	68	1,294	1,394	-	0	4	15	20						
Va.	11	11	27	511	480	19	21	68	978	978	1	3	9	142	116						
W. Va.	-	0	30	75	65	-	0	14	45	147	-	0	4	3	16						
E.S. CENTRAL	-	3	11	156	156	27	58	187	3,389	3,402	3	4	22	224	221						
Ala.	-	1	7	73	65	15	18	70	1,007	874	-	1	15	70	42						
Ky.	-	0	2	14	19	-	9	20	372	498	1	1	5	42	60						
Miss.	-	0	1	1	-	-	20	66	1,152	1,090	-	0	12	19	17						
Tenn.	-	1	6	68	72	12	16	51	858	940	2	1	11	93	102						
W.S. CENTRAL	2	1	31	80	744	85	118	515	5,077	6,016	4	7	151	305	276						
Ark.	2	0	10	49	26	21	14	53	752	688	1	1	6	47	45						
La.	-	0	0	-	-	2	14	44	731	1,180	-	0	2	9	18						
Okla.	-	0	20	31	41	16	11	95	577	562	3	1	55	60	26						
Tex.	-	0	17	-	677	46	78	381	3,017	3,586	-	5	95	189	187						
MOUNTAIN	-	0	4	36	65	22	45	91	2,064	2,505	3	11	30	487	575						
Ariz.	N	0	0	N	N	-	14	33	625	866	-	2	14	76	70						
Colo.	-	0	0	-	-	12	10	24	471	492	-	2	11	95	203						
Idaho	-	0	1	6	11	3	3	8	131	141	3	2	7	106	86						
Mont.	N	0	0	N	N	2	2	10	116	85	-	0	5	35	38						
Nev.	-	0	2	13	8	5	3	8	138	268	-	0	7	32	31						
N. Mex.	-	0	2	10	12	-	6	22	273	294	-	1	3	40	43						
