
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending April 11, 1998 (WEEK 14)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis cummulative for 1998
Legionellosis cummulative for 1997
Lyme Disease cummulative for 1998
Lyme Disease cummulative for 1997
Malaria cummulative for 1998
Malaria cummulative for 1997
Syphilis (Primary and Secondary) cummulative for 1998
Syphilis (Primary and Secondary) cummulative for 1997
Tuberculosis cummulative for 1998
Tuberculosis cummulative for 1997
Rabies, Animal cummulative for 1998
Rabies, Animal cummulative for 1997

tab delimited data:
test
UNITED STATES	252	227	884	832	262	327	1,805	2,338	1,419	3,854	1,840										
NEW ENGLAND	11	18	140	176	11	12	20	40	58	93	349										
Maine	1	1	-	1	1	-	1	-	U	10	58										
N.H.	2	2	5	4	1	1	-	-	2	1	32										
Vt.	1	3	2	2	-	1	-	-	1	-	15										
Mass.	3	7	40	30	9	9	17	18	43	46	98										
R.I.	4	1	16	24	-	1	-	-	12	7	27										
Conn.	-	4	77	115	-	-	2	22	U	29	119										
MID. ATLANTIC	56	37	561	539	71	78	60	106	118	652	420										
Upstate N.Y.	16	7	328	55	23	11	3	14	U	73	283										
N.Y. City	6	1	-	40	32	46	9	18	U	356	U										
N.J.	2	5	3	126	8	15	14	53	118	142	55										
Pa.	32	24	230	318	8	6	34	21	U	81	82										
E.N. CENTRAL	85	96	22	10	16	31	255	203	74	409	14										
Ohio	43	47	21	5	1	2	52	69	5	90	14										
Ind.	15	12	1	4	1	4	49	47	U	37	-										
Ill.	5	4	-	1	5	12	104	18	69	200	-										
Mich.	17	24	-	-	8	11	38	22	U	56	-										
Wis.	5	9	U	U	1	2	12	47	U	26	-										
W.N. CENTRAL	18	17	6	2	15	8	44	54	52	108	147										
Minn.	1	-	1	-	8	3	-	13	U	34	29										
Iowa	1	1	4	-	2	2	-	2	U	10	33										
Mo.	8	7	-	1	3	3	34	26	47	40	9										
N. Dak.	-	1	-	-	-	-	-	-	U	2	39										
S. Dak.	-	1	-	-	-	-	-	-	4	2	14										
Nebr.	6	5	-	1	-	-	4	-	-	-	-										
Kans.	2	2	1	-	2	-	6	13	U	20	23										
S. ATLANTIC	44	23	112	74	68	69	746	926	260	612	646										
Del.	6	3	-	13	1	2	7	7	-	8	17										
Md.	8	10	94	51	23	23	174	270	65	57	144										
D.C.	3	1	4	4	3	5	26	32	27	21	-										
Va.	3	1	3	-	7	16	52	81	53	86	182										
W. Va.	N	N	2	-	-	-	-	2	17	13	25										
N.C.	4	3	1	2	7	5	218	194	98	89	136										
S.C.	4	2	-	1	-	3	85	106	U	64	34										
Ga.	-	-	2	1	12	9	122	167	U	112	43										
Fla.	16	3	6	2	15	6	62	67	U	162	65										
E.S. CENTRAL	4	8	10	17	7	7	335	524	-	288	68										
Ky.	1	-	-	1	-	1	38	43	U	42	12										
Tenn.	3	3	5	3	4	2	163	212	U	108	37										
Ala.	-	2	5	2	3	1	73	134	U	89	19										
Miss.	-	3	-	11	-	3	61	135	U	49	-										
W.S. CENTRAL	-	1	-	2	3	5	193	353	22	567	52										
Ark.	-	-	-	-	-	1	38	43	22	45	1										
La.	-	-	-	1	3	3	87	119	-	22	-										
Okla.	-	1	-	-	-	1	13	32	U	44	51										
Tex.	-	-	-	1	-	-	55	159	U	456	-										
MOUNTAIN	15	15	1	-	15	17	57	40	68	110	41										
Mont.	1	1	-	-	-	1	-	-	2	2	15										
Idaho	-	1	-	-	1	-	-	-	2	1	-										
Wyo.	1	1	-	-	-	1	-	-	1	1	25										
Colo.	4	4	-	-	5	9	4	-	U	20	-										
N. Mex.	1	-	-	-	6	2	-	-	7	5	-										
Ariz.	1	3	-	-	2	1	50	33	39	49	1										
Utah	6	4	-	-	1	-	2	1	17	4	-										
Nev.	1	1	1	-	-	3	1	6	U	28	-										
PACIFIC	19	12	32	12	56	100	95	92	767	1,015	103										
Wash.	1	2	1	-	1	2	4	5	U	75	-										
Oreg.	-	-	1	5	6	7	2	1	U	31	-										
Calif.	18	9	30	7	49	90	89	85	715	826	93										
Alaska	-	-	-	-	-	1	-	-	11	26	10										
Hawaii	-	1	-	-	-	-	-	1	41	57	-										
Guam	-	-	-	-	-	-	-	2	-	13	-										
P.R.	-	-	-	-	-	3	75	59	-	-	20										
V.I.	-	-	-	-	-	-	-	-	-	-	-										
Amer. Samoa	-	-	-	-	-	-	-	-	-	-	-										
C.N.M.I.	-	-	-	-	-	-	1	2	8	-	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1997 and 1998 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


