
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending January 24, 2009 (WEEK 03)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2009
Pertussis cummulative for 2008
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2009
Rabies, animal cummulative for 2008
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2009
Rocky Mountain Spotted Fever cummulative for 2008

tab delimited data:
test
UNITED STATES	92	184	403	323	361	16	103	168	66	263	3	32	145	22	8						
NEW ENGLAND	-	9	32	2	81	1	7	20	7	7	-	0	2	-	-						
Conn.	-	0	4	-	7	1	4	17	4	-	-	0	0	-	-						
Maine	-	0	5	1	1	-	1	5	1	1	N	0	0	N	N						
Mass.	-	7	24	-	71	N	0	0	N	N	-	0	1	-	-						
N.H.	-	1	4	1	1	-	0	3	-	3	-	0	1	-	-						
R.I.	-	1	7	-	-	N	0	0	N	N	-	0	2	-	-						
Vt.	-	0	2	-	1	-	1	6	2	3	-	0	0	-	-						
MID. ATLANTIC	9	18	38	35	52	4	33	67	12	52	-	1	6	-	2						
N.J.	-	1	6	-	6	-	0	0	-	-	-	0	2	-	1						
N.Y. (Upstate)	2	7	28	6	6	4	9	20	12	16	-	0	5	-	-						
N.Y. City	-	0	5	-	8	-	0	2	-	2	-	0	2	-	1						
Pa.	7	8	31	29	32	-	21	52	-	34	-	0	2	-	-						
E.N. CENTRAL	19	33	189	84	71	-	3	28	1	1	-	2	15	-	1						
Ill.	-	7	43	6	10	-	1	21	1	1	-	1	11	-	1						
Ind.	-	1	27	2	-	-	0	2	-	-	-	0	3	-	-						
Mich.	1	6	14	13	6	-	0	8	-	-	-	0	1	-	-						
Ohio	18	10	176	62	47	-	1	7	-	-	-	0	4	-	-						
Wis.	-	2	7	1	8	N	0	0	N	N	-	0	1	-	-						
W.N. CENTRAL	21	17	118	101	45	-	3	13	-	-	1	4	32	1	1						
Iowa	-	3	21	-	7	-	0	5	-	-	-	0	2	-	-						
Kans.	-	1	13	-	2	-	0	0	-	-	-	0	0	-	-						
Minn.	-	2	26	-	-	-	0	10	-	-	-	0	0	-	-						
Mo.	13	6	50	89	30	-	1	8	-	-	1	4	31	1	1						
Nebr.	7	2	33	11	4	-	0	0	-	-	-	0	4	-	-						
N. Dak.	-	0	1	-	-	-	0	7	-	-	-	0	0	-	-						
S. Dak.	1	0	7	1	2	-	0	2	-	-	-	0	1	-	-						
S. ATLANTIC	25	17	44	63	35	11	34	88	34	184	2	13	71	20	3						
Del.	1	0	3	2	-	-	0	0	-	-	-	0	5	-	-						
D.C.	-	0	1	-	2	-	0	0	-	-	-	0	2	-	-						
Fla.	7	6	20	27	4	4	0	37	7	100	-	0	3	-	-						
Ga.	-	1	8	-	2	-	5	42	-	13	-	1	8	-	1						
Md.	1	2	8	7	9	-	8	17	6	23	1	1	7	2	1						
N.C.	16	0	15	19	10	7	9	16	11	19	-	3	55	16	1						
S.C.	-	2	11	8	3	-	0	0	-	-	-	1	9	-	-						
Va.	-	3	12	-	5	-	11	24	9	29	1	2	15	2	-						
W. Va.	-	0	2	-	-	-	1	9	1	-	-	0	1	-	-						
E.S. CENTRAL	-	8	29	12	18	-	3	7	4	7	-	3	23	-	-						
Ala.	-	1	5	1	4	-	0	0	-	-	-	1	8	-	-						
Ky.	-	2	11	8	2	-	0	4	4	1	-	0	1	-	-						
Miss.	-	2	5	1	11	-	0	1	-	1	-	0	3	-	-						
Tenn.	-	2	14	2	1	-	2	6	-	5	-	2	19	-	-						
W.S. CENTRAL	6	30	157	7	4	-	1	11	2	3	-	2	41	1	-						
Ark.	-	1	20	-	2	-	0	6	1	3	-	0	14	1	-						
La.	-	1	7	-	-	-	0	0	-	-	-	0	1	-	-						
Okla.	1	0	21	1	-	-	0	10	1	-	-	0	26	-	-						
Tex.	5	26	150	6	2	-	0	1	-	-	-	1	6	-	-						
MOUNTAIN	8	15	34	12	38	-	1	8	-	2	-	1	3	-	1						
Ariz.	-	3	10	1	9	N	0	0	N	N	-	0	2	-	-						
Colo.	6	3	7	6	16	-	0	0	-	-	-	0	1	-	-						
Idaho	2	1	5	4	-	-	0	0	-	-	-	0	1	-	-						
Mont.	-	1	11	-	3	-	0	2	-	-	-	0	1	-	-						
Nev.	-	0	7	-	1	-	0	4	-	-	-	0	2	-	-						
N. Mex.	-	1	8	-	-	-	0	3	-	2	-	0	1	-	1						
Utah	-	4	17	1	7	-	0	6	-	-	-	0	1	-	-						
Wyo.	-	0	2	-	2	-	0	3	-	-	-	0	2	-	-						
PACIFIC	4	25	82	7	17	-	3	13	6	7	-	0	1	-	-						
