
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending March 24, 2001 (WEEK 12)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 2001
AIDS § cummulative for 2000
Chlamydia† cummulative for 2001
Chlamydia† cummulative for 2000
Cryptosporidiosis cummulative for 2001
Cryptosporidiosis cummulative for 2000
Escherichia coli O157:H7 NETSS cummulative for 2001
Escherichia coli O157:H7 NETSS cummulative for 2000
Escherichia coli O157:H7 PHLIS cummulative for 2001
Escherichia coli O157:H7 PHLIS cummulative for 2000

tab delimited data:
test
UNITED STATES	5,820	6,226	126,779	153,639	277	288	193	312	129	255											
NEW ENGLAND	200	500	4,638	5,264	11	22	24	30	18	32											
Maine	3	6	208	308	-	3	3	3	3	2											
N.H.	12	6	227	246	-	-	5	4	3	4											
Vt.	9	-	132	131	5	6	1	1	-	2											
Mass.	118	360	1,934	2,246	2	6	12	11	10	10											
R.I.	24	17	688	534	2	2	-	-	-	-											
Conn.	34	111	1,449	1,799	2	5	3	11	2	14											
MID. ATLANTIC	1,180	1,591	3,778	13,919	10	20	14	29	10	43											
Upstate N.Y.	29	65	N	N	10	16	14	28	6	35											
N.Y. City	740	985	-	5,814	-	-	-	-	1	-											
N.J.	241	387	826	2,981	-	1	-	1	3	3											
Pa.	170	154	2,952	5,124	-	3	N	N	-	5											
E.N. CENTRAL	463	591	16,653	26,527	96	62	38	56	18	17											
Ohio	77	91	249	7,308	26	13	17	11	10	6											
Ind.	45	56	3,295	3,008	11	3	8	3	1	4											
Ill.	226	354	4,809	7,597	-	7	5	19	4	-											
Mich.	97	67	6,253	4,728	26	7	4	10	-	3											
Wis.	18	23	2,047	3,886	33	32	4	13	3	4											
W.N. CENTRAL	110	147	6,015	8,767	12	17	21	52	16	54											
Minn.	29	31	1,307	1,898	-	4	3	11	8	24											
Iowa	15	10	610	875	5	3	3	10	1	5											
Mo.	38	67	1,439	3,102	4	5	10	21	4	13											
N. Dak.	1	-	213	229	-	1	-	2	-	4											
S. Dak.	-	2	434	416	-	1	1	1	1	1											
Nebr.	9	7	656	807	3	2	-	3	-	4											
Kans.	18	30	1,356	1,440	-	1	4	4	2	3											
S. ATLANTIC	1,673	1,508	28,729	29,031	63	45	27	28	10	17											
Del.	37	25	703	690	-	-	-	-	-	-											
Md.	131	154	3,030	2,714	17	5	1	5	-	1											
D.C.	166	113	647	657	3	-	-	-	U	U											
Va.	137	113	3,974	3,494	5	1	5	6	4	5											
W. Va.	12	7	512	487	-	-	1	2	-	1											
N.C.	101	74	4,457	4,470	11	3	13	6	2	2											
S.C.	171	153	3,006	3,731	-	-	1	-	-	-											
Ga.	187	180	5,502	5,541	13	27	2	3	2	3											
Fla.	731	689	6,898	7,247	14	9	4	6	2	5											
E.S. CENTRAL	360	279	10,872	11,893	8	11	9	17	4	15											
Ky.	51	37	2,018	1,830	-	-	1	6	2	4											
Tenn.	132	104	3,411	3,278	2	1	4	5	1	9											
Ala.	95	91	3,071	4,020	2	7	4	1	-	-											
Miss.	82	47	2,372	2,765	4	3	-	5	1	2											
W.S. CENTRAL	629	532	22,302	23,016	6	14	15	18	18	28											
Ark.	45	20	1,995	1,135	2	1	-	4	-	3											
La.	188	91	4,097	4,449	3	2	-	-	6	7											
Okla.	36	17	2,283	1,878	1	1	5	4	5	3											
Tex.	360	404	13,927	15,554	-	10	10	10	7	15											
MOUNTAIN	241	210	7,025	8,996	22	20	17	29	10	12											
Mont.	5	3	384	271	1	1	2	8	-	-											
Idaho	5	3	421	451	3	1	2	4	-	1											
Wyo.	-	1	175	181	-	1	-	2	-	2											
Colo.	40	52	600	2,433	12	7	7	10	4	5											
N. Mex.	15	25	1,141	1,121	3	1	-	-	-	-											
Ariz.	93	55	3,066	3,085	1	2	5	3	4	3											
Utah	23	28	270	572	2	6	-	1	1	1											
Nev.	60	43	968	882	-	1	1	1	1	-											
PACIFIC	964	868	26,767	26,226	49	77	28	53	25	37											
Wash.	117	101	3,112	2,842	N	U	5	5	5	11											
Oreg.	38	22	1,309	1,162	8	2	3	8	2	9											
Calif.	798	721	21,103	20,938	41	75	20	36	16	13											
Alaska	2	-	544	559	-	-	-	-	-	-											
Hawaii	9	24	699	725	-	-	-	4	2	4											
Guam	5	7	-	-	-	-	N	N	U	U											
P.R.	158	150	1,118	U	-	-	-	1	U	U											
V.I.	1	5	U	U	U	U	U	U	U	U											
Amer. Samoa	-	-	U	U	U	U	U	U	U	U											
C.N.M.I.	-	-	U	U	U	U	U	U	U	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2000 and 2001 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


