
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending May 11, 2002 (WEEK 19)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis cummulative for 2002
Shigellosis cummulative for 2001
Streptococcal Disease, Invasive, Group A cummulative for 2002
Streptococcal Disease, Invasive, Group A cummulative for 2001
Streptococcus pneumoniae, Drug Resistant, Invasive cummulative for 2002
Streptococcus pneumoniae, Drug Resistant, Invasive cummulative for 2001
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2002
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2001

tab delimited data:
test
UNITED STATES	4,346	4,729	1,673	1,800	1,112	1,350	78	111													
NEW ENGLAND	84	83	85	58	4	6	4	1													
Maine	3	2	14	7	-	-	-	-													
N.H.	4	1	21	6	-	-	-	-													
Vt.	-	2	8	7	3	6	1	-													
Mass.	56	56	35	34	-	-	3	-													
R.I.	4	6	7	4	1	-	-	1													
Conn.	17	16	-	-	-	-	-	-													
MID. ATLANTIC	229	557	263	309	53	78	29	50													
Upstate N.Y.	56	148	145	119	49	76	29	50													
N.Y. City	123	139	68	86	U	U	-	-													
N.J.	20	169	29	81	-	-	-	-													
Pa.	30	101	21	23	4	2	-	-													
E.N. CENTRAL	474	656	255	410	86	94	23	56													
Ohio	276	174	103	105	-	-	1	-													
Ind.	24	98	16	32	83	94	19	28													
Ill.	89	182	3	142	2	-	-	18													
Mich.	54	118	133	101	1	-	3	10													
Wis.	31	84	-	30	-	-	-	-													
W.N. CENTRAL	422	469	122	171	281	32	17	3													
Minn.	58	177	63	65	195	2	17	2													
Iowa	32	80	-	-	-	-	-	-													
Mo.	48	105	26	43	5	8	-	-													
N. Dak.	7	9	-	4	-	2	-	1													
S. Dak.	126	37	5	5	1	2	-	-													
Nebr.	100	26	13	16	21	3	-	-													
Kans.	51	35	15	38	59	15	-	-													
S. ATLANTIC	1,835	649	317	324	583	822	5	1													
Del.	5	4	1	2	3	1	-	-													
Md.	251	40	47	24	-	-	-	-													
D.C.	19	20	4	2	28	3	1	-													
Va.	343	44	33	48	-	-	-	-													
W. Va.	2	4	7	10	26	26	-	1													
N.C.	102	145	60	74	-	-	-	-													
S.C.	20	44	23	4	100	159	4	-													
Ga.	649	98	81	96	161	232	-	-													
Fla.	444	250	61	64	265	401	-	-													
E.S. CENTRAL	337	383	50	38	72	149	-	-													
Ky.	54	126	5	16	8	17	-	-													
Tenn.	22	35	45	22	64	131	-	-													
Ala.	154	93	-	-	-	1	-	-													
Miss.	107	129	-	-	-	-	-	-													
W.S. CENTRAL	161	986	17	168	11	145	-	-													
Ark.	24	205	-	-	2	12	-	-													
La.	29	179	-	-	9	123	-	-													
Okla.	107	11	16	25	-	10	-	-													
Tex.	1	591	1	143	-	-	-	-													
MOUNTAIN	184	263	306	193	22	23	-	-													
Mont.	1	-	-	-	-	-	-	-													
Idaho	2	9	5	3	-	-	-	-													
Wyo.	3	-	6	4	8	3	-	-													
Colo.	41	57	115	76	-	-	-	-													
N. Mex.	45	48	54	40	14	20	-	-													
Ariz.	67	114	125	67	-	-	-	-													
Utah	14	16	1	3	-	-	-	-													
Nev.	11	19	-	-	-	-	-	-													
PACIFIC	620	683	258	129	-	1	-	-													
Wash.	29	62	26	-	-	-	-	-													
Oreg.	34	38	-	-	-	-	-	-													
Calif.	538	568	210	108	-	-	-	-													
Alaska	2	2	-	-	-	-	-	-													
Hawaii	17	13	22	21	-	1	-	-													
Guam	-	-	-	-	-	-	-	-													
P.R.	1	6	-	-	-	-	-	-													
V.I.	-	-	-	-	-	-	-	-													
Amer. Samoa	U	U	U	U	-	-	U	U													
C.N.M.I.	6	U	-	U	-	-	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


