
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending December 4, 1999 (WEEK 48)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 1999
H. influenzae, Invasive cummulative for 1998
Hepatitis (Viral), Type A cummulative for 1999
Hepatitis (Viral), Type A cummulative for 1998
Hepatitis (Viral), Type B cummulative for 1999
Hepatitis (Viral), Type B cummulative for 1998
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 1999
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 1999
Measles (Rubeola), Total cummulative for 1999
Measles (Rubeola), Total cummulative for 1998

tab delimited data:
test
UNITED STATES	1,049	987	15,557	20,646	5,856	8,833	-	60	-	24	84	89									
NEW ENGLAND	92	66	269	274	131	204	-	6	-	5	11	3									
Maine	8	3	14	19	1	5	-	-	-	-	-	-									
N.H.	20	10	18	14	16	18	-	-	-	1	1	-									
Vt.	5	8	19	17	3	10	-	-	-	-	-	1									
Mass.	36	39	94	116	38	76	-	5	-	3	8	2									
R.I.	6	5	21	16	34	66	-	-	-	-	-	-									
Conn.	17	1	103	92	39	29	-	1	-	1	2	-									
MID. ATLANTIC	166	160	892	1,607	549	1,139	-	-	-	2	2	14									
Upstate N.Y.	77	59	254	336	175	227	-	-	-	2	2	2									
N.Y. City	38	40	281	569	177	395	-	-	-	-	-	-									
N.J.	49	51	112	328	41	189	-	-	-	-	-	8									
Pa.	2	10	245	374	156	328	-	-	-	-	-	4									
E.N. CENTRAL	156	170	2,581	3,353	602	1,344	-	1	-	2	3	16									
Ohio	53	46	606	289	87	72	-	-	-	-	-	1									
Ind.	23	43	102	154	39	106	-	1	-	1	2	3									
Ill.	66	62	646	748	1	218	-	-	-	-	-	1									
Mich.	13	12	1,160	1,982	453	458	-	-	-	1	1	10									
Wis.	1	7	67	180	22	490	-	-	-	-	-	1									
W.N. CENTRAL	85	85	868	1,255	343	383	-	1	-	-	1	-									
Minn.	45	66	94	118	54	48	-	1	-	-	1	-									
Iowa	9	2	138	394	38	53	-	-	-	-	-	-									
Mo.	22	10	534	584	207	230	-	-	-	-	-	-									
N. Dak.	1	-	3	3	2	4	U	-	U	-	-	-									
S. Dak.	1	-	9	31	1	2	-	-	-	-	-	-									
Nebr.	3	1	50	26	14	21	-	-	-	-	-	-									
Kans.	4	6	40	99	27	25	-	-	-	-	-	-									
S. ATLANTIC	237	173	1,897	1,906	1,143	968	-	14	-	6	20	8									
Del.	-	1	2	4	1	4	-	-	-	-	-	1									
Md.	65	51	329	393	159	132	-	-	-	-	-	1									
D.C.	5	-	58	63	24	14	-	-	-	-	-	-									
Va.	19	17	168	197	91	93	-	14	-	4	18	2									
W. Va.	7	6	39	7	23	10	-	-	-	-	-	-									
N.C.	31	24	152	120	212	227	-	-	-	-	-	-									
S.C.	5	3	45	38	65	44	-	-	-	-	-	-									
Ga.	62	43	447	629	159	127	-	-	-	-	-	2									
Fla.	43	28	657	455	409	317	-	-	-	2	2	2									
E.S. CENTRAL	52	61	355	379	367	473	-	2	-	-	2	2									
Ky.	7	7	62	30	42	47	-	2	-	-	2	-									
Tenn.	27	36	142	209	165	260	-	-	-	-	-	1									
Ala.	15	15	52	72	78	72	-	-	-	-	-	1									
Miss.	3	3	99	68	82	94	-	-	-	-	-	-									
W.S. CENTRAL	46	51	3,608	3,753	801	1,912	-	10	-	4	14	-									
Ark.	2	-	64	78	67	102	-	5	-	-	5	-									
La.	7	21	73	103	77	157	-	-	-	-	-	-									
Okla.	33	27	435	566	129	98	-	-	-	-	-	-									
Tex.	4	3	3,036	3,006	528	1,555	-	5	-	4	9	-									
MOUNTAIN	104	110	1,223	2,963	532	772	-	4	-	-	4	4									
Mont.	3	-	17	92	17	5	-	-	-	-	-	-									
Idaho	1	2	42	229	28	45	-	-	-	-	-	-									
Wyo.	1	1	7	37	13	9	U	-	U	-	-	-									
Colo.	11	21	204	317	88	101	-	-	-	-	-	-									
N. Mex.	18	7	50	145	164	302	-	-	-	-	-	-									
Ariz.	55	55	713	1,745	138	167	-	1	-	-	1	4									
Utah	11	5	59	184	36	65	-	2	-	-	2	-									
Nev.	4	19	131	214	48	78	-	1	-	-	1	-									
PACIFIC	111	111	3,864	5,156	1,388	1,638	-	22	-	5	27	42									
Wash.	8	9	360	911	73	105	-	-	-	-	-	1									
Oreg.	40	40	238	419	97	187	-	9	-	-	9	-									
Calif.	46	49	3,234	3,757	1,187	1,318	-	13	-	4	17	8									
Alaska	9	4	12	17	17	13	-	-	-	-	-	33									
Hawaii	8	9	20	52	14	15	-	-	-	1	1	-									
Guam	-	-	2	1	2	2	-	1	-	-	1	-									
P.R.	1	2	152	74	123	237	-	-	-	-	-	-									
V.I.	U	U	U	U	U	U	U	U	U	U	U	U									
Amer. Samoa	U	U	U	U	U	U	U	U	U	U	U	U									
C.N.M.I.	U	U	U	U	U	U	U	U	U	U	U	U									

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 1999 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


