
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending July 12, 2008 (WEEK 28)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2008
Pertussis cummulative for 2007
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2008
Rabies, animal cummulative for 2007
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2008
Rocky Mountain Spotted Fever cummulative for 2007

tab delimited data:
test
UNITED STATES	57	144	848	3,411	4,861	54	92	175	2,208	3,084	51	29	195	564	871						
NEW ENGLAND	4	23	49	369	760	1	8	20	177	291	-	0	2	1	5						
Conn.	-	0	5	-	40	-	3	17	96	120	-	0	0	-	-						
Maine	-	1	5	16	40	-	1	5	28	44	N	0	0	N	N						
Mass.	4	17	34	315	617	N	0	0	N	N	-	0	2	1	5						
N.H.	-	1	5	14	38	1	1	4	20	25	-	0	1	-	-						
R.I.	-	1	25	19	4	N	0	0	N	N	-	0	0	-	-						
Vt.	-	0	6	5	21	-	2	6	33	102	-	0	0	-	-						
MID. ATLANTIC	21	20	43	396	669	15	20	32	546	525	-	1	5	29	41						
N.J.	-	1	9	3	112	-	0	0	-	-	-	0	2	2	15						
N.Y. (Upstate)	17	6	23	162	322	15	9	20	233	250	-	0	2	8	3						
N.Y. City	-	2	7	34	73	-	0	2	10	28	-	0	2	10	15						
Pa.	4	8	23	197	162	-	10	23	303	247	-	0	2	9	8						
E.N. CENTRAL	8	20	190	649	933	-	3	43	45	62	-	1	3	12	30						
Ill.	-	3	8	62	100	N	0	0	N	N	-	0	3	2	19						
Ind.	-	0	12	22	31	-	0	1	2	6	-	0	1	1	4						
Mich.	2	4	16	77	148	-	1	32	25	32	-	0	1	2	3						
Ohio	5	6	176	458	417	-	1	11	18	24	-	0	3	7	4						
Wis.	1	2	14	30	237	N	0	0	N	N	-	0	1	-	-						
W.N. CENTRAL	9	9	141	331	244	8	3	12	77	130	-	4	29	123	162						
Iowa	-	1	5	32	-	-	0	3	9	-	-	0	5	-	-						
Kans.	-	1	5	25	58	-	0	7	-	78	-	0	2	-	7						
Minn.	5	0	131	104	59	7	0	6	26	10	-	0	4	-	1						
Mo.	-	2	18	120	54	-	0	5	21	19	-	3	25	115	145						
Nebr.	4	1	12	42	23	-	0	0	-	-	-	0	3	7	6						
N. Dak.	-	0	5	1	3	1	0	8	14	11	-	0	0	-	-						
S. Dak.	-	0	2	7	47	-	0	2	7	12	-	0	1	1	3						
S. ATLANTIC	11	13	50	350	519	14	40	73	1,116	1,235	19	8	109	200	405						
Del.	-	0	2	5	6	-	0	0	-	-	-	0	2	6	10						
D.C.	-	0	1	2	7	-	0	0	-	-	2	0	2	6	2						
Fla.	9	3	9	106	123	-	0	31	74	128	4	0	3	7	4						
Ga.	1	0	3	21	27	-	6	37	187	133	4	0	6	20	39						
Md.	1	1	6	35	66	-	9	18	224	220	-	1	6	23	27						
N.C.	-	0	38	76	180	-	9	16	251	269	6	0	96	84	246						
S.C.	-	2	22	49	47	-	0	0	-	46	1	0	4	16	29						
Va.	-	2	11	52	53	14	12	27	321	400	2	1	8	37	46						
W. Va.	-	0	12	4	10	-	1	11	59	39	-	0	3	1	2						
E.S. CENTRAL	-	7	31	124	173	1	2	7	68	84	9	4	16	98	145						
Ala.	-	1	6	19	41	-	0	0	-	-	-	1	10	28	36						
Ky.	-	1	5	27	13	1	0	3	18	10	-	0	1	-	4						
Miss.	-	3	29	49	62	-	0	1	2	-	-	0	3	4	9						
Tenn.	-	1	4	29	57	-	2	6	48	74	9	1	9	66	96						
W.S. CENTRAL	1	19	198	398	538	9	8	40	62	604	23	2	153	93	60						
Ark.	-	1	17	37	116	-	1	6	36	15	5	0	15	13	14						
La.	-	0	2	3	13	-	0	2	-	3	-	0	2	2	1						
Okla.	1	0	26	14	2	9	0	32	25	45	18	0	132	72	32						
Tex.	-	17	179	344	407	-	1	34	1	541	-	0	8	6	13						
MOUNTAIN	-	16	37	355	605	-	2	8	30	25	-	0	2	6	20						
Ariz.	-	1	8	9	150	N	0	0	N	N	-	0	1	-	3						
