
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending February 10, 2007 (WEEK 06)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2007
Pertussis cummulative for 2006
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2007
Rabies, animal cummulative for 2006
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2007
Rocky Mountain Spotted Fever cummulative for 2006

tab delimited data:
test
UNITED STATES	130	256	532	598	1,536	23	108	175	255	534	6	35	118	23	154						
NEW ENGLAND	1	22	53	12	189	4	12	26	46	44	-	0	1	-	-						
Conn.	-	1	9	-	12	-	4	14	23	10	-	0	0	-	-						
Maine	-	2	14	7	12	-	2	8	7	5	N	0	0	N	N						
Mass.	-	9	28	-	147	-	2	17	-	22	-	0	1	-	-						
N.H.	-	2	27	2	-	2	1	5	6	1	-	0	1	-	-						
R.I.	-	0	17	-	-	-	0	3	4	1	-	0	1	-	-						
Vt.	1	1	14	3	18	2	1	5	6	5	-	0	0	-	-						
MID. ATLANTIC	30	36	148	186	168	-	17	57	38	61	-	1	6	3	4						
N.J.	-	4	13	5	52	-	0	0	-	-	-	0	1	-	1						
N.Y. (Upstate)	24	20	142	126	25	-	0	0	-	-	-	0	2	-	-						
N.Y. City	-	1	8	-	9	-	1	5	8	-	-	0	3	-	1						
Pa.	6	12	26	55	82	-	16	56	30	61	-	1	4	3	2						
E.N. CENTRAL	63	41	77	144	303	-	2	18	-	3	-	1	6	1	1						
Ill.	-	9	17	-	88	-	0	7	-	1	-	0	4	-	1						
Ind.	-	4	23	-	3	-	0	2	-	-	-	0	1	-	-						
Mich.	7	11	39	32	53	-	0	5	-	2	-	0	1	1	-						
Ohio	56	11	25	112	115	-	0	9	-	-	-	0	4	-	-						
Wis.	-	2	8	-	44	-	0	0	-	-	-	0	1	-	-						
W.N. CENTRAL	2	21	71	44	236	-	6	20	11	16	1	2	14	5	3						
Iowa	-	5	12	9	76	-	1	7	1	3	-	0	1	-	-						
Kans.	2	5	13	25	66	-	1	5	7	3	1	0	1	1	-						
Minn.	-	0	56	-	-	-	1	6	2	1	-	0	2	-	-						
Mo.	-	5	14	5	68	-	1	6	1	1	-	2	12	4	3						
Nebr.	-	1	9	1	23	-	0	0	-	-	-	0	5	-	-						
N. Dak.	-	0	9	-	2	-	0	7	-	2	-	0	0	-	-						
S. Dak.	-	0	4	4	1	-	0	4	-	6	-	0	0	-	-						
S. ATLANTIC	12	17	135	65	107	12	38	62	129	314	2	13	68	7	145						
Del.	-	0	1	-	1	-	0	0	-	-	-	0	3	1	2						
D.C.	-	0	2	-	2	-	0	0	-	-	-	0	1	-	-						
Fla.	11	4	20	35	33	7	0	3	20	176	-	0	5	-	2						
Ga.	-	0	3	-	4	-	5	16	16	23	-	1	5	-	2						
Md.	1	2	6	12	33	-	6	13	18	27	2	1	6	4	5						
N.C.	-	0	94	-	17	5	9	22	33	21	-	5	61	-	133						
S.C.	-	3	11	7	17	-	3	11	6	12	-	0	5	-	1						
Va.	-	3	19	11	-	-	11	27	30	47	-	2	13	2	-						
W. Va.	-	0	9	-	-	-	2	7	6	8	-	0	2	-	-						
E.S. CENTRAL	2	6	28	25	40	-	4	16	4	24	3	6	31	6	1						
Ala.	1	2	19	9	10	-	1	8	-	5	1	2	11	3	-						
Ky.	-	0	5	-	8	-	0	4	4	1	-	0	1	-	-						
Miss.	-	0	4	1	7	-	0	2	-	-	-	0	1	-	-						
Tenn.	1	3	11	15	15	-	2	9	-	18	2	4	22	3	1						
W.S. CENTRAL	-	18	71	3	51	2	7	34	6	51	-	1	27	-	-						
Ark.	-	1	7	-	4	1	0	5	1	1	-	0	10	-	-						
La.	-	0	2	-	1	-	0	0	-	-	-	0	1	-	-						
Okla.	-	0	9	-	1	1	1	9	5	5	-	0	18	-	-						
Tex.	-	15	64	3	45	-	2	29	-	45	-	0	4	-	-						
MOUNTAIN	16	42	88	98	358	2	3	27	6	14	-	0	5	1	-						
Ariz.	-	7	29	6	55	1	2	10	5	14	-	0	2	-	-						
Colo.	8	9	34	47	197	-	0	0	-	-	-	0	1	1	-						
Idaho	-	1	7	7	15	-	0	25	-	-	-	0	3	-	-						
Mont.	-	1	9	5	16	-	0	2	-	-	-	0	2	-	-						
Nev.	-	0	6	-	5	-	0	0	-	-	-	0	0	-	-						
N. Mex.	-	2	8	3	4	-	0	2	-	-	-	0	2	-	-						
Utah	8	13	39	24	58	1	0	1	1	-	-	0	2	-	-						
Wyo.	-	1	8	6	8	-	0	2	-	-	-	0	1	-	-						
PACIFIC	4	28	228	21	84	3	4	12	15	7	-	0	1	-	-						
Alaska	-	1	8	8	15	3	0	4	11	2	N	0	0	N	N						
Calif.	-	21	225	-	18	-	3	11	4	5	-	0	1	-	-						
Hawaii	-	1	6	2	20	N	0	0	N	N	N	0	0	N	N						
Oreg.	-	1	8	5	25	-	0	4	-	-	-	0	1	-	-						
Wash.	4	5	46	6	6	-	0	0	-	-	N	0	0	N	N						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	N	0	0	N	N						
P.R.	-	0	1	-	-	-	1	6	6	10	N	0	0	N	N						
V.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


