
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending August 7, 1999 (WEEK 31)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 1999
H. influenzae, Invasive cummulative for 1998
Hepatitis (Viral), Type A cummulative for 1999
Hepatitis (Viral), Type A cummulative for 1998
Hepatitis (Viral), Type B cummulative for 1999
Hepatitis (Viral), Type B cummulative for 1998
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 1999
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 1999
Measles (Rubeola), Total cummulative for 1999
Measles (Rubeola), Total cummulative for 1998

tab delimited data:
test
UNITED STATES	745	710	8,996	13,521	3,829	5,794	-	33	1	17	50	47									
NEW ENGLAND	55	47	120	172	62	115	-	5	-	4	9	3									
Maine	5	2	5	13	1	2	-	-	-	-	-	-									
N.H.	12	8	9	8	9	10	-	-	-	1	1	-									
Vt.	4	3	3	13	1	4	-	-	-	-	-	1									
Mass.	21	31	38	63	28	45	-	4	-	2	6	2									
R.I.	1	2	11	10	23	35	-	-	-	-	-	-									
Conn.	12	1	54	65	-	19	-	1	-	1	2	-									
MID. ATLANTIC	111	107	566	1,039	422	778	-	-	-	2	2	13									
Upstate N.Y.	59	34	156	201	124	144	-	-	-	2	2	2									
N.Y. City	19	33	104	364	96	268	-	-	-	-	-	-									
N.J.	32	33	57	211	40	137	-	-	-	-	-	8									
Pa.	1	7	249	263	162	229	-	-	-	-	-	3									
E.N. CENTRAL	110	121	1,757	1,988	383	880	-	1	-	1	2	15									
Ohio	41	40	428	208	58	48	-	-	-	-	-	1									
Ind.	20	27	105	97	32	69	-	1	-	-	1	3									
Ill.	40	45	300	469	-	154	-	-	-	-	-	-									
Mich.	9	4	898	1,071	292	271	-	-	-	1	1	10									
Wis.	-	5	26	143	1	338	U	-	U	-	-	1									
W.N. CENTRAL	61	63	478	1,007	278	247	-	-	-	-	-	-									
Minn.	19	48	45	83	30	24	U	-	U	-	-	-									
Iowa	14	2	91	362	106	42	-	-	-	-	-	-									
Mo.	20	8	260	447	108	147	-	-	-	-	-	-									
N. Dak.	-	-	1	3	-	4	U	-	U	-	-	-									
S. Dak.	1	-	8	18	1	1	-	-	-	-	-	-									
Nebr.	3	-	40	19	11	11	-	-	-	-	-	-									
Kans.	4	5	33	75	22	18	-	-	-	-	-	-									
S. ATLANTIC	175	130	1,185	1,063	714	565	-	1	1	4	5	7									
Del.	-	-	2	3	-	-	-	-	-	-	-	1									
Md.	46	43	220	246	103	90	U	-	U	-	-	1									
D.C.	4	-	37	35	14	8	U	-	U	-	-	-									
Va.	13	13	99	145	58	61	-	1	-	2	3	2									
W. Va.	6	5	25	1	16	4	-	-	-	-	-	-									
N.C.	25	20	90	66	142	126	-	-	-	-	-	-									
S.C.	3	3	25	18	40	23	-	-	-	-	-	-									
Ga.	45	26	300	317	96	115	-	-	-	-	-	2									
Fla.	33	20	387	232	245	138	-	-	1	2	2	1									
E.S. CENTRAL	52	42	275	264	297	303	-	-	-	-	-	2									
Ky.	6	7	54	19	34	28	-	-	-	-	-	-									
Tenn.	30	23	133	153	154	170	-	-	-	-	-	1									
Ala.	14	10	39	48	51	43	-	-	-	-	-	1									
Miss.	2	2	49	44	58	62	-	-	-	-	-	-									
W.S. CENTRAL	39	35	1,557	2,410	374	1,285	-	4	-	3	7	-									
Ark.	2	-	32	60	31	60	-	-	-	-	-	-									
La.	7	16	59	45	72	62	U	-	U	-	-	-									
Okla.	26	17	311	350	86	52	-	-	-	-	-	-									
Tex.	4	2	1,155	1,955	185	1,111	-	4	-	3	7	-									
MOUNTAIN	67	84	858	2,085	395	524	-	2	-	-	2	-									
Mont.	1	-	14	67	16	4	-	-	-	-	-	-									
Idaho	1	-	27	168	16	20	-	-	-	-	-	-									
Wyo.	1	1	4	25	9	3	-	-	-	-	-	-									
Colo.	10	17	151	160	53	64	-	-	-	-	-	-									
N. Mex.	17	4	31	97	138	203	-	-	-	-	-	-									
Ariz.	30	42	516	1,296	106	128	-	1	-	-	1	-									
Utah	5	3	32	129	22	45	-	1	-	-	1	-									
Nev.	2	17	83	143	35	57	U	-	U	-	-	-									
PACIFIC	75	81	2,200	3,493	904	1,097	-	20	-	3	23	7									
Wash.	3	6	196	693	39	60	-	-	-	-	-	1									
Oreg.	30	33	153	271	56	114	-	8	-	-	8	-									
Calif.	33	34	1,838	2,481	790	907	-	11	-	3	14	6									
Alaska	5	1	4	14	12	8	-	-	-	-	-	-									
Hawaii	4	7	9	34	7	8	-	1	-	-	1	-									
Guam	-	-	2	1	2	2	U	1	U	-	1	-									
P.R.	1	2	107	35	97	156	-	-	-	-	-	-									
V.I.	U	U	U	U	U	U	U	U	U	U	U	U									
Amer. Samoa	U	U	U	U	U	U	U	U	U	U	U	U									
C.N.M.I.	-	-	-	1	-	43	U	-	U	-	-	-									

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1998 and 1999 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


