
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending February 9, 2013 (WEEK 06)*

column labels in same order that data fields appears in each record below:
Reporting Area
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2013
Rabies, animal cummulative for 2012
Salmonellosis current week
Salmonellosis previous 52 weeks median 
Salmonellosis previous 52 weeks maximum 
Salmonellosis cummulative for 2013
Salmonellosis cummulative for 2012
Shiga toxin-producing E. coli(STEC)† current week
Shiga toxin-producing E. coli(STEC)† previous 52 weeks median 
Shiga toxin-producing E. coli(STEC)† previous 52 weeks maximum 
Shiga toxin-producing E. coli(STEC)† cummulative for 2013
Shiga toxin-producing E. coli(STEC)† cummulative for 2012

tab delimited data:
test
UNITED STATES	19	72	128	118	376	196	988	1,685	1,871	3,079	12	121	203	165	353						
NEW ENGLAND	1	6	16	20	44	4	37	73	41	105	-	3	12	4	10						
Conn.	-	3	8	7	20	-	8	18	22	26	-	1	4	3	5						
Maine	1	1	4	4	14	-	2	11	2	7	-	0	6	-	-						
Mass.	-	0	0	-	-	-	21	54	2	52	-	2	7	-	5						
N.H.	-	0	3	2	4	-	1	8	5	9	-	0	4	1	-						
R.I.	-	0	5	2	4	4	2	7	5	1	-	0	1	-	-						
Vt.	-	1	7	5	2	-	1	7	5	10	-	0	2	-	-						
MID. ATLANTIC	6	14	31	29	53	13	90	193	142	327	1	11	23	12	48						
N.J.	-	0	0	-	-	-	17	48	9	89	-	1	6	-	15						
N.Y. (Upstate)	6	7	20	29	22	-	23	64	-	55	-	4	13	-	6						
N.Y. City	-	0	0	-	-	2	20	49	63	79	-	1	7	4	10						
Pa.	-	6	15	-	31	11	28	82	70	104	1	3	11	8	17						
E.N. CENTRAL	-	2	13	2	3	20	100	239	184	343	2	16	70	26	60						
Ill.	-	1	6	1	-	-	34	79	52	124	-	3	16	-	10						
Ind.	-	0	2	-	-	-	13	40	8	30	-	2	23	1	5						
Mich.	-	0	5	1	2	8	15	46	45	59	1	3	41	7	23						
Ohio	-	0	7	-	1	12	24	53	71	73	1	3	20	12	5						
Wis.	N	0	0	N	N	-	13	35	8	57	-	3	21	6	17						
W.N. CENTRAL	1	3	18	8	19	12	46	115	129	155	2	16	31	35	40						
Iowa	-	0	5	-	-	-	9	32	26	31	-	3	15	2	7						
Kans.	1	1	4	5	7	1	9	19	14	38	-	2	7	5	4						
Minn.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Mo.	-	0	3	3	2	8	19	48	67	57	1	6	21	22	18						
Nebr.	-	0	0	-	-	2	4	26	12	13	1	1	6	3	5						
N. Dak.	-	0	13	-	4	-	1	5	2	6	-	0	3	1	2						
S. Dak.	-	1	7	-	6	1	3	9	8	10	-	1	4	2	4						
S. ATLANTIC	5	18	34	30	173	88	268	610	756	959	1	12	71	33	56						
Del.	-	0	0	-	-	-	2	10	6	9	-	0	3	-	1						
D.C.	-	0	0	-	-	-	0	3	-	6	-	0	1	-	1						
Fla.	4	0	13	14	92	52	110	274	370	380	1	4	10	16	21						
Ga.	-	0	0	-	-	18	46	125	104	146	-	2	9	7	7						
Md.	-	7	17	11	25	8	18	43	77	78	-	1	5	4	2						
N.C.	-	0	0	-	-	-	27	166	66	162	-	1	61	4	9						
S.C.	-	0	0	-	-	1	24	72	56	88	-	0	7	-	2						
Va.	-	10	23	-	46	9	22	48	77	82	-	1	6	2	13						
W. Va.	1	1	6	5	10	-	2	11	-	8	-	0	2	-	-						
E.S. CENTRAL	-	1	5	-	8	11	62	213	115	213	-	5	14	11	24						
Ala.	-	1	5	-	7	6	19	59	45	59	-	1	5	3	8						
Ky.	-	0	3	-	1	-	6	47	-	38	-	1	9	-	5						
Miss.	-	0	1	-	-	-	16	67	22	60	-	0	2	-	5						
Tenn.	-	0	0	-	-	5	18	69	48	56	-	2	12	8	6						
W.S. CENTRAL	6	12	61	29	54	35	139	407	192	385	3	10	78	5	25						
Ark.	-	0	35	10	1	4	16	229	25	25	-	1	6	2	3						
La.	-	0	0	-	-	-	24	59	27	75	-	0	3	-	-						
Okla.	-	0	23	-	4	8	13	34	32	34	1	1	8	1	5						
Tex.	6	11	30	19	49	23	81	261	108	251	2	7	72	2	17						
MOUNTAIN	-	1	16	-	14	3	42	78	92	183	1	11	41	13	35						
Ariz.	N	0	0	N	N	-	12	24	24	59	-	2	7	2	10						
Colo.	-	0	0	-	-	-	10	19	13	53	-	3	9	-	9						
Idaho	-	0	15	-	-	-	2	7	7	7	-	2	14	5	3						
Mont.	N	0	0	N	N	2	2	8	6	7	-	0	5	-	-						
Nev.	-	0	4	-	-	1	3	12	21	8	1	0	5	4	1						
N. Mex.	-	0	5	-	14	-	5	18	12	23	-	1	5	-	3						
Utah	-	0	2	-	-	-	4	15	8	22	-	1	15	2	6						
Wyo.	-	0	0	-	-	-	1	8	1	4	-	0	3	-	3						
PACIFIC	-	3	12	-	8	10	115	214	220	409	2	15	43	26	55						
Alaska	-	0	1	-	2	-	1	4	-	7	N	0	0	N	N						
Calif.	-	3	11	-	6	-	82	164	174	334	-	8	21	14	41						
Hawaii	-	0	0	-	-	-	4	58	6	12	-	0	2	2	-						
Oreg.	-	0	2	-	-	1	8	16	17	32	-	3	11	4	9						
Wash.	-	0	0	-	-	9	14	56	23	24	2	3	24	6	5						
Amer. Samoa	-	0	0	-	-	-	1	2	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
P.R.	-	0	5	-	12	-	0	4	-	10	-	0	2	-	-						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2012 and 2013 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Includes E. coli O157:H7; Shiga toxin positive, serogroup non-O157; and Shiga toxin positive, not serogrouped.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


