
TABLE III. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending July 1, 2000 (WEEK 26)*

column labels in same order that data fields appears in each record below:
Reporting Area
Meningococcal Disease cummulative for 2000
Meningococcal Disease cummulative for 1999
Mumps current week
Mumps cummulative for 2000
Mumps cummulative for 1999
Pertussis current week
Pertussis cummulative for 2000
Pertussis cummulative for 1999
Rubella current week
Rubella cummulative for 2000
Rubella cummulative for 1999

tab delimited data:
test
UNITED STATES	1,190	1,390	2	191	203	53	2,379	2,901	3	57	154										
NEW ENGLAND	74	69	-	2	4	3	605	309	1	6	7										
Maine	6	5	-	-	-	-	14	-	-	-	-										
N.H.	9	9	-	-	1	-	62	53	1	2	-										
Vt.	2	4	-	-	-	1	136	15	-	-	-										
Mass.	44	41	-	-	3	1	355	224	-	3	7										
R.I.	5	2	-	1	-	1	9	8	-	-	-										
Conn.	8	8	-	1	-	-	29	9	-	1	-										
MID. ATLANTIC	116	138	-	9	26	-	183	582	-	2	20										
Upstate N.Y.	36	36	-	6	5	-	109	495	-	2	13										
N.Y. City	25	41	-	-	6	-	-	15	-	-	2										
N.J.	24	29	-	-	1	-	-	15	-	-	2										
Pa.	31	32	U	3	14	U	74	57	U	-	3										
E.N. CENTRAL	210	247	-	23	27	8	274	239	1	1	2										
Ohio	50	93	-	7	7	4	167	114	-	-	-										
Ind.	27	32	-	-	3	-	27	14	-	-	1										
Ill.	50	65	-	5	7	-	21	50	1	1	1										
Mich.	64	31	-	11	8	4	28	22	-	-	-										
Wis.	19	26	U	-	2	U	31	39	U	-	-										
W.N. CENTRAL	103	139	-	12	8	8	131	106	-	1	80										
Minn.	7	29	-	-	1	6	66	33	-	-	-										
Iowa	19	26	-	5	3	1	22	20	-	-	25										
Mo.	60	51	-	1	1	-	23	27	-	-	2										
N. Dak.	2	3	U	-	-	U	1	-	U	-	-										
S. Dak.	5	8	-	-	-	-	3	4	-	-	-										
Nebr.	5	8	-	2	-	-	3	3	-	-	53										
Kans.	5	14	-	4	3	1	13	19	-	1	-										
S. ATLANTIC	195	213	-	32	35	4	187	142	-	32	20										
Del.	-	4	-	-	-	-	4	-	-	-	-										
Md.	18	34	-	7	4	1	43	44	-	-	1										
D.C.	-	1	-	-	2	-	1	-	-	-	-										
Va.	31	26	U	5	8	U	20	13	U	-	-										
W. Va.	8	4	-	-	-	-	-	1	-	-	-										
N.C.	30	27	-	4	8	-	49	35	-	23	19										
S.C.	15	28	-	10	3	2	19	8	-	7	-										
Ga.	32	41	-	2	1	-	20	16	-	-	-										
Fla.	61	48	-	4	9	1	31	25	-	2	-										
E.S. CENTRAL	85	104	-	6	6	6	43	53	-	4	2										
Ky.	18	19	-	-	-	2	19	12	-	1	-										
Tenn.	37	38	-	2	-	3	13	26	-	-	-										
Ala.	25	28	-	2	4	1	10	13	-	3	2										
Miss.	5	19	U	2	2	U	1	2	U	-	-										
W.S. CENTRAL	86	141	-	20	24	4	115	76	-	4	4										
Ark.	8	25	-	1	-	-	10	7	-	-	-										
La.	27	50	-	3	5	-	3	4	-	-	-										
Okla.	21	21	-	-	1	-	6	8	-	-	-										
Tex.	30	45	-	16	18	4	96	57	-	4	4										
MOUNTAIN	66	87	-	14	9	9	399	353	1	2	15										
Mont.	1	2	U	1	-	U	8	2	U	-	-										
Idaho	6	8	-	-	1	-	42	99	-	-	-										
Wyo.	-	3	U	1	-	U	1	2	U	-	-										
Colo.	24	22	-	1	3	4	220	127	-	1	-										
N. Mex.	7	11	-	1	N	5	73	30	-	-	-										
Ariz.	18	28	-	3	-	-	40	60	1	1	13										
Utah	7	8	-	4	2	-	9	31	-	-	1										
Nev.	3	5	-	3	3	-	6	2	-	-	1										
PACIFIC	255	252	2	73	64	11	442	1,041	-	5	4										
Wash.	31	38	-	3	2	4	178	501	-	-	-										
Oreg.	35	47	N	N	N	7	53	20	-	-	-										
Calif.	179	157	2	60	55	-	197	496	-	5	4										
Alaska	4	6	-	7	1	-	8	3	-	-	-										
Hawaii	6	4	-	3	6	-	6	21	-	-	-										
Guam	-	1	U	-	1	U	-	1	U	-	-										
P.R.	5	12	-	-	-	-	-	12	-	-	-										
V.I.	-	U	U	-	U	U	-	U	U	-	U										
Amer. Samoa	-	U	U	-	U	U	-	U	U	-	U										
C.N.M.I.	-	U	U	-	U	U	-	U	U	-	U										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


