
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending June 9, 2007 (WEEK 23)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2006
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2006
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2007
Syphillis, primary & secondary cummulative for 2006

tab delimited data:
test
UNITED STATES	35	44	254	1,228	1,362	3	8	35	218	210	89	192	310	3,868	3,939						
NEW ENGLAND	-	1	12	26	79	-	0	3	5	2	5	4	13	94	85						
Conn.	-	0	5	-	60	-	0	0	-	-	-	0	10	12	19						
Maine	-	0	2	5	5	-	0	2	1	1	-	0	1	2	6						
Mass.	-	0	0	-	-	-	0	0	-	-	2	2	7	57	46						
N.H.	-	0	0	-	-	-	0	0	-	-	1	0	2	11	5						
R.I.	-	0	4	10	6	-	0	1	2	-	2	0	5	11	7						
Vt.	-	0	2	11	8	-	0	1	2	1	-	0	1	1	2						
MID. ATLANTIC	1	3	9	78	82	-	0	5	18	10	27	23	44	681	512						
N.J.	-	0	0	-	-	-	0	0	-	-	1	3	8	75	79						
N.Y. (Upstate)	1	1	5	27	24	-	0	4	7	4	3	2	14	51	70						
N.Y. City	-	0	0	-	-	-	0	0	-	-	20	15	35	456	245						
Pa.	-	2	6	51	58	-	0	2	11	6	3	5	12	99	118						
E.N. CENTRAL	12	10	40	314	311	1	1	7	37	49	7	15	32	300	388						
Ill.	-	0	3	5	17	-	0	1	1	4	4	6	13	123	213						
Ind.	3	2	31	77	69	1	0	5	8	13	-	1	5	18	36						
Mich.	-	0	1	1	14	-	0	0	-	2	-	2	10	46	36						
Ohio	9	5	38	231	211	-	1	5	28	30	3	4	9	89	85						
Wis.	N	0	0	N	N	-	0	0	-	-	-	1	4	24	18						
W.N. CENTRAL	1	1	124	92	23	-	0	15	6	1	3	5	14	106	118						
Iowa	-	0	0	-	-	-	0	0	-	-	-	0	3	4	8						
Kans.	-	0	10	48	-	-	0	2	2	-	-	0	3	8	11						
Minn.	-	0	123	-	-	-	0	15	-	-	-	1	5	21	26						
Mo.	1	1	5	36	23	-	0	1	-	1	3	3	8	71	70						
Nebr.	-	0	1	2	-	-	0	0	-	-	-	0	2	1	2						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	1						
S. Dak.	-	0	3	6	-	-	0	1	4	-	-	0	3	1	-						
S. ATLANTIC	16	21	59	546	652	1	4	15	117	101	34	41	180	883	849						
Del.	-	0	1	5	-	-	0	1	1	-	1	0	3	6	12						
D.C.	-	0	2	5	17	-	0	0	-	2	5	2	11	70	48						
