
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending February 13, 2010 (WEEK 06)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2010
Legionellosis cummulative for 2009
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2010
Lyme disease cummulative for 2009
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2010
Malaria cummulative for 2009

tab delimited data:
test
UNITED STATES	14	56	163	171	198	42	354	1,984	532	885	15	21	48	98	125						
NEW ENGLAND	-	2	18	4	8	6	66	486	17	142	-	1	4	-	7						
Conn.	-	1	5	3	3	-	0	0	-	-	-	0	3	-	-						
Maine	-	0	3	-	-	6	11	76	12	7	-	0	1	-	-						
Mass.	-	1	9	-	4	-	29	327	-	83	-	0	3	-	6						
N.H.	-	0	2	1	-	-	14	89	-	36	-	0	1	-	-						
R.I.	-	0	4	-	-	-	1	28	-	-	-	0	1	-	-						
Vt.	-	0	1	-	1	-	5	42	5	16	-	0	1	-	1						
MID. ATLANTIC	3	16	69	41	49	21	189	1,097	265	392	2	7	13	32	23						
N.J.	-	2	13	-	6	-	37	378	14	160	-	0	1	-	-						
N.Y. (Upstate)	3	5	29	19	15	17	53	296	65	55	2	1	4	10	6						
N.Y. City	-	3	20	7	2	-	2	25	-	7	-	4	11	16	12						
Pa.	-	6	25	15	26	4	97	637	186	170	-	1	4	6	5						
E.N. CENTRAL	6	10	38	32	44	3	23	223	36	49	-	2	11	2	15						
Ill.	-	1	10	1	1	-	1	11	-	1	-	1	5	-	5						
Ind.	-	1	4	1	5	1	1	7	4	-	-	0	4	-	4						
Mich.	-	2	11	6	9	-	1	10	2	-	-	0	3	1	2						
Ohio	6	4	17	22	24	-	1	5	2	2	-	0	6	1	4						
Wis.	-	1	5	2	5	2	20	205	28	46	-	0	1	-	-						
W.N. CENTRAL	1	2	10	3	2	-	5	100	-	6	-	1	8	8	5						
Iowa	-	0	2	-	1	-	1	14	-	3	-	0	1	1	2						
Kans.	-	0	1	-	1	-	0	2	-	2	-	0	1	2	1						
Minn.	-	0	9	-	-	-	0	100	-	-	-	0	8	-	1						
Mo.	-	1	5	1	-	-	0	1	-	-	-	0	2	2	1						
Nebr.	1	0	2	2	-	-	0	3	-	-	-	0	2	3	-						
N. Dak.	-	0	1	-	-	-	0	0	-	-	-	0	1	-	-						
S. Dak.	-	0	1	-	-	-	0	0	-	1	-	0	1	-	-						
S. ATLANTIC	1	10	22	37	47	4	62	238	186	275	3	6	16	35	48						
Del.	-	0	5	3	-	2	13	65	55	51	-	0	1	-	1						
D.C.	-	0	2	-	1	-	0	5	-	1	-	0	2	-	2						
Fla.	-	4	10	18	15	2	2	11	9	5	3	2	7	19	12						
Ga.	-	1	4	3	13	-	1	6	1	7	-	1	5	2	5						
Md.	1	3	12	8	7	-	25	127	83	184	-	1	13	8	15						
N.C.	-	0	5	-	11	-	0	14	-	6	-	0	3	-	8						
S.C.	-	0	2	-	-	-	0	3	1	2	-	0	1	-	1						
Va.	-	1	5	4	-	-	10	57	35	19	-	1	5	6	4						
W. Va.	-	0	2	1	-	-	0	33	2	-	-	0	1	-	-						
E.S. CENTRAL	1	2	12	10	13	-	1	4	6	3	-	0	3	3	6						
Ala.	-	0	2	-	2	-	0	1	-	-	-	0	3	1	1						
Ky.	1	1	3	4	4	-	0	1	1	-	-	0	3	2	-						
Miss.	-	0	2	-	-	-	0	0	-	-	-	0	1	-	-						
Tenn.	-	1	9	6	7	-	1	4	5	3	-	0	2	-	5						
W.S. CENTRAL	-	2	7	4	4	-	3	11	-	-	-	1	10	1	3						
Ark.	-	0	1	-	-	-	0	0	-	-	-	0	1	-	-						
La.	-	0	2	-	1	-	0	0	-	-	-	0	1	-	1						
Okla.	-	0	2	-	-	-	0	0	-	-	-	0	1	1	-						
Tex.	-	2	6	4	3	-	3	11	-	-	-	1	9	-	2						
MOUNTAIN	-	3	8	9	15	-	1	4	4	2	1	0	6	2	3						
Ariz.	-	1	4	5	6	-	0	2	1	-	-	0	2	1	-						
Colo.	-	0	4	2	1	-	0	1	1	-	-	0	3	-	1						
Idaho	-	0	2	-	1	-	0	3	1	1	-	0	1	-	-						
Mont.	-	0	1	-	2	-	0	1	-	-	-	0	3	-	-						
Nev.	-	0	1	2	3	-	0	1	-	-	1	0	0	1	-						
N. Mex.	-	0	2	-	-	-	0	1	-	-	-	0	0	-	-						
Utah	-	0	4	-	2	-	0	1	1	1	-	0	1	-	2						
