
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending October 20, 2012 (WEEK 42)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia trachomatis infection current week
Chlamydia trachomatis infection previous 52 weeks median 
Chlamydia trachomatis infection previous 52 weeks maximum 
Chlamydia trachomatis infection cummulative for 2012
Chlamydia trachomatis infection cummulative for 2011
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2012
Coccidioidomycosis cummulative for 2011
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2012
Cryptosporidiosis cummulative for 2011

tab delimited data:
test
UNITED STATES	13,031	26,716	30,645	1069135	1138431	208	386	584	14,273	18,011	68	128	276	5,802	7,947						
NEW ENGLAND	799	963	1,807	37,596	36,774	-	0	1	2	2	3	7	19	330	361						
Conn.	-	247	1,268	9,039	9,026	N	0	0	N	N	-	1	3	31	65						
Maine	-	60	101	2,301	2,485	N	0	0	N	N	1	1	4	60	41						
Mass.	585	447	706	18,951	18,331	-	0	0	-	-	1	3	8	127	150						
N.H.	28	62	85	2,454	2,436	-	0	1	1	1	-	1	4	39	61						
R.I.	156	84	186	3,532	3,308	-	0	1	1	1	-	0	10	12	1						
Vt.	30	28	87	1,319	1,188	N	0	0	N	N	1	1	6	61	43						
MID. ATLANTIC	2,398	3,521	4,469	142,600	145,163	-	0	1	4	4	20	14	40	640	785						
N.J.	189	544	640	22,387	21,527	N	0	0	N	N	-	0	4	23	48						
N.Y. (Upstate)	886	725	2,215	29,861	28,701	N	0	0	N	N	7	4	18	195	189						
N.Y. City	454	1,137	1,458	45,819	52,937	N	0	0	N	N	1	2	8	86	77						
Pa.	869	1,096	1,341	44,533	41,998	-	0	1	4	4	12	7	20	336	471						
E.N. CENTRAL	1,200	4,069	4,785	160,024	178,798	-	1	4	42	41	12	32	102	1,433	2,330						
Ill.	34	1,114	1,496	42,991	52,765	N	0	0	N	N	-	2	7	96	185						
Ind.	209	561	838	23,101	23,058	N	0	0	N	N	-	2	8	112	242						
Mich.	454	941	1,210	34,243	40,476	-	1	3	25	25	2	7	40	279	285						
Ohio	262	1,019	1,180	41,011	42,615	-	0	2	17	16	6	12	49	486	951						
Wis.	241	467	608	18,678	19,884	-	0	0	-	-	4	8	40	460	667						
W.N. CENTRAL	304	1,565	1,808	62,327	63,703	-	2	8	109	108	-	17	41	758	1,415						
Iowa	22	217	387	8,948	8,841	N	0	0	N	N	-	5	21	275	332						
Kans.	30	212	308	8,937	8,506	N	0	0	N	N	-	1	3	39	41						
Minn.	-	315	388	12,159	13,601	-	2	7	95	87	-	0	10	-	265						
Mo.	246	548	683	22,834	22,737	-	0	2	13	15	-	4	12	192	451						
Nebr.	-	132	203	4,437	5,262	-	0	1	1	6	-	2	10	127	163						
N. Dak.	6	51	72	2,138	1,975	N	0	0	N	N	-	0	5	32	27						
S. Dak.	-	70	105	2,874	2,781	N	0	0	N	N	-	2	5	93	136						
S. ATLANTIC	4,127	5,587	7,543	226,045	232,178	-	0	1	4	4	18	19	56	905	995						
Del.	66	80	182	3,046	3,477	-	0	0	-	-	-	0	4	14	6						
D.C.	92	137	224	5,512	5,386	-	0	0	-	-	N	0	0	N	N						
Fla.	832	1,530	1,765	63,849	62,184	N	0	0	N	N	13	8	24	381	369						
Ga.	467	1,026	1,285	40,693	43,925	N	0	0	N	N	-	4	11	194	272						
Md.	-	448	1,085	18,893	20,868	-	0	1	4	4	1	1	7	74	60						
N.C.	1,062	949	1,678	38,480	43,362	N	0	0	N	N	-	0	46	86	35						
S.C.	650	527	1,278	23,028	22,895	N	0	0	N	N	-	1	4	41	113						
Va.	849	699	1,780	28,705	26,654	N	0	0	N	N	4	2	6	113	113						
W. Va.	109	88	149	3,839	3,427	N	0	0	N	N	-	0	4	2	27						
E.S. CENTRAL	960	1,906	2,820	78,421	80,595	-	0	0	-	-	2	6	14	232	403						
Ala.	-	559	796	18,722	23,982	N	0	0	N	N	-	2	6	86	117						
Ky.	315	339	787	14,354	12,983	N	0	0	N	N	1	1	4	49	167						
Miss.	344	411	1,168	19,139	18,362	N	0	0	N	N	-	1	4	36	41						
Tenn.	301	638	828	26,206	25,268	N	0	0	N	N	1	1	5	61	78						
W.S. CENTRAL	853	3,210	4,240	130,552	152,353	-	0	1	3	2	3	10	28	373	546						
Ark.	369	327	412	13,788	13,231	N	0	0	N	N	-	1	5	35	28						
La.	484	443	1,233	16,413	23,925	-	0	1	3	2	-	2	6	88	76						
Okla.	-	84	1,015	3,235	11,575	N	0	0	N	N	1	2	6	78	72						
Tex.	-	2,404	2,935	97,116	103,622	N	0	0	N	N	2	5	24	172	370						
MOUNTAIN	876	1,797	2,430	72,719	72,420	191	288	478	11,105	13,376	2	11	39	604	566						
Ariz.	226	595	872	24,801	23,543	190	283	476	10,950	13,183	-	1	3	30	40						
Colo.	390	422	705	17,705	17,425	N	0	0	N	N	-	1	7	50	135						
Idaho	3	85	174	3,329	3,672	N	0	0	N	N	2	3	23	222	97						
Mont.	-	73	107	3,012	2,729	-	0	1	2	4	-	1	5	56	63						
Nev.	167	213	285	8,049	8,748	1	2	7	95	81	-	0	2	9	14						
N. Mex.	55	214	463	8,930	8,838	-	0	7	20	58	-	2	7	83	119						
Utah	29	142	177	5,572	5,709	-	1	4	34	47	-	1	16	125	54						
Wyo.	6	34	59	1,321	1,756	-	0	2	4	3	-	0	9	29	44						
PACIFIC	1,514	3,964	4,568	158,851	176,447	17	83	174	3,004	4,474	8	11	25	527	546						
Alaska	-	106	150	4,316	4,799	N	0	0	N	N	-	0	1	4	11						
Calif.	925	3,022	3,546	122,122	136,850	17	83	174	3,001	4,463	6	6	15	277	289						
Hawaii	-	112	147	3,130	4,856	N	0	0	N	N	-	0	1	5	-						
Oreg.	279	265	368	11,247	11,125	-	0	1	3	11	1	4	11	182	177						
Wash.	310	455	612	18,036	18,817	-	0	10	-	-	1	1	8	59	69						
Amer. Samoa	-	0	59	59	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	21	22	-	865	-	0	0	-	-	-	0	0	-	-						
P.R.	75	107	289	4,690	4,484	N	0	0	N	N	N	0	0	N	N						
V.I.	-	14	26	326	679	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting year 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


