
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending January 26, 2002 (WEEK 04)*

column labels in same order that data fields appears in each record below:
Reporting Area
Haemophilus influenzae, Invasive, Age < 5 years, non-Serotype B cummulative for 2002
Haemophilus influenzae, Invasive, Age < 5 years, non-Serotype B cummulative for 2001
Haemophilus influenzae, Invasive, Age < 5 years, Unknown Serotype cummulative for 2002
Haemophilus influenzae, Invasive, Age < 5 years, Unknown Serotype cummulative for 2001
Hepatitis (Viral), Type A cummulative for 2002
Hepatitis (Viral), Type A cummulative for 2001
Hepatitis (Viral), Type B cummulative for 2002
Hepatitis (Viral), Type B cummulative for 2001
Hepatitis (Viral), Type C; Non-A, Non-B cummulative for 2002
Hepatitis (Viral), Type C; Non-A, Non-B cummulative for 2001

tab delimited data:
test
UNITED STATES	7	23	-	2	358	809	139	352	39	378											
NEW ENGLAND	-	2	-	-	13	36	3	7	-	5											
Maine	-	-	-	-	1	-	-	1	-	-											
N.H.	-	-	-	-	1	1	1	1	-	-											
Vt.	-	-	-	-	-	-	1	1	-	2											
Mass.	-	2	-	-	1	18	-	-	-	3											
R.I.	-	-	-	-	-	-	1	-	-	-											
Conn.	-	-	-	-	10	17	-	4	-	-											
MID. ATLANTIC	1	1	-	-	29	86	12	90	2	154											
Upstate N.Y.	1	-	-	-	5	9	2	-	1	-											
N.Y. City	-	1	-	-	5	32	4	43	-	-											
N.J.	-	-	-	-	-	36	-	40	-	153											
Pa.	-	-	-	-	19	9	6	7	1	1											
E.N. CENTRAL	-	6	-	-	32	166	28	38	4	21											
Ohio	-	1	-	-	16	19	6	13	1	-											
Ind.	-	-	-	-	1	-	-	-	-	-											
Ill.	-	4	-	-	4	100	-	-	-	8											
Mich.	-	-	-	-	11	41	22	25	3	13											
Wis.	-	1	-	-	-	6	-	-	-	-											
W.N. CENTRAL	-	-	-	1	25	45	4	21	19	79											
Minn.	-	-	-	-	-	-	2	-	-	-											
Iowa	-	-	-	-	7	1	1	2	-	-											
Mo.	-	-	-	1	2	13	-	14	19	77											
N. Dak.	-	-	-	-	-	-	-	-	-	-											
S. Dak.	-	-	-	-	1	-	-	1	-	-											
Nebr.	-	-	-	-	-	13	-	3	-	1											
Kans.	-	-	-	-	15	18	1	1	-	1											
S. ATLANTIC	1	2	-	-	139	84	46	51	2	2											
Del.	-	-	-	-	-	1	-	2	1	-											
Md.	-	-	-	-	37	22	9	5	-	-											
D.C.	-	-	-	-	8	1	1	2	-	-											
Va.	-	-	-	-	1	9	1	6	-	-											
W. Va.	-	-	-	-	-	-	1	-	-	-											
N.C.	-	-	-	-	23	5	11	9	1	1											
S.C.	-	-	-	-	2	4	2	-	-	-											
Ga.	-	2	-	-	32	28	12	20	-	-											
Fla.	1	-	-	-	36	14	9	7	-	1											
E.S. CENTRAL	1	-	-	-	7	15	2	21	2	20											
Ky.	-	-	-	-	-	1	-	6	-	-											
Tenn.	-	-	-	-	-	4	-	2	-	2											
Ala.	1	-	-	-	4	10	2	4	1	-											
Miss.	-	-	-	-	3	-	-	9	1	18											
W.S. CENTRAL	1	1	-	-	7	191	10	23	-	92											
Ark.	-	-	-	-	4	6	9	5	-	1											
La.	-	-	-	-	-	9	-	14	-	28											
Okla.	1	1	-	-	2	8	-	4	-	-											
Tex.	-	-	-	-	1	168	1	-	-	63											
MOUNTAIN	2	3	-	1	23	59	12	23	4	2											
Mont.	-	-	-	-	2	2	-	-	-	-											
Idaho	-	-	-	-	-	4	-	1	-	-											
Wyo.	-	-	-	-	-	1	-	-	-	2											
Colo.	-	-	-	-	7	12	7	10	4	-											
N. Mex.	1	2	-	1	3	2	1	6	-	-											
Ariz.	1	1	-	-	8	28	1	3	-	-											
Utah	-	-	-	-	3	1	3	-	-	-											
Nev.	-	-	-	-	-	9	-	3	-	-											
PACIFIC	1	8	-	-	83	127	22	78	6	3											
Wash.	-	-	-	-	1	1	-	-	-	-											
Oreg.	1	-	-	-	11	1	10	2	2	1											
Calif.	-	7	-	-	71	116	12	73	4	2											
Alaska	-	-	-	-	-	8	-	1	-	-											
Hawaii	-	1	-	-	-	1	-	2	-	-											
Guam	-	-	-	-	-	-	-	-	-	-											
P.R.	-	-	-	-	-	-	-	2	-	-											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	4	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


