
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending February 9, 2008 (WEEK 06)*

column labels in same order that data fields appears in each record below:
Reporting Area
Giardiasis current week
Giardiasis previous 52 weeks median 
Giardiasis previous 52 weeks maximum 
Giardiasis cummulative for 2008
Giardiasis cummulative for 2007
Gonorrhea current week
Gonorrhea previous 52 weeks median 
Gonorrhea previous 52 weeks maximum 
Gonorrhea cummulative for 2008
Gonorrhea cummulative for 2007
Haemophilus influenzae, invasive, All ages, all serotypes† current week
Haemophilus influenzae, invasive, All ages, all serotypes† previous 52 weeks median 
Haemophilus influenzae, invasive, All ages, all serotypes† previous 52 weeks maximum 
Haemophilus influenzae, invasive, All ages, all serotypes† cummulative for 2008
Haemophilus influenzae, invasive, All ages, all serotypes† cummulative for 2007

tab delimited data:
test
UNITED STATES	188	296	814	1,091	1,605	3,000	6,808	7,916	25,816	38,378	44	41	95	278	330						
NEW ENGLAND	6	23	54	69	117	51	107	220	468	561	1	3	8	8	35						
Conn.	-	6	18	28	35	41	42	192	102	103	-	0	7	-	15						
Maine	3	3	10	12	13	1	2	8	6	12	-	0	4	2	-						
Mass.	-	8	29	-	55	-	52	127	305	353	-	1	6	-	16						
N.H.	-	0	3	5	1	1	2	6	8	14	-	0	2	1	4						
R.I.	-	0	15	9	-	8	7	14	47	69	-	0	2	2	-						
Vt.	3	3	8	15	13	-	1	5	-	10	1	0	1	3	-						
MID. ATLANTIC	51	59	110	210	293	430	679	1,013	2,634	4,603	12	9	26	56	72						
N.J.	-	7	15	11	42	-	119	159	458	723	-	1	3	5	12						
N.Y. (Upstate)	26	23	93	77	73	153	129	508	538	512	2	3	19	15	14						
N.Y. City	2	16	29	38	107	159	183	376	548	1,378	1	2	6	9	17						
Pa.	23	14	29	84	71	118	251	586	1,090	1,990	9	3	10	27	29						
E.N. CENTRAL	31	47	89	167	257	309	1,291	2,580	4,206	8,517	2	6	14	34	44						
Ill.	-	14	33	19	66	-	369	728	543	2,088	-	2	6	3	12						
Ind.	N	0	0	N	N	136	162	307	973	1,074	-	1	7	4	3						
Mich.	1	11	20	29	81	95	283	482	1,492	1,739	-	0	3	3	6						
Ohio	22	15	37	96	70	18	345	1,559	749	2,719	2	2	6	24	19						
Wis.	8	6	21	23	40	60	122	210	449	897	-	0	1	-	4						
W.N. CENTRAL	7	22	384	93	98	109	370	445	905	2,402	11	3	22	32	15						
Iowa	2	4	23	27	26	-	34	56	96	252	-	0	1	1	-						
Kans.	-	3	11	13	10	102	39	85	169	293	-	0	1	1	4						
Minn.	-	0	379	1	-	-	67	117	161	436	9	0	20	9	-						
Mo.	3	8	23	28	43	-	188	255	378	1,254	2	1	5	14	9						
Nebr.	2	3	8	17	11	-	25	57	76	125	-	0	3	6	2						
N. Dak.	-	0	3	4	1	-	2	4	2	12	-	0	1	1	-						
S. Dak.	-	1	6	3	7	7	5	11	23	30	-	0	0	-	-						
S. ATLANTIC	60	53	94	255	271	835	1,560	2,339	6,926	7,180	14	11	30	89	75						
Del.	-	1	6	5	3	20	25	43	137	191	-	0	3	1	1						
D.C.	-	0	6	-	10	-	46	71	170	266	-	0	1	-	1						
Fla.	19	23	47	111	116	423	490	623	2,575	1,100	3	3	10	23	19						
Ga.	35	12	32	90	60	7	240	643	15	1,419	2	2	8	27	18						
