
TABLE II. (Part 10)  Provisional cases of selected notifiable diseases, United States, week ending August 11, 2012 (WEEK 32)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease †, all ages current week
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2012
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2011
Streptococcus pneumoniae, invasive disease †, age <5 years current week
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2012
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2011
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2012
Syphillis, primary & secondary cummulative for 2011

tab delimited data:
test
UNITED STATES	46	274	803	8,248	11,093	3	21	58	557	761	56	267	323	7,782	8,395						
NEW ENGLAND	-	12	27	396	547	-	1	4	28	31	-	8	23	260	231						
Conn.	-	6	13	200	241	-	0	2	8	6	-	0	13	21	30						
Maine	-	2	7	71	87	-	0	1	2	3	-	0	6	13	10						
Mass.	-	1	4	24	21	-	0	3	13	10	-	5	13	176	147						
N.H.	-	1	6	47	74	-	0	1	4	5	-	0	2	15	13						
R.I.	-	0	5	20	72	-	0	1	1	2	-	0	6	32	26						
Vt.	-	1	4	34	52	-	0	1	-	5	-	0	2	3	5						
MID. ATLANTIC	3	43	157	1,284	1,695	-	2	11	60	84	12	31	47	863	1,042						
N.J.	-	9	26	249	463	-	0	2	11	31	-	4	8	98	146						
N.Y. (Upstate)	3	17	108	602	746	-	1	10	34	31	8	4	12	127	107						
N.Y. City	-	13	24	433	486	-	0	3	15	22	-	15	22	356	570						
Pa.	N	0	0	N	N	N	0	0	N	N	4	9	17	282	219						
E.N. CENTRAL	12	61	101	1,765	2,167	1	3	10	112	122	3	29	62	780	1,161						
Ill.	N	0	0	N	N	-	0	0	-	-	1	11	54	298	522						
Ind.	-	13	33	359	522	-	1	2	16	24	-	3	10	120	115						
Mich.	3	12	25	339	473	-	0	3	23	26	-	4	13	110	196						
Ohio	9	23	46	781	848	1	1	6	54	58	2	7	15	214	284						
Wis.	-	9	27	286	324	-	0	2	19	14	-	1	3	38	44						
W.N. CENTRAL	2	12	58	308	419	-	1	3	22	35	-	3	11	67	209						
Iowa	N	0	0	N	N	N	0	0	N	N	-	0	3	28	12						
Kans.	N	0	0	N	N	N	0	0	N	N	-	0	4	8	13						
Minn.	-	8	26	193	325	-	0	3	13	29	-	1	6	26	97						
Mo.	N	0	0	N	N	-	0	0	-	-	-	0	8	-	81						
Nebr.	2	2	8	100	76	-	0	2	8	6	-	0	2	3	6						
N. Dak.	-	0	38	15	18	-	0	2	1	-	-	0	1	2	-						
S. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
S. ATLANTIC	15	58	193	1,896	2,748	-	4	21	132	198	23	65	98	1,955	2,059						
Del.	-	1	5	23	35	-	0	0	-	-	-	0	6	24	13						
D.C.	1	1	5	39	35	-	0	1	1	5	5	3	9	114	117						
Fla.	10	20	48	642	933	-	1	8	49	86	2	26	36	789	749						
Ga.	-	17	48	460	780	-	1	6	36	45	10	11	59	341	369						
Md.	3	7	22	221	416	-	1	5	20	30	-	7	15	210	278						
