
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending March 20, 2010 (WEEK 11)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A current week
Hepatitis (Viral Acute), Type A previous 52 weeks median 
Hepatitis (Viral Acute), Type A previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A cummulative for 2010
Hepatitis (Viral Acute), Type A cummulative for 2009
Hepatitis (Viral Acute), Type B current week
Hepatitis (Viral Acute), Type B previous 52 weeks median 
Hepatitis (Viral Acute), Type B previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B cummulative for 2010
Hepatitis (Viral Acute), Type B cummulative for 2009
Hepatitis (Viral Acute), Type C current week
Hepatitis (Viral Acute), Type C previous 52 weeks median 
Hepatitis (Viral Acute), Type C previous 52 weeks maximum 
Hepatitis (Viral Acute), Type C cummulative for 2010
Hepatitis (Viral Acute), Type C cummulative for 2009

tab delimited data:
test
UNITED STATES	25	36	58	256	401	24	58	101	465	794	10	17	40	116	170						
NEW ENGLAND	-	2	5	12	23	-	1	4	6	10	-	1	5	2	10						
Conn.	-	0	2	7	6	-	0	3	3	3	-	1	4	2	7						
Maine	-	0	1	1	1	-	0	2	3	2	-	0	1	-	-						
Mass.	-	1	4	-	13	-	0	2	-	4	-	0	1	-	2						
N.H.	-	0	1	-	1	-	0	1	-	1	-	0	0	-	-						
R.I.	-	0	4	4	2	-	0	0	-	-	-	0	0	-	-						
Vt.	-	0	1	-	-	-	0	0	-	-	-	0	0	-	1						
MID. ATLANTIC	2	4	10	32	56	3	5	16	39	85	-	2	7	12	17						
N.J.	-	0	5	2	16	-	1	6	4	22	-	0	1	-	1						
N.Y. (Upstate)	1	1	3	9	7	-	1	6	7	15	-	1	4	10	5						
N.Y. City	1	2	5	13	17	1	1	5	15	18	-	0	0	-	-						
Pa.	-	1	6	8	16	2	1	6	13	30	-	0	4	2	11						
E.N. CENTRAL	4	4	19	29	68	2	7	15	63	120	1	4	12	26	35						
Ill.	-	2	13	1	23	-	1	7	11	23	-	0	1	-	3						
Ind.	-	0	4	2	6	-	1	5	8	19	-	0	4	4	1						
Mich.	2	1	4	11	18	2	2	6	22	31	1	3	10	21	19						
Ohio	2	0	4	10	14	-	1	4	22	37	-	0	3	1	11						
Wis.	-	0	2	5	7	-	0	4	-	10	-	0	2	-	1						
W.N. CENTRAL	1	2	7	8	17	1	3	10	29	41	1	0	7	5	6						
Iowa	-	0	3	4	-	-	0	3	4	9	-	0	4	-	1						
Kans.	-	0	2	2	1	-	0	2	1	1	-	0	0	-	1						
Minn.	-	0	4	-	5	-	0	9	-	5	-	0	6	-	-						
Mo.	1	0	3	2	6	1	1	5	17	19	1	0	2	4	3						
Nebr.	-	0	3	-	5	-	0	2	7	6	-	0	1	-	1						
N. Dak.	-	0	1	-	-	-	0	0	-	-	-	0	1	-	-						
S. Dak.	-	0	1	-	-	-	0	1	-	1	-	0	1	1	-						
S. ATLANTIC	5	8	14	61	88	7	15	32	139	249	4	3	12	24	38						
Del.	-	0	1	2	-	U	0	0	U	U	U	0	0	U	U						
D.C.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Fla.	2	3	9	27	47	1	5	13	58	72	1	1	4	11	4						
Ga.	-	1	4	8	12	-	3	7	35	43	-	0	2	1	9						
Md.	-	0	3	2	10	2	1	6	15	32	-	1	3	5	8						
N.C.	1	0	7	3	9	-	0	12	2	76	3	0	10	3	6						
S.C.	-	1	4	11	6	1	1	4	9	4	-	0	1	-	-						
Va.	2	1	3	7	4	3	1	13	14	13	-	0	2	3	4						
W. Va.	-	0	2	1	-	-	0	19	6	9	-	0	2	1	7						
E.S. CENTRAL	2	1	3	9	9	3	7	13	65	85	2	2	5	20	27						
Ala.	-	0	2	2	1	-	1	5	17	25	-	0	2	1	3						
Ky.	1	0	2	4	1	2	2	6	24	18	1	1	5	17	13						
Miss.	-	0	1	-	4	-	1	2	3	5	-	0	0	-	-						
Tenn.	1	0	2	3	3	1	3	6	21	37	1	0	3	2	11						
W.S. CENTRAL	5	3	18	32	37	2	9	22	48	105	-	1	6	8	11						
Ark.	-	0	2	-	4	-	1	4	1	10	-	0	1	-	1						
La.	-	0	1	1	2	-	0	4	10	12	-	0	1	-	2						
Okla.	-	0	3	1	1	-	2	8	8	19	-	0	4	2	1						
Tex.	5	3	18	30	30	2	6	16	29	64	-	0	4	6	7						
MOUNTAIN	2	2	9	31	27	1	2	5	17	37	-	1	4	5	13						
Ariz.	2	1	5	20	12	-	0	3	5	17	-	0	0	-	-						
Colo.	-	1	5	6	7	-	0	2	1	7	-	0	3	-	8						
Idaho	-	0	1	2	-	-	0	2	1	1	-	0	2	3	-						
Mont.	-	0	1	-	2	-	0	1	-	-	-	0	0	-	-						
Nev.	-	0	2	2	-	1	0	3	8	5	-	0	1	-	-						
N. Mex.	-	0	1	1	3	-	0	1	1	4	-	0	1	-	5						
Utah	-	0	2	-	3	-	0	1	1	3	-	0	2	2	-						
Wyo.	-	0	1	-	-	-	0	2	-	-	-	0	0	-	-						
PACIFIC	4	5	16	42	76	5	6	25	59	62	2	1	6	14	13						
Alaska	-	0	1	-	2	-	0	1	1	-	-	0	2	-	-						
Calif.	4	4	15	38	63	5	4	17	49	52	1	1	4	5	8						
Hawaii	-	0	2	-	2	-	0	1	-	1	-	0	0	-	-						
Oreg.	-	0	2	2	5	-	1	4	5	5	-	0	3	5	2						
Wash.	-	1	4	2	4	-	0	8	4	4	1	0	6	4	3						
Amer. Samoa	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
