
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending December 17, 2005 (WEEK 50)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal Disease, Invasive, Group A cummulative for 2005
Streptococcal Disease, Invasive, Group A cummulative for 2004
Streptococcus pneumoniae, Invasive, Drug Resistant, all ages cummulative for 2005
Streptococcus pneumoniae, Invasive, Drug Resistant, all ages cummulative for 2004
Streptococcus pneumoniae, Invasive, Age < 5 Years cummulative for 2005
Streptococcus pneumoniae, Invasive, Age < 5 Years cummulative for 2004
Syphilis (Primary and Secondary) cummulative for 2005
Syphilis (Primary and Secondary) cummulative for 2004
Syphilis (Congenital) cummulative for 2005
Syphilis (Congenital) cummulative for 2004

tab delimited data:
test
UNITED STATES	4,085	4,163	2,079	2,171	885	797	7,722	7,497	269	371											
NEW ENGLAND	166	273	113	169	66	110	208	180	1	4											
Maine	12	14	N	N	1	7	1	2	-	-											
N.H.	15	21	-	-	5	N	14	5	-	3											
Vt.	10	10	13	10	6	3	1	-	-	-											
Mass.	120	119	84	54	53	62	127	111	-	-											
R.I.	9	21	16	20	1	8	20	25	-	1											
Conn.	U	88	U	85	U	30	45	37	1	-											
MID. ATLANTIC	824	691	185	153	139	124	956	946	35	34											
Upstate N.Y.	247	222	73	62	62	83	83	93	9	4											
N.Y. City	152	118	U	U	20	U	583	591	5	15											
N.J.	160	139	N	N	27	12	127	144	21	14											
Pa.	265	212	112	91	30	29	163	118	-	1											
E.N. CENTRAL	820	924	580	482	273	191	822	864	34	59											
Ohio	183	213	346	330	79	80	205	232	1	2											
Ind.	99	94	179	152	50	45	57	57	1	3											
Ill.	169	244	17	-	64	15	440	371	13	23											
Mich.	304	284	38	N	56	N	84	175	15	30											
Wis.	65	89	N	N	24	51	36	29	4	1											
W.N. CENTRAL	261	293	43	22	96	107	231	148	5	5											
Minn.	105	137	-	-	60	71	61	26	1	1											
Iowa	N	N	N	N	-	N	4	5	-	-											
Mo.	65	61	35	17	10	14	140	88	4	2											
N. Dak.	12	14	3	-	4	4	1	-	-	-											
S. Dak.	22	21	3	5	-	-	1	-	-	-											
Nebr.	21	20	2	-	7	9	5	6	-	-											
Kans.	36	40	N	N	15	9	19	23	-	2											
S. ATLANTIC	900	830	821	1,071	82	61	1,987	1,907	42	59											
Del.	6	3	2	4	-	N	10	9	-	1											
Md.	192	147	-	-	56	44	302	366	14	9											
D.C.	11	10	17	11	3	4	92	65	-	1											
Va.	91	68	N	N	-	N	130	94	4	3											
W. Va.	24	26	112	109	23	13	4	3	-	-											
N.C.	124	124	N	N	U	U	254	188	11	12											
S.C.	30	52	-	83	-	N	81	114	4	12											
Ga.	175	190	142	306	-	N	405	365	1	5											
Fla.	247	210	548	558	-	N	709	703	8	16											
E.S. CENTRAL	164	209	170	159	14	17	459	390	27	23											
Ky.	32	60	31	31	N	N	52	47	-	1											
Tenn.	132	149	139	126	-	N	210	128	20	8											
Ala.	-	-	-	-	-	N	153	161	6	11											
Miss.	-	-	-	2	14	17	44	54	1	3											
W.S. CENTRAL	255	330	105	83	156	147	1,204	1,197	71	75											
Ark.	22	17	15	10	18	8	50	47	1	4											
La.	7	3	90	73	24	31	235	315	12	9											
Okla.	109	67	N	N	35	45	40	25	1	2											
Tex.	117	243	N	N	79	63	879	810	57	60											
MOUNTAIN	580	483	62	31	50	37	370	376	28	48											
Mont.	-	-	1	-	-	-	5	4	-	-											
Idaho	3	9	N	N	-	N	20	23	1	2											
Wyo.	5	10	23	11	-	-	-	3	-	-											
Colo.	200	112	N	N	49	37	44	62	1	2											
N. Mex.	43	90	-	N	-	-	47	79	2	2											
Ariz.	246	217	N	N	-	N	167	155	23	41											
Utah	82	40	36	18	1	-	6	11	-	1											
Nev.	1	5	2	2	-	-	81	39	1	-											
PACIFIC	115	130	-	1	9	3	1,485	1,489	26	64											
Wash.	N	N	N	N	N	N	149	137	-	-											
Oreg.	N	N	N	N	6	N	38	27	-	-											
Calif.	-	-	N	N	N	N	1,280	1,312	26	64											
Alaska	-	-	-	-	-	N	6	6	-	-											
Hawaii	115	130	-	1	3	3	12	7	-	-											
Guam	-	-	-	-	-	-	-	2	-	-											
P.R.	N	N	N	N	-	N	207	159	9	5											
V.I.	-	-	-	-	-	-	-	4	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2005 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


