
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending June 12, 1999 (WEEK 23)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1999
AIDS § cummulative for 1998
Chlamydia† cummulative for 1999
Chlamydia† cummulative for 1998
Cryptosporidiosis cummulative for 1999
Cryptosporidiosis cummulative for 1998
Escherichia coli O157:H7 NETSS cummulative for 1999
Escherichia coli O157:H7 NETSS cummulative for 1998
Escherichia coli O157:H7 PHLIS cummulative for 1999
Escherichia coli O157:H7 PHLIS cummulative for 1998

tab delimited data:
test
UNITED STATES	18,649	19,858	245,876	252,988	592	879	584	569	296	453											
NEW ENGLAND	953	620	8,708	9,070	27	66	88	82	71	76											
Maine	22	13	193	399	8	14	5	6	-	-											
N.H.	24	13	420	429	5	3	11	11	7	16											
Vt.	6	10	222	168	6	8	8	1	1	2											
Mass.	627	264	4,006	3,705	8	37	39	45	36	42											
R.I.	60	60	1,042	1,109	-	4	4	3	6	1											
Conn.	214	260	2,825	3,260	-	-	21	16	21	15											
MID. ATLANTIC	4,463	5,687	31,043	26,575	90	294	35	51	7	19											
Upstate N.Y.	531	714	N	N	49	171	29	36	-	-											
N.Y. City	2,110	3,149	16,503	11,912	22	91	-	6	2	6											
N.J.	967	986	4,263	5,137	9	9	6	9	5	11											
Pa.	855	838	10,277	9,526	10	23	N	N	-	2											
E.N. CENTRAL	1,289	1,510	36,418	43,550	48	96	101	108	47	95											
Ohio	209	287	9,635	11,853	16	37	39	21	8	17											
Ind.	169	292	4,515	4,706	8	20	15	26	10	21											
Ill.	594	598	12,400	11,361	7	26	27	40	12	22											
Mich.	252	251	9,868	9,739	17	13	20	21	11	17											
Wis.	65	82	U	5,891	-	-	N	N	6	18											
W.N. CENTRAL	389	345	13,601	15,112	39	79	103	63	38	52											
Minn.	69	55	2,836	3,090	14	28	30	23	21	22											
Iowa	44	20	1,213	1,881	8	16	14	13	4	8											
Mo.	154	175	5,099	5,277	6	7	13	10	9	18											
N. Dak.	4	4	325	443	4	7	3	1	-	1											
S. Dak.	11	9	733	721	2	9	3	1	4	1											
Nebr.	34	34	1,234	1,303	4	11	32	7	-	-											
Kans.	73	48	2,161	2,397	1	1	8	8	-	2											
S. ATLANTIC	5,239	4,979	56,362	48,107	138	75	74	32	37	46											
Del.	72	57	1,242	1,126	-	-	2	-	-	1											
Md.	560	572	4,511	3,663	6	7	5	11	-	6											
D.C.	208	412	N	N	4	3	-	-	-	-											
Va.	266	368	6,526	4,401	6	1	21	-	14	22											
W. Va.	26	44	922	1,065	-	1	4	1	1	2											
N.C.	356	333	9,961	10,076	3	N	15	9	10	8											
S.C.	485	313	8,251	8,307	-	-	8	1	3	-											
Ga.	826	610	12,211	10,583	75	21	6	4	-	-											
Fla.	2,440	2,270	12,738	8,886	44	42	13	6	9	7											
E.S. CENTRAL	844	784	16,890	17,330	8	15	47	43	19	22											
Ky.	128	101	2,918	2,715	2	5	13	11	-	-											
Tenn.	339	268	6,253	5,589	4	6	21	20	12	14											
Ala.	214	232	3,811	4,412	1	N	10	9	6	7											
Miss.	163	183	3,908	4,614	1	4	3	3	1	1											
W.S. CENTRAL	2,091	2,463	32,451	37,974	31	14	19	23	11	7											
Ark.	70	81	2,534	1,520	-	3	5	1	3	2											
La.	410	412	7,425	5,719	21	5	3	-	3	1											
Okla.	54	134	3,388	4,483	1	3	6	3	5	4											
Tex.	1,557	1,836	19,104	26,252	9	3	5	19	-	-											
MOUNTAIN	723	706	14,339	14,113	33	60	45	62	24	45											
Mont.	4	13	654	556	4	3	3	3	-	-											
Idaho	11	14	527	846	2	14	1	6	2	1											
Wyo.	3	1	333	292	-	-	3	1	4	2											
Colo.	144	126	3,405	3,676	4	2	17	14	9	11											
N. Mex.	37	111	1,731	1,684	14	25	2	9	1	6											
Ariz.	355	283	5,546	4,737	7	10	9	10	4	9											
Utah	70	57	821	976	-	-	8	13	2	10											
Nev.	99	101	1,322	1,346	2	6	2	6	2	6											
PACIFIC	2,658	2,764	36,064	41,157	178	180	72	105	42	91											
Wash.	153	196	5,302	4,720	-	-	23	22	16	30											
Oreg.	63	87	2,583	2,221	73	17	18	26	12	24											
Calif.	2,394	2,428	26,334	32,331	105	162	31	56	13	34											
Alaska	6	12	847	867	-	-	-	1	-	-											
Hawaii	42	41	998	1,018	-	1	-	-	1	3											
Guam	1	-	-	163	-	-	N	N	-	-											
P.R.	625	830	U	U	-	-	6	4	U	U											
V.I.	13	17	N	N	-	-	N	N	U	U											
Amer. Samoa	-	-	U	U	-	-	N	N	U	U											
C.N.M.I.	-	-	N	N	-	-	N	N	U	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1998 and 1999 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


