
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending July 20, 2002 (WEEK 29)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 2002
AIDS § cummulative for 2001
Chlamydia† cummulative for 2002
Chlamydia† cummulative for 2001
Cryptosporidiosis cummulative for 2002
Cryptosporidiosis cummulative for 2001
Escherichia coli O157:H7 cummulative for 2002
Escherichia coli O157:H7 cummulative for 2001
Escherichia coli Shiga toxin positive, serogroup non-0157 cummulative for 2002
Escherichia coli Shiga toxin positive, serogroup non-0157 cummulative for 2001

tab delimited data:
test
UNITED STATES	20,967	21,772	403,973	417,508	1,091	1,140	1,092	1,129	43	49											
NEW ENGLAND	802	811	14,446	11,922	65	52	99	119	12	21											
Maine	19	22	815	663	2	4	10	14	-	-											
N.H.	19	16	884	733	14	2	8	12	-	3											
Vt.	8	10	414	333	15	14	3	6	-	-											
Mass.	377	478	5,959	4,616	16	25	45	64	4	6											
R.I.	62	51	1,537	1,553	13	3	5	6	-	-											
Conn.	317	234	4,837	4,024	5	4	28	17	8	12											
MID. ATLANTIC	4,702	5,677	40,525	44,933	127	159	81	91	-	-											
Upstate N.Y.	359	784	9,023	7,274	40	47	68	56	-	-											
N.Y. City	2,554	2,996	15,057	16,590	58	65	4	8	-	-											
N.J.	812	1,000	3,772	7,193	7	8	9	27	-	-											
Pa.	977	897	12,673	13,876	22	39	N	N	-	-											
E.N. CENTRAL	2,241	1,469	69,100	76,973	280	388	273	256	1	3											
Ohio	433	232	18,711	19,804	73	63	60	65	1	2											
Ind.	306	163	8,996	8,486	25	33	26	38	-	-											
Ill.	1,029	670	17,162	23,180	41	41	79	62	-	-											
Mich.	364	320	17,797	16,584	54	77	44	30	-	1											
Wis.	109	84	6,434	8,919	87	174	64	61	-	-											
W.N. CENTRAL	330	459	22,751	21,518	126	105	180	138	5	2											
Minn.	72	81	5,252	4,326	50	32	64	49	3	-											
Iowa	47	47	2,724	2,688	13	29	47	26	-	-											
Mo.	138	211	7,640	7,603	17	22	25	24	N	N											
N. Dak.	1	1	522	565	6	4	3	1	-	-											
S. Dak.	2	18	1,196	967	5	5	17	9	1	1											
Nebr.	31	47	1,857	1,911	26	13	16	17	1	1											
Kans.	39	54	3,560	3,458	9	-	8	12	-	-											
S. ATLANTIC	6,499	6,603	78,388	79,656	168	178	105	95	15	13											
Del.	114	115	1,465	1,606	1	1	4	1	-	-											
Md.	961	899	8,114	8,453	9	27	5	6	-	-											
D.C.	321	460	1,694	1,853	3	9	-	-	-	-											
Va.	488	541	9,422	9,635	4	10	24	26	1	2											
W. Va.	50	47	1,291	1,302	2	1	2	3	-	-											
N.C.	456	378	13,349	11,289	23	18	17	26	-	-											
S.C.	455	403	7,103	8,827	2	2	1	2	-	-											
Ga.	1,087	751	14,653	16,858	80	73	37	17	9	7											
Fla.	2,567	3,009	21,297	19,833	44	37	15	14	5	4											
E.S. CENTRAL	919	1,030	27,182	27,523	73	25	51	55	-	-											
Ky.	150	201	4,755	4,872	3	3	16	23	-	-											
Tenn.	404	306	8,722	8,100	38	5	21	20	-	-											
Ala.	173	259	8,157	7,755	28	9	9	8	-	-											
Miss.	192	264	5,548	6,796	4	8	5	4	-	-											
W.S. CENTRAL	2,181	2,314	58,182	59,398	15	36	13	116	-	-											
Ark.	149	123	3,462	4,250	5	3	3	4	-	-											
La.	508	458	10,261	9,842	4	7	-	3	-	-											
Okla.	119	128	5,478	6,002	6	6	10	13	-	-											
Tex.	1,405	1,605	38,981	39,304	-	20	-	96	-	-											
MOUNTAIN	678	756	25,290	24,713	77	61	110	117	6	6											
Mont.	6	12	1,145	1,165	4	5	9	6	-	-											
Idaho	15	16	1,383	943	18	7	7	15	2	2											
Wyo.	4	1	478	453	6	1	2	5	1	-											
Colo.	133	183	7,684	6,967	21	19	39	50	1	3											
N. Mex.	51	59	3,234	3,327	9	11	4	7	1	1											
Ariz.	284	279	8,113	8,167	10	4	14	15	1	-											
Utah	35	62	1,193	972	6	11	24	13	-	-											
Nev.	150	144	2,060	2,719	3	3	11	6	-	-											
PACIFIC	2,615	2,653	68,109	70,872	160	136	180	142	4	4											
Wash.	264	284	7,792	7,338	24	U	20	32	-	-											
Oreg.	196	110	3,726	4,002	23	17	50	24	4	4											
Calif.	2,090	2,207	52,335	55,862	112	116	83	75	-	-											
Alaska	12	14	1,917	1,507	-	-	4	2	-	-											
Hawaii	53	38	2,339	2,163	1	3	23	9	-	-											
Guam	2	8	-	231	-	-	N	N	-	-											
P.R.	601	579	1,590	1,520	-	-	-	-	-	-											
V.I.	60	2	30	103	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	2	U	117	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


