
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending July 5, 2008 (WEEK 27)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2008
Chlamydia† cummulative for 2007
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2008
Coccidioidomycosis cummulative for 2007
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2008
Cryptosporidiosis cummulative for 2007

tab delimited data:
test
UNITED STATES	9,129	21,437	28,892	532,530	556,072	67	126	341	3,337	4,025	40	83	975	1,757	1,660						
NEW ENGLAND	536	682	1,516	17,860	17,735	-	0	1	1	2	1	5	17	113	133						
Conn.	232	206	1,093	5,007	5,178	N	0	0	N	N	-	0	15	15	42						
Maine	39	48	67	1,292	1,330	N	0	0	N	N	-	1	5	12	14						
Mass.	244	313	660	8,875	8,112	N	0	0	N	N	-	2	11	31	40						
N.H.	1	39	73	1,018	1,019	-	0	1	1	2	-	1	4	27	18						
R.I.	-	58	98	1,445	1,567	-	0	0	-	-	-	0	3	4	5						
Vt.	20	17	36	223	529	N	0	0	N	N	1	1	4	24	14						
MID. ATLANTIC	1,878	2,774	4,974	74,927	72,772	-	0	0	-	-	11	12	120	239	200						
N.J.	170	406	524	9,949	11,086	N	0	0	N	N	-	0	8	10	11						
N.Y. (Upstate)	406	561	2,177	13,947	13,191	N	0	0	N	N	5	5	20	77	59						
N.Y. City	1,012	987	3,147	29,958	26,006	N	0	0	N	N	-	2	8	38	35						
Pa.	290	800	1,031	21,073	22,489	N	0	0	N	N	6	6	103	114	95						
E.N. CENTRAL	670	3,474	4,373	83,796	92,682	-	1	3	21	16	2	22	134	418	374						
Ill.	-	1,000	1,711	20,649	26,540	N	0	0	N	N	-	2	13	36	45						
Ind.	268	384	656	10,580	10,986	N	0	0	N	N	-	2	41	69	26						
Mich.	402	754	1,223	23,012	19,857	-	0	2	14	12	2	4	11	85	74						
Ohio	-	868	1,530	20,596	25,218	-	0	1	7	4	-	6	60	113	89						
Wis.	-	378	615	8,959	10,081	N	0	0	N	N	-	6	60	115	140						
W.N. CENTRAL	475	1,228	1,693	32,420	31,977	-	0	77	-	6	8	18	125	309	247						
Iowa	-	163	251	4,249	4,412	N	0	0	N	N	1	4	61	66	53						
Kans.	159	163	529	4,716	4,129	N	0	0	N	N	-	1	15	20	32						
Minn.	-	263	373	6,338	6,850	-	0	77	-	-	-	5	34	81	47						
Mo.	208	468	576	12,360	11,784	-	0	1	-	6	5	3	14	73	45						
Nebr.	19	93	247	2,426	2,648	N	0	0	N	N	2	2	24	45	17						
N. Dak.	45	33	65	900	889	N	0	0	N	N	-	0	51	2	1						
S. Dak.	44	53	81	1,431	1,265	N	0	0	N	N	-	1	16	22	52						
S. ATLANTIC	2,547	3,966	7,609	97,749	107,760	-	0	1	2	2	12	19	65	354	374						
Del.	58	65	150	1,913	1,744	-	0	0	-	-	-	0	4	7	3						
D.C.	-	117	202	3,041	3,048	-	0	1	-	-	-	0	2	3	1						
Fla.	966	1,304	1,557	35,110	26,701	N	0	0	N	N	5	8	35	160	165						
Ga.	4	636	1,338	4,699	21,280	N	0	0	N	N	-	4	14	105	83						
Md.	348	469	683	11,602	10,522	-	0	1	2	2	-	0	3	11	13						
N.C.	163	215	4,783	10,305	15,571	N	0	0	N	N	4	0	18	15	43						
S.C.	614	463	3,070	14,000	14,244	N	0	0	N	N	3	1	15	22	29						
Va.	391	508	1,062	15,558	13,023	N	0	0	N	N	-	1	6	24	33						
W. Va.	3	59	96	1,521	1,627	N	0	0	N	N	-	0	5	7	4						
E.S. CENTRAL	1,039	1,538	2,394	40,947	42,530	-	0	0	-	-	2	4	64	54	73						
Ala.	27	479	605	11,495	12,951	N	0	0	N	N	-	1	14	18	24						
Ky.	232	223	361	5,738	4,015	N	0	0	N	N	2	1	40	12	22						
Miss.	369	343	1,048	9,777	11,180	N	0	0	N	N	-	1	11	6	13						
Tenn.	411	515	715	13,937	14,384	N	0	0	N	N	-	1	18	18	14						
W.S. CENTRAL	310	2,715	4,426	71,435	60,832	-	0	1	1	1	1	6	37	71	93						
Ark.	190	236	455	7,246	4,558	N	0	0	N	N	1	1	8	14	13						
La.	-	376	851	7,909	9,595	-	0	1	1	1	-	0	4	4	27						
Okla.	120	235	416	5,968	6,403	N	0	0	N	N	-	1	11	20	15						
Tex.	-	1,809	3,923	50,312	40,276	N	0	0	N	N	-	3	28	33	38						
MOUNTAIN	438	1,385	1,836	30,167	38,010	48	90	170	2,325	2,492	3	10	567	164	125						
Ariz.	50	475	679	10,701	12,498	48	88	168	2,275	2,412	-	1	4	21	21						
Colo.	37	299	488	5,135	9,062	N	0	0	N	N	1	2	26	38	35						
Idaho	111	55	233	1,685	1,929	N	0	0	N	N	-	2	71	29	7						
Mont.	13	49	363	1,496	1,451	N	0	0	N	N	-	1	7	21	11						
Nev.	144	184	416	4,970	4,877	-	1	7	32	35	-	0	6	6	5						
N. Mex.	-	138	561	3,252	4,832	-	0	3	13	16	-	2	9	25	35						
Utah	83	115	209	2,917	2,722	-	0	7	4	29	2	1	484	16	3						
Wyo.	-	11	34	11	639	-	0	1	1	-	-	0	8	8	8						
PACIFIC	1,236	3,363	4,676	83,229	91,774	19	29	217	987	1,506	-	2	20	35	41						
Alaska	54	94	129	2,357	2,512	N	0	0	N	N	-	0	2	1	1						
Calif.	974	2,806	4,115	72,739	71,373	19	29	217	987	1,506	-	0	0	-	-						
Hawaii	1	110	152	2,812	2,949	N	0	0	N	N	-	0	4	1	-						
Oreg.	207	181	402	5,208	4,930	N	0	0	N	N	-	2	16	33	40						
Wash.	-	139	498	113	10,010	N	0	0	N	N	-	0	0	-	-						
Amer. Samoa	-	0	22	70	73	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	11	26	102	448	-	0	0	-	-	-	0	0	-	-						
P.R.	116	116	612	3,665	3,997	N	0	0	N	N	N	0	0	N	N						
V.I.	-	7	21	292	103	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2007 and 2008 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


