
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending February 24, 2007 (WEEK 08)*

column labels in same order that data fields appears in each record below:
Reporting Area
Salmonellosis current week
Salmonellosis previous 52 weeks median 
Salmonellosis previous 52 weeks maximum 
Salmonellosis cummulative for 2007
Salmonellosis cummulative for 2006
Shiga toxin-producing E. coli(STEC)† current week
Shiga toxin-producing E. coli(STEC)† previous 52 weeks median 
Shiga toxin-producing E. coli(STEC)† previous 52 weeks maximum 
Shiga toxin-producing E. coli(STEC)† cummulative for 2007
Shiga toxin-producing E. coli(STEC)† cummulative for 2006
Shigellosis current week
Shigellosis previous 52 weeks median 
Shigellosis previous 52 weeks maximum 
Shigellosis cummulative for 2007
Shigellosis cummulative for 2006

tab delimited data:
test
UNITED STATES	302	823	1,368	3,521	4,333	16	68	173	181	270	108	258	485	1,244	1,504						
NEW ENGLAND	-	19	82	73	631	1	2	16	3	85	-	2	14	8	99						
Conn.	-	0	38	38	479	-	0	0	-	72	-	0	5	5	64						
Maine	-	2	13	14	9	1	0	8	1	1	-	0	2	2	-						
Mass.	-	11	53	-	124	-	0	9	-	8	-	2	11	-	29						
N.H.	-	3	25	9	13	-	0	3	2	2	-	0	2	1	3						
R.I.	-	1	10	8	4	-	0	2	-	1	-	0	3	-	3						
Vt.	-	1	6	4	2	-	0	4	-	1	-	0	2	-	-						
MID. ATLANTIC	28	90	190	470	451	1	8	63	23	16	2	16	44	49	130						
N.J.	-	14	49	39	83	-	1	4	1	3	-	3	35	1	47						
N.Y. (Upstate)	18	26	84	135	61	1	3	14	11	4	2	4	41	11	36						
N.Y. City	1	24	50	116	140	-	0	4	1	2	-	5	14	30	36						
Pa.	9	30	67	180	167	-	2	49	10	7	-	1	6	7	11						
E.N. CENTRAL	34	103	196	297	549	-	10	58	31	36	4	22	64	50	146						
Ill.	-	25	59	15	160	-	1	7	-	5	-	8	46	6	59						
Ind.	11	15	55	40	48	-	1	8	-	5	-	2	17	8	15						
Mich.	2	18	35	58	111	-	1	6	5	8	-	2	8	4	36						
Ohio	21	23	56	144	143	-	3	18	25	8	4	3	14	22	20						
Wis.	-	17	27	40	87	-	2	39	1	10	-	3	10	10	16						
W.N. CENTRAL	21	47	109	246	252	-	12	43	23	32	31	36	77	217	165						
Iowa	-	8	26	37	41	-	1	22	-	5	-	2	13	5	2						
Kans.	4	7	16	39	38	-	0	4	2	-	2	2	11	6	14						
Minn.	-	11	60	39	50	-	3	27	12	14	-	4	24	35	13						
Mo.	13	14	35	85	78	-	2	13	5	11	25	9	69	153	102						
Nebr.	1	4	9	18	25	-	1	11	4	2	1	1	14	3	21						
N. Dak.	3	0	5	5	-	-	0	0	-	-	3	0	18	3	1						
S. Dak.	-	3	7	23	20	-	0	5	-	-	-	6	24	12	12						
S. ATLANTIC	117	221	396	1,283	1,052	4	11	32	54	41	44	63	145	510	341						
Del.	-	2	10	6	11	-	0	3	3	-	-	0	2	1	-						
D.C.	-	1	4	6	11	-	0	1	-	-	-	0	2	2	3						
Fla.	50	95	176	544	462	2	2	9	17	8	29	32	76	299	152						
Ga.	17	34	67	247	135	1	1	7	6	7	12	24	56	186	106						
Md.	12	13	33	90	77	1	2	9	13	6	1	2	10	11	21						
N.C.	22	29	130	204	236	-	2	11	4	15	-	1	21	-	39						
S.C.	7	19	51	82	56	-	0	3	-	1	1	1	9	6	17						
Va.	8	20	57	97	57	-	2	11	11	4	1	2	9	5	3						
W. Va.	1	1	16	7	7	-	0	5	-	-	-	0	2	-	-						
E.S. CENTRAL	18	63	153	212	257	1	4	21	9	20	7	13	84	84	109						
Ala.	1	22	95	61	107	-	0	5	1	2	4	5	75	31	16						
Ky.	2	8	23	50	45	1	1	12	2	6	-	3	15	10	64						
Miss.	-	12	42	5	39	-	0	0	-	-	-	1	13	1	18						
Tenn.	15	17	32	96	66	-	3	9	6	12	3	3	13	42	11						
W.S. CENTRAL	6	83	186	94	242	1	3	36	6	1	4	36	179	77	129						
Ark.	3	15	45	32	70	-	0	7	3	-	-	2	10	9	5						
La.	-	15	42	27	32	-	0	1	-	-	-	2	24	10	2						
Okla.	3	8	40	33	30	-	0	17	1	-	3	2	9	8	14						
Tex.	-	46	105	2	110	1	2	32	2	1	1	29	166	50	108						
MOUNTAIN	19	51	87	261	314	1	8	35	14	28	5	26	87	83	121						
Ariz.	6	18	45	102	122	1	2	13	7	11	3	11	35	47	68						
Colo.	11	12	30	65	70	-	1	8	1	7	2	3	15	11	12						
Idaho	2	3	9	19	23	-	2	8	1	4	-	0	3	1	4						
Mont.	-	2	10	12	13	-	0	0	-	-	-	0	13	2	-						
Nev.	-	2	20	14	19	-	0	4	-	-	-	1	20	8	10						
N. Mex.	-	4	15	19	26	-	1	5	3	2	-	2	15	9	17						
Utah	-	5	15	22	31	-	1	14	2	3	-	1	6	3	9						
Wyo.	-	1	4	8	10	-	0	3	-	1	-	0	19	2	1						
PACIFIC	59	115	273	585	585	7	4	17	18	11	11	32	87	166	264						
Alaska	3	1	4	8	17	N	0	0	N	N	1	0	2	5	1						
Calif.	52	89	212	480	465	5	0	1	9	N	10	29	76	141	194						
Hawaii	-	5	16	31	34	-	0	2	1	1	-	0	3	4	10						
Oreg.	-	8	16	33	55	-	1	9	3	7	-	1	6	8	46						
Wash.	4	10	60	33	14	2	2	14	5	3	-	2	13	8	13						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	N	0	0	N	N	-	0	0	-	-						
P.R.	5	13	65	25	21	-	0	0	-	-	-	0	6	-	2						
V.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes E. coli O157:H7; Shiga toxin positive, serogroup non-O157; and Shiga toxin positive, not serogrouped.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


