
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending February 26, 2000 (WEEK 08)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis NETSS cummulative for 2000
Shigellosis NETSS cummulative for 1999
Shigellosis PHLIS cummulative for 2000
Shigellosis PHLIS cummulative for 1999
Syphilis (Primary and Secondary) cummulative for 2000
Syphilis (Primary and Secondary) cummulative for 1999
Tuberculosis cummulative for 2000
Tuberculosis cummulative for 1999

tab delimited data:
test
UNITED STATES	1,687	1,898	650	1,039	1,039	1,046	838	1,617													
NEW ENGLAND	42	38	34	46	7	11	28	37													
Maine	2	-	-	-	-	-	-	1													
N.H.	1	2	1	5	-	-	1	-													
Vt.	1	1	-	1	-	1	-	-													
Mass.	28	28	24	28	6	6	21	11													
R.I.	4	3	4	6	-	1	2	13													
Conn.	6	4	5	6	1	3	4	12													
MID. ATLANTIC	48	139	37	96	11	37	155	227													
Upstate N.Y.	18	30	3	17	-	3	7	12													
N.Y. City	21	46	33	43	6	16	95	113													
N.J.	-	40	1	36	2	12	47	64													
Pa.	9	23	-	-	3	6	6	38													
E.N. CENTRAL	264	382	85	153	154	139	66	166													
Ohio	18	139	3	11	10	16	17	49													
Ind.	24	14	5	6	65	37	3	12													
Ill.	89	139	-	123	45	72	39	74													
Mich.	129	40	75	1	23	7	3	25													
Wis.	4	50	2	12	11	7	4	6													
W.N. CENTRAL	99	92	60	81	13	50	46	44													
Minn.	23	14	32	18	2	1	22	22													
Iowa	16	1	7	3	5	1	3	-													
Mo.	47	64	16	53	5	44	17	16													
N. Dak.	-	-	-	1	-	-	-	-													
S. Dak.	1	-	-	-	-	-	2	2													
Nebr.	12	7	2	3	1	1	2	1													
Kans.	-	6	3	3	-	3	-	3													
S. ATLANTIC	141	253	18	48	231	398	129	201													
Del.	-	4	-	1	1	1	-	2													
Md.	13	16	4	3	38	81	14	26													
D.C.	-	11	U	U	10	33	-	7													
Va.	10	11	-	4	20	27	-	17													
W. Va.	-	3	-	1	-	1	5	5													
N.C.	12	44	5	10	78	90	18	37													
S.C.	3	18	1	5	11	41	18	56													
Ga.	6	30	3	10	23	72	47	47													
Fla.	97	116	5	14	50	52	27	4													
E.S. CENTRAL	83	245	37	143	126	195	60	101													
Ky.	16	22	U	U	7	21	-	10													
Tenn.	44	184	34	134	88	86	21	33													
Ala.	5	25	1	9	17	54	39	48													
Miss.	18	14	2	-	14	34	-	10													
W.S. CENTRAL	150	282	132	362	425	147	13	287													
Ark.	33	24	-	17	9	13	8	8													
La.	15	22	17	20	351	11	-	U													
Okla.	7	72	1	14	31	42	5	8													
Tex.	95	164	114	311	34	81	-	271													
MOUNTAIN	176	128	46	64	27	30	44	34													
Mont.	-	3	-	-	-	-	-	-													
Idaho	21	2	-	1	-	-	-	-													
Wyo.	-	2	-	1	-	-	-	-													
Colo.	22	26	12	18	3	-	5	U													
N. Mex.	20	12	12	6	3	-	5	7													
Ariz.	70	70	17	26	19	30	15	12													
Utah	5	8	5	10	-	-	4	9													
Nev.	38	5	-	2	2	-	15	6													
PACIFIC	684	339	201	46	45	39	297	520													
Wash.	126	9	162	25	8	1	21	19													
Oreg.	70	8	35	9	1	1	-	14													
Calif.	480	312	-	-	36	36	264	456													
Alaska	2	-	-	-	-	-	1	6													
Hawaii	6	10	4	12	-	1	11	25													
Guam	-	2	U	U	-	-	-	-													
P.R.	-	6	U	U	16	41	-	-													
V.I.	-	U	U	U	-	U	-	U													
Amer. Samoa	-	U	U	U	-	U	-	U													
C.N.M.I.	-	U	U	U	-	U	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


