
TABLE I.  Provisional cases of infrequently reported notifiable diseases (<1,000 cases reported during the preceding year), United States, week ending May 19, 2007 (WEEK 20)*

column labels in same order that data fields appears in each record below:
Disease
Current week
Cummulative for 2007
5-year weekly average†
Total cases reported for year 2006
Total cases reported for year 2005
Total cases reported for year 2004
Total cases reported for year 2003
Total cases reported for year 2002
States reporting cases during current week (No.)

tab delimited data:
test
Anthrax	-	-	-	1	-	-	-	2		
Botulism:										
foodborne	2	2	0	19	19	16	20	28	AK (2 )	
infant	-	27	2	98	85	87	76	69		
other(wound & unspecified)	1	5	0	47	31	30	33	21	CA (1 )	
Brucellosis	3	46	2	117	120	114	104	125	OH (1 ), TX (2 )	
Chancroid	-	10	1	33	17	30	54	67		
Cholera	-	-	0	7	8	5	2	2		
Cyclosporiasis §	-	23	17	136	543	171	75	156		
Diphtheria	-	-	-	-	-	-	1	1		
Domestic arboviral diseases §, ¶ :										
California serogroup	-	-	0	63	80	112	108	164		
eastern equine	-	-	0	7	21	6	14	10		
Powassan	-	-	-	1	1	1	-	1		
St. Louis	-	-	0	9	13	12	41	28		
western equine	-	-	-	-	-	-	-	-		
Ehrlichiosis §:										
human granulocytic	4	21	7	678	786	537	362	511	NY (3 ), MN (1 )	
human monocytic	3	50	4	513	506	338	321	216	NY (1 ), VA (1 ), FL (1 )	
human (other & unspecified)	1	17	2	237	112	59	44	23	AL (1 )	
Haemophilus influenzae**, invasive disease (age &lt;5 yrs):										
serotype B	-	4	1	24	9	19	32	34		
nonserotype B	1	31	2	139	135	135	117	144	MN (1 )	
unknown serotype	-	102	4	214	217	177	227	153		
Hansen disease §	1	19	2	65	87	105	95	96	CA (1 )	
Hantavirus pulmonary syndrome §	-	4	1	37	26	24	26	19		
Hemolytic uremic syndrome, post-diarrheal §	-	37	3	280	221	200	178	216		
Hepatitis C viral, acute	5	239	21	815	652	713	1,102	1,835	OH (2 ), MD (1 ), OK (1 ), WA (1 )	
HIV infection, pediatric (age &lt;13 yrs) ††	-	-	4	52	380	436	504	420		
Influenza-associated pediatric mortality §, §§	3	60	0	41	45	-	N	N	AL (1 ), FL (1 ), NY (1 )	
Listeriosis	3	170	10	853	896	753	696	665	NY (1 ), IN (2 )	
Measles ¶¶	1	12	2	73	66	37	56	44	MN (1 )	
Meningococcal disease, invasive *** :										
A,C,Y, and W-135	1	97	6	271	297	-	-	-	FL (1 )	
serogroup B	-	39	3	171	156	-	-	-		
other serogroup	-	8	0	28	27	-	-	-		
unknown serogroup	10	283	14	663	765	-	-	-	NY (1 ), PA (1 ), ND (1 ), NE (1 ), MD (1 ), FL (1 ), KY (1 ), AL (1 ), CA (2 )	
Mumps	10	370	78	6,583	314	258	231	270	NY (2 ), KS (2 ), FL (1 ), WA (5 )	
Novel influenza A infection virus	-	-	-	N	N	N	N	N		
Plague	-	-	0	17	8	3	1	2		
Poliomyelitis, paralytic	-	-	-	-	1	-	-	-		
Poliovirus infection, nonparalytic §	-	-	-	N	N	N	N	N		
Psittacosis §	-	3	0	19	16	12	12	18		
Q fever §	1	65	3	174	136	70	71	61	MO (1 )	
Rabies, human	-	-	-	3	2	7	2	3		
Rubella †††	-	7	0	12	11	10	7	18		
Rubella, congenital syndrome	-	-	-	1	1	-	1	1		
SARS CoV §, §§§	-	-	0	-	-	-	8	N		
Smallpox §	-	-	-	-	-	-	-	-		
Streptococcal toxic-shock syndrome §	3	31	3	125	129	132	161	118	OH (1 ), WV (2 )	
Syphilis, congenital (age &lt;1 yr)	-	67	7	379	329	353	413	412		
Tetanus	-	3	1	37	27	34	20	25		
Toxic-shock syndrome (staphylococcal) §	2	30	2	95	90	95	133	109	PA (1 ), KY (1 )	
Trichinellosis	-	1	0	13	16	5	6	14		
Tularemia	1	4	2	97	154	134	129	90	KS (1 )	
Typhoid fever	3	94	5	329	324	322	356	321	CT (1 ), NY (1 ), CA (1 )	
Vancomycin-intermediate Staphylococcus aureus §	-	3	-	6	2	-	N	N		
Vancomycin-resistant Staphylococcus aureus §	-	-	0	1	3	1	N	N		
Vibriosis (non-cholera Vibrio species infections) §	4	62	0	N	N	N	N	N	FL (2 ), TN (1 ), CO (1 )	
Yellow fever	-	-	-	-	-	-	-	1		

-: No reported cases
N: Not notifiable
Cum: Cumulative year-to-date counts.

* Incidence data for reporting years 2006 and 2007 are provisional, whereas data for 
2002, 2003, 2004, and 2005 are finalized.

† Calculated by summing the incidence counts for the current week, the 2 weeks preceding the current week, and the 2 weeks 
following the current week, for a total of 5 preceding years.  Additional information is available at 
http://wwwn.cdc.gov/nndss/document/5yearweeklyaverage.pdf.

§ Not notifiable in all states.  Data from states where the condition is not notifiable are excluded from this table, 
except starting in 2007 for the Arboviral diseases and influenza-associated pediatic mortality, and in 2003 for 
SARS-CoV.  Reporting exceptions are available at http://wwwn.cdc.gov/nndss/document/SRCA_FINAL_REPORT_2006-2010.xlsx.

¶ Includes both neuroinvasive and non-neuroinvasive. Updated weekly from reports to the Division of Vector-Borne Infectious 
Diseases, National Center for Zoonotic, Vector-Borne, and Enteric Diseases (ArboNET Surveillance). Data for 
West Nile virus are available in Table II.

** Data for H. influenzae (all ages, all serotypes) are available in Table II.

†† Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV/AIDS, 
Viral Hepatitis, STD, and TB Prevention. Implementation of HIV reporting influences the 
number of cases reported. Updates of pediatric HIV data have been temporarily suspended until upgrading 
of the national HIV/ AIDS surveillance data management system is completed. Data for HIV/AIDS usually are 
available quarterly in Table IV.

§§ Updated weekly from reports to the Influenza Division, National Center for Immunization and Respiratory 
Diseases. Please refer to the MMWR publication for weekly updates to the footnote for this condition.

¶¶ Please refer to the MMWR publication for weekly updates to the footnote for this condition.

*** Data for meningococcal disease (all serogroups) are available in Table II.

††† Please refer to the MMWR publication for weekly updates to the footnote for this condition.

