
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending May 16, 2009 (WEEK 19)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2009
Streptococcal disease, invasive, group A cummulative for 2008
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years current week
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2009
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2008

tab delimited data:
test
UNITED STATES	47	99	237	2,324	2,579	20	35	124	722	830											
NEW ENGLAND	-	5	31	149	161	-	1	12	21	41											
Conn.	-	0	26	43	12	-	0	11	-	-											
Maine	-	0	3	8	12	-	0	1	-	1											
Mass.	-	3	10	60	105	-	1	3	15	32											
N.H.	-	1	4	24	15	-	0	1	4	7											
R.I.	-	0	8	4	8	-	0	2	-	1											
Vt.	-	0	3	10	9	-	0	1	2	-											
MID. ATLANTIC	13	18	38	437	550	2	4	33	109	103											
N.J.	-	1	9	3	97	-	1	4	14	32											
N.Y. (Upstate)	9	6	25	167	170	2	2	17	57	40											
N.Y. City	-	4	12	90	108	-	0	31	38	31											
Pa.	4	6	18	177	175	N	0	2	N	N											
E.N. CENTRAL	7	17	43	467	513	4	6	18	107	149											
Ill.	-	4	11	107	147	-	1	5	14	43											
Ind.	-	3	23	77	62	-	0	13	11	16											
Mich.	3	3	10	80	95	-	1	5	29	41											
Ohio	2	4	13	134	140	4	1	6	41	26											
Wis.	2	1	10	69	69	-	0	3	12	23											
W.N. CENTRAL	3	5	37	184	212	6	2	14	65	54											
Iowa	-	0	0	-	-	-	0	0	-	-											
Kans.	-	0	5	28	24	N	0	1	N	N											
Minn.	1	0	34	66	101	6	0	8	28	24											
Mo.	-	1	8	51	51	-	1	4	27	19											
Nebr.	2	1	3	27	18	-	0	1	3	4											
N. Dak.	-	0	2	2	7	-	0	3	3	2											
S. Dak.	-	0	2	10	11	-	0	2	4	5											
S. ATLANTIC	14	22	46	513	515	2	6	14	143	159											
Del.	-	0	1	7	6	-	0	0	-	-											
D.C.	-	0	2	-	5	N	0	0	N	N											
Fla.	7	5	12	128	118	2	1	6	34	24											
Ga.	6	5	13	123	107	-	2	6	43	47											
Md.	-	3	10	77	95	-	1	3	29	34											
N.C.	-	2	12	53	62	N	0	0	N	N											
S.C.	-	1	5	35	34	-	1	6	26	25											
Va.	1	3	9	70	69	-	0	2	3	25											
W. Va.	-	1	4	20	19	-	0	2	8	4											
E.S. CENTRAL	3	4	10	102	84	-	1	6	28	50											
Ala.	N	0	0	N	N	N	0	0	N	N											
Ky.	-	1	5	18	18	N	0	0	N	N											
Miss.	N	0	0	N	N	-	0	2	-	14											
Tenn.	3	3	8	84	66	-	1	6	28	36											
W.S. CENTRAL	3	10	75	203	207	5	6	46	126	115											
Ark.	-	0	2	9	6	1	0	3	12	7											
La.	-	0	2	6	9	-	0	3	12	5											
Okla.	2	2	16	79	53	1	1	7	26	38											
Tex.	1	6	59	109	139	3	4	34	76	65											
MOUNTAIN	4	10	22	209	287	1	4	16	109	138											
Ariz.	4	3	8	65	93	-	2	10	64	63											
Colo.	-	3	8	76	73	-	1	4	20	30											
Idaho	-	0	2	3	10	1	0	1	3	2											
Mont.	N	0	0	N	N	N	0	0	N	N											
Nev.	-	0	1	3	6	-	0	1	-	2											
N. Mex.	-	2	7	40	72	-	0	3	11	20											
Utah	-	1	6	21	28	-	0	4	11	20											
Wyo.	-	0	1	1	5	-	0	1	-	1											
PACIFIC	-	3	9	60	50	-	1	5	14	21											
Alaska	-	0	4	8	12	-	0	4	9	11											
Calif.	N	0	0	N	N	N	0	0	N	N											
Hawaii	-	3	8	52	38	-	0	2	5	10											
Oreg.	N	0	0	N	N	N	0	0	N	N											
Wash.	N	0	0	N	N	N	0	0	N	N											
Amer. Samoa	-	0	8	-	16	N	0	0	N	N											
C.N.M.I.	-	-	-	-	-	-	-	-	-	-											
Guam	-	0	0	-	-	-	0	0	-	-											
P.R.	N	0	0	N	N	N	0	0	N	N											
V.I.	-	0	0	-	-	N	0	0	N	N											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2008 and 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease, in children aged <5 years, caused by Streptococcus pneumoniae, 
which is susceptible or for which susceptibility testing is not available (NNDSS event code 11717).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


