
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending February 4, 2012 (WEEK 05)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2012
Legionellosis cummulative for 2011
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2012
Lyme disease cummulative for 2011
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2012
Malaria cummulative for 2011

tab delimited data:
test
UNITED STATES	17	68	166	140	178	92	402	1,593	964	790	12	24	48	76	123						
NEW ENGLAND	-	4	40	3	16	1	81	503	36	254	-	1	7	1	9						
Conn.	-	1	11	2	3	-	36	234	3	107	-	0	2	-	1						
Maine	-	0	3	-	-	-	13	67	15	17	-	0	2	-	-						
Mass.	-	3	24	-	10	-	17	106	-	83	-	0	6	-	6						
N.H.	-	0	3	-	1	-	10	90	3	39	-	0	1	-	-						
R.I.	-	0	9	1	1	1	1	31	1	1	-	0	2	-	-						
Vt.	-	0	2	-	1	-	6	70	14	7	-	0	1	1	2						
MID. ATLANTIC	6	15	76	28	44	78	196	760	783	314	3	6	13	11	33						
N.J.	-	0	0	-	-	39	2	144	511	1	-	0	0	-	-						
N.Y. (Upstate)	2	6	27	11	12	21	56	211	50	27	1	1	4	2	3						
N.Y. City	-	3	14	4	17	-	1	14	-	6	1	4	11	7	24						
Pa.	4	5	41	13	15	18	110	535	222	280	1	1	5	2	6						
E.N. CENTRAL	5	13	51	30	33	-	21	263	11	67	-	3	10	5	14						
Ill.	-	2	11	1	4	-	1	21	-	3	-	1	5	-	5						
Ind.	1	2	8	4	6	-	1	12	-	-	-	0	2	1	1						
Mich.	-	2	15	-	7	-	1	12	6	-	-	0	4	1	1						
Ohio	4	7	34	25	16	-	1	6	4	3	-	0	4	2	6						
Wis.	-	0	1	-	-	-	17	221	1	61	-	0	2	1	1						
W.N. CENTRAL	-	1	8	4	3	-	1	16	2	2	1	1	5	4	2						
Iowa	-	0	2	-	-	-	0	13	1	1	-	0	3	1	-						
Kans.	-	0	2	-	-	-	0	2	-	-	-	0	2	-	-						
Minn.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Mo.	-	1	5	4	2	-	0	2	-	1	1	0	2	3	1						
Nebr.	-	0	2	-	-	-	0	2	1	-	-	0	1	-	1						
N. Dak.	-	0	1	-	-	-	0	9	-	-	-	0	0	-	-						
S. Dak.	-	0	1	-	1	-	0	2	-	-	-	0	1	-	-						
