
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending August 4, 2007 (WEEK 31)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2006
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2006
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2007
Syphillis, primary & secondary cummulative for 2006

tab delimited data:
test
UNITED STATES	13	47	256	1,516	1,634	1	9	35	270	250	131	198	310	5,763	5,466						
NEW ENGLAND	-	1	12	34	90	-	0	3	6	2	5	4	13	142	127						
Conn.	-	0	5	-	70	-	0	0	-	-	3	0	10	21	28						
Maine	-	0	2	9	5	-	0	2	1	1	-	0	1	2	7						
Mass.	-	0	0	-	-	-	0	0	-	-	-	2	8	86	76						
N.H.	-	0	0	-	-	-	0	0	-	-	2	0	3	19	7						
R.I.	-	0	4	14	6	-	0	1	3	-	-	0	5	13	7						
Vt.	-	0	2	11	9	-	0	1	2	1	-	0	1	1	2						
MID. ATLANTIC	1	2	9	87	102	-	0	5	22	14	32	27	45	933	680						
N.J.	-	0	0	-	-	-	0	0	-	-	-	3	8	96	100						
N.Y. (Upstate)	1	1	5	29	33	-	0	4	8	7	4	3	14	81	89						
N.Y. City	-	0	0	-	-	-	0	0	-	-	26	16	35	604	328						
Pa.	-	2	6	58	69	-	0	2	14	7	2	5	12	152	163						
E.N. CENTRAL	1	9	40	377	357	-	1	7	48	56	13	15	27	450	536						
Ill.	-	0	4	12	18	-	0	1	2	5	-	7	13	205	273						
Ind.	-	2	31	97	93	-	0	5	12	15	3	1	5	30	48						
Mich.	-	0	1	2	15	-	0	1	1	2	6	2	8	71	68						
Ohio	1	6	38	266	231	-	1	5	33	34	2	3	9	107	113						
Wis.	N	0	0	N	N	-	0	0	-	-	2	1	4	37	34						
W.N. CENTRAL	-	2	124	107	30	-	0	15	7	1	3	6	14	188	165						
Iowa	-	0	0	-	-	-	0	0	-	-	-	0	3	8	11						
Kans.	-	0	10	59	-	-	0	2	3	-	1	0	3	10	12						
Minn.	-	0	123	-	-	-	0	15	-	-	-	1	5	40	31						
Mo.	-	1	5	40	29	-	0	1	-	1	2	3	12	124	106						
Nebr.	-	0	1	2	-	-	0	0	-	-	-	0	2	2	2						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	1						
S. Dak.	-	0	3	6	1	-	0	1	4	-	-	0	3	4	2						
S. ATLANTIC	10	21	59	680	785	1	4	15	138	119	48	45	180	1,328	1,210						
Del.	-	0	1	5	-	-	0	1	2	-	-	0	3	7	15						
D.C.	-	0	2	5	19	-	0	0	-	2	2	2	12	103	67						
Fla.	5	11	29	390	413	1	2	8	78	79	23	15	25	468	439						
Ga.	3	7	17	232	265	-	1	10	50	38	-	7	153	185	189						
Md.	-	0	1	1	-	-	0	0	-	-	9	6	15	181	182						
N.C.	-	0	0	-	-	-	0	0	-	-	7	5	23	201	182						
S.C.	-	0	0	-	-	-	0	0	-	-	3	1	10	59	42						
Va.	N	0	0	N	N	-	0	0	-	-	4	4	17	119	91						
W. Va.	2	1	17	47	88	-	0	1	8	-	-	0	2	5	3						
E.S. CENTRAL	1	3	9	102	137	-	0	3	21	23	18	16	29	484	377						
Ala.	N	0	0	N	N	-	0	0	-	-	11	6	15	188	160						
Ky.	-	0	2	17	26	-	0	1	2	6	-	1	7	39	38						
Miss.	-	0	2	-	17	-	0	0	-	-	-	2	9	58	37						
Tenn.	1	2	8	85	94	-	0	3	19	17	7	6	14	199	142						
W.S. CENTRAL	-	1	10	90	63	-	0	3	14	6	-	31	55	957	869						
Ark.	-	0	1	1	9	-	0	0	-	2	-	1	7	65	40						
La.	-	1	3	45	54	-	0	2	6	4	-	6	29	200	147						
Okla.	-	0	8	44	-	-	0	2	8	-	-	1	5	42	41						
Tex.	-	0	0	-	-	-	0	0	-	-	-	21	37	650	641						
MOUNTAIN	-	1	5	39	70	-	0	3	14	29	4	7	27	190	280						
Ariz.	-	0	0	-	-	-	0	0	-	-	-	3	16	73	107						
Colo.	-	0	0	-	-	-	0	0	-	-	-	1	5	19	47						
Idaho	N	0	0	N	N	-	0	0	-	-	-	0	1	1	2						
Mont.	-	0	0	-	-	-	0	0	-	-	-	0	1	1	1						
Nev.	-	0	3	16	15	-	0	2	5	1	4	2	12	60	76						
N. Mex.	-	0	0	-	-	-	0	0	-	-	-	1	7	31	38						
Utah	-	0	5	13	28	-	0	3	8	20	-	0	2	4	9						
Wyo.	-	0	2	10	27	-	0	1	1	8	-	0	1	1	-						
PACIFIC	-	0	0	-	-	-	0	0	-	-	8	38	57	1,091	1,222						
Alaska	-	0	0	-	-	-	0	0	-	-	-	0	2	5	5						
Calif.	N	0	0	N	N	-	0	0	-	-	3	36	54	997	1,075						
Hawaii	-	0	0	-	-	-	0	0	-	-	-	0	1	5	13						
Oreg.	N	0	0	N	N	-	0	0	-	-	-	0	6	9	10						
Wash.	N	0	0	N	N	-	0	0	-	-	5	2	11	75	119						
Amer. Samoa	U	0	0	U	U	U	0	1	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
Guam	N	0	0	N	N	-	0	0	-	-	-	0	1	3	-						
P.R.	N	0	0	N	N	-	0	0	-	-	8	2	11	85	86						
V.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease caused by drug-resistant Streptococcus pneumoniae (DRSP) 
(NNDSS event code 11720).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


