
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending March 2, 2002 (WEEK 09)*

column labels in same order that data fields appears in each record below:
Reporting Area
Shigellosis cummulative for 2002
Shigellosis cummulative for 2001
Streptococcal Disease, Invasive, Group A cummulative for 2002
Streptococcal Disease, Invasive, Group A cummulative for 2001
Streptococcus pneumoniae, Drug Resistant, Invasive cummulative for 2002
Streptococcus pneumoniae, Drug Resistant, Invasive cummulative for 2001
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2002
Streptococcus pneumoniae, Invasive Disease, Age < 5 Years cummulative for 2001

tab delimited data:
test
UNITED STATES	1,846	2,116	618	703	391	541	11	23													
NEW ENGLAND	36	31	26	24	1	2	1	-													
Maine	2	-	6	5	-	-	-	-													
N.H.	2	-	10	4	-	-	-	-													
Vt.	-	-	1	4	1	2	1	-													
Mass.	28	25	9	11	-	-	-	-													
R.I.	-	-	-	-	-	-	-	-													
Conn.	4	6	-	-	-	-	-	-													
MID. ATLANTIC	59	283	103	134	19	30	1	20													
Upstate N.Y.	15	72	55	41	19	29	1	20													
N.Y. City	28	84	25	53	-	-	-	-													
N.J.	-	72	16	36	-	-	-	-													
Pa.	16	55	7	4	-	1	-	-													
E.N. CENTRAL	261	313	94	172	19	37	4	3													
Ohio	164	74	36	41	-	-	1	-													
Ind.	10	35	4	-	19	37	3	3													
Ill.	44	108	1	58	-	-	-	-													
Mich.	31	61	53	61	-	-	-	-													
Wis.	12	35	-	12	-	-	-	-													
W.N. CENTRAL	168	236	21	48	52	8	4	-													
Minn.	22	105	-	-	24	-	4	-													
Iowa	10	32	-	-	-	-	-	-													
Mo.	24	52	13	23	1	1	-	-													
N. Dak.	-	8	-	2	-	1	-	-													
S. Dak.	94	3	1	2	1	-	-	-													
Nebr.	-	13	-	4	-	3	-	-													
Kans.	18	23	7	17	26	3	-	-													
S. ATLANTIC	816	283	145	119	255	365	1	-													
Del.	2	2	-	1	3	-	-	-													
Md.	83	18	16	9	-	-	-	-													
D.C.	4	8	2	-	2	1	1	-													
Va.	188	14	10	29	-	-	-	-													
W. Va.	2	2	-	2	4	8	-	-													
N.C.	47	65	34	22	-	-	-	-													
S.C.	10	13	7	1	35	55	-	-													
Ga.	341	83	49	30	85	127	-	-													
Fla.	139	78	27	25	126	174	-	-													
E.S. CENTRAL	114	139	21	15	31	61	-	-													
Ky.	23	51	1	5	1	7	-	-													
Tenn.	13	13	20	10	30	53	-	-													
Ala.	40	29	-	-	-	1	-	-													
Miss.	38	46	-	-	-	-	-	-													
W.S. CENTRAL	60	366	12	91	2	27	-	-													
Ark.	21	40	-	-	2	8	-	-													
La.	4	37	-	-	-	19	-	-													
Okla.	34	1	11	9	-	-	-	-													
Tex.	1	288	1	82	-	-	-	-													
MOUNTAIN	73	119	91	75	12	10	-	-													
Mont.	-	-	-	-	-	-	-	-													
Idaho	2	4	1	1	-	-	-	-													
Wyo.	1	-	1	1	6	-	-	-													
Colo.	18	23	61	45	-	-	-	-													
N. Mex.	10	25	28	22	6	10	-	-													
Ariz.	28	59	-	5	-	-	-	-													
Utah	7	2	-	1	-	-	-	-													
Nev.	7	6	-	-	-	-	-	-													
PACIFIC	259	346	105	25	-	1	-	-													
Wash.	5	34	16	-	-	-	-	-													
Oreg.	26	3	-	-	-	-	-	-													
Calif.	217	300	77	15	-	-	-	-													
Alaska	1	1	-	-	-	-	-	-													
Hawaii	10	8	12	10	-	1	-	-													
Guam	-	-	-	-	-	-	-	-													
P.R.	-	4	-	-	-	-	-	-													
V.I.	-	-	-	-	-	-	-	-													
Amer. Samoa	U	U	U	U	-	-	U	U													
C.N.M.I.	-	U	-	U	-	-	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


