
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending January 24, 2009 (WEEK 03)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcal disease, invasive, group A current week
Streptococcal disease, invasive, group A previous 52 weeks median 
Streptococcal disease, invasive, group A previous 52 weeks maximum 
Streptococcal disease, invasive, group A cummulative for 2009
Streptococcal disease, invasive, group A cummulative for 2008
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years current week
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2009
Streptococcus pneumoniae, invasive disease, nondrug resistant †, Age <5 years cummulative for 2008

tab delimited data:
test
UNITED STATES	56	84	181	209	306	20	33	55	57	127											
NEW ENGLAND	-	4	31	1	18	1	1	11	1	8											
Conn.	-	0	26	-	-	-	0	11	-	-											
Maine	-	0	3	-	1	-	0	1	-	-											
Mass.	-	1	8	-	15	-	0	4	-	6											
N.H.	-	0	2	1	2	-	0	1	-	2											
R.I.	-	0	9	-	-	-	0	2	-	-											
Vt.	-	0	3	-	-	1	0	1	1	-											
MID. ATLANTIC	14	17	43	31	73	1	3	15	4	25											
N.J.	-	2	11	-	16	-	1	4	-	5											
N.Y. (Upstate)	8	6	17	12	17	1	2	15	4	8											
N.Y. City	-	4	10	4	17	-	0	5	-	12											
Pa.	6	6	16	15	23	N	0	2	N	N											
E.N. CENTRAL	11	15	42	43	54	1	5	15	10	24											
Ill.	-	5	16	7	16	-	1	5	-	7											
Ind.	3	2	9	3	5	-	0	5	-	-											
Mich.	3	3	10	8	14	-	1	5	2	8											
Ohio	5	5	14	24	16	1	1	4	8	6											
Wis.	-	1	10	1	3	-	0	4	-	3											
W.N. CENTRAL	1	5	39	10	10	2	2	11	5	8											
Iowa	-	0	0	-	-	-	0	0	-	-											
Kans.	-	0	5	1	1	-	0	3	1	1											
Minn.	-	0	35	-	-	2	0	9	2	-											
Mo.	-	2	10	3	8	-	1	2	2	5											
Nebr.	-	1	3	4	-	-	0	1	-	2											
N. Dak.	-	0	3	-	-	-	0	2	-	-											
S. Dak.	1	0	2	2	1	-	0	1	-	-											
S. ATLANTIC	20	21	37	77	74	9	6	16	22	29											
Del.	1	0	2	2	-	-	0	0	-	-											
D.C.	-	0	4	-	2	-	0	1	-	-											
Fla.	6	5	10	19	24	3	1	4	5	4											
Ga.	8	4	14	24	14	5	1	4	8	4											
Md.	2	3	8	11	18	-	1	4	5	11											
N.C.	-	2	10	5	2	N	0	0	N	N											
S.C.	2	1	5	9	5	1	1	6	4	5											
Va.	1	3	9	5	7	-	0	6	-	5											
W. Va.	-	0	3	2	2	-	0	1	-	-											
E.S. CENTRAL	1	3	9	9	8	1	2	6	1	1											
Ala.	N	0	0	N	N	N	0	0	N	N											
Ky.	-	1	3	-	2	N	0	0	N	N											
Miss.	N	0	0	N	N	-	0	3	-	1											
Tenn.	1	3	6	9	6	1	1	5	1	-											
W.S. CENTRAL	4	9	28	19	10	1	5	16	6	7											
Ark.	-	0	2	-	-	-	0	2	1	2											
La.	-	0	2	-	1	1	0	3	4	1											
Okla.	3	2	8	14	3	-	1	3	-	1											
Tex.	1	6	25	5	6	-	3	13	1	3											
MOUNTAIN	4	9	20	12	50	3	4	11	7	24											
Ariz.	1	3	9	8	15	1	2	7	5	15											
Colo.	3	2	8	3	13	2	1	4	2	5											
Idaho	-	0	2	-	1	-	0	1	-	1											
Mont.	N	0	0	N	N	-	0	1	-	-											
Nev.	-	0	1	-	2	N	0	0	N	N											
N. Mex.	-	1	8	1	13	-	0	3	-	1											
Utah	-	1	4	-	6	-	0	4	-	2											
Wyo.	-	0	2	-	-	-	0	1	-	-											
PACIFIC	1	3	8	7	9	1	0	2	1	1											
Alaska	1	1	4	2	1	N	0	0	N	N											
Calif.	-	0	0	-	-	N	0	0	N	N											
Hawaii	-	2	8	5	8	1	0	2	1	1											
Oreg.	N	0	0	N	N	N	0	0	N	N											
Wash.	N	0	0	N	N	N	0	0	N	N											
Amer. Samoa	-	0	12	-	-	N	0	0	N	N											
C.N.M.I.	-	-	-	-	-	-	-	-	-	-											
Guam	-	0	0	-	-	-	0	0	-	-											
P.R.	N	0	0	N	N	N	0	0	N	N											
V.I.	-	0	0	-	-	N	0	0	N	N											

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2008 and 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease, in children aged <5 years, caused by Streptococcus pneumoniae, 
which is susceptible or for which susceptibility testing is not available (NNDSS event code 11717).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


