
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending May 19, 2012 (WEEK 20)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia trachomatis infection current week
Chlamydia trachomatis infection previous 52 weeks median 
Chlamydia trachomatis infection previous 52 weeks maximum 
Chlamydia trachomatis infection cummulative for 2012
Chlamydia trachomatis infection cummulative for 2011
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2012
Coccidioidomycosis cummulative for 2011
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2012
Cryptosporidiosis cummulative for 2011

tab delimited data:
test
UNITED STATES	13,746	26,935	30,623	460,136	534,100	86	409	591	6,297	8,489	72	144	414	1,959	2,287						
NEW ENGLAND	648	890	1,807	15,739	16,732	-	0	1	1	1	2	6	22	86	124						
Conn.	51	228	1,268	2,539	3,405	N	0	0	N	N	-	1	8	12	21						
Maine	65	59	99	1,144	1,193	N	0	0	N	N	1	1	3	15	22						
Mass.	439	444	680	8,591	8,755	N	0	0	N	N	-	2	8	39	52						
N.H.	2	62	86	1,057	1,116	-	0	0	-	1	-	1	5	9	14						
R.I.	73	80	186	1,879	1,682	-	0	1	1	-	1	0	10	3	1						
Vt.	18	26	66	529	581	N	0	0	N	N	-	0	5	8	14						
MID. ATLANTIC	2,409	3,503	4,469	67,692	68,546	-	0	0	-	-	7	15	44	199	263						
N.J.	179	535	634	10,077	10,077	N	0	0	N	N	-	1	4	11	19						
N.Y. (Upstate)	775	724	2,215	13,688	13,336	N	0	0	N	N	4	4	16	40	48						
N.Y. City	578	1,232	1,491	22,683	25,276	N	0	0	N	N	-	2	6	31	27						
Pa.	877	1,084	1,305	21,244	19,857	N	0	0	N	N	3	7	27	117	169						
E.N. CENTRAL	1,154	4,198	4,785	69,324	85,232	-	1	5	19	17	10	34	150	485	521						
Ill.	20	1,217	1,494	15,233	24,853	N	0	0	N	N	-	3	25	38	52						
Ind.	224	537	699	9,708	10,972	N	0	0	N	N	-	4	11	45	100						
Mich.	544	938	1,210	17,853	19,720	-	0	3	11	10	-	7	14	89	87						
Ohio	244	1,030	1,180	18,088	20,179	-	0	2	8	7	10	13	95	195	146						
Wis.	122	467	608	8,442	9,508	N	0	0	N	N	-	8	73	118	136						
W.N. CENTRAL	30	1,460	1,825	11,901	29,905	-	1	7	4	62	10	16	92	210	347						
Iowa	-	205	439	2,083	4,211	N	0	0	N	N	-	5	18	74	123						
Kans.	-	203	277	128	3,917	N	0	0	N	N	-	0	11	4	-						
Minn.	5	328	408	5,304	6,227	-	0	6	-	52	-	4	17	-	72						
Mo.	-	496	683	-	10,799	-	0	2	3	9	9	5	60	69	60						
Nebr.	-	125	218	2,068	2,442	-	0	2	1	1	1	2	12	30	56						
N. Dak.	-	47	78	893	922	N	0	0	N	N	-	0	12	-	-						
S. Dak.	25	65	93	1,425	1,387	N	0	0	N	N	-	2	13	33	36						
S. ATLANTIC	4,862	5,473	7,586	107,651	109,035	1	0	2	2	2	15	23	55	400	417						
Del.	120	81	182	1,466	1,735	-	0	0	-	-	-	0	4	7	2						
D.C.	-	129	224	2,551	2,567	-	0	0	-	-	-	0	1	-	4						
Fla.	933	1,501	1,701	29,162	29,754	N	0	0	N	N	14	8	17	170	150						
Ga.	669	1,066	1,568	19,985	20,364	N	0	0	N	N	-	5	13	80	134						
Md.	385	490	824	7,988	10,196	1	0	2	2	2	1	2	7	38	23						
N.C.	1,378	997	1,688	19,075	18,075	N	0	0	N	N	-	0	46	35	23						
S.C.	486	518	1,278	11,271	11,033	N	0	0	N	N	-	2	6	25	45						
Va.	818	673	1,780	14,331	13,702	N	0	0	N	N	-	3	8	44	27						
W. Va.	73	86	146	1,822	1,609	N	0	0	N	N	-	0	4	1	9						
E.S. CENTRAL	389	1,898	2,820	32,811	37,044	-	0	0	-	-	7	7	26	98	101						
Ala.	-	525	1,284	5,966	10,941	N	0	0	N	N	4	2	7	37	45						
Ky.	217	328	524	6,331	5,941	N	0	0	N	N	1	1	18	12	24						
Miss.	-	429	1,168	8,138	8,226	N	0	0	N	N	2	1	4	17	11						
Tenn.	172	618	827	12,376	11,936	N	0	0	N	N	-	2	6	32	21						
W.S. CENTRAL	2,445	3,454	4,418	62,672	69,825	-	0	1	-	2	4	11	45	122	116						
Ark.	289	323	412	6,597	6,303	N	0	0	N	N	-	0	2	10	5						
La.	364	572	1,120	7,070	9,503	-	0	1	-	2	-	1	10	27	14						
Okla.	102	120	1,035	881	5,168	N	0	0	N	N	-	2	6	22	25						
Tex.	1,690	2,434	3,101	48,124	48,851	N	0	0	N	N	4	6	41	63	72						
MOUNTAIN	803	1,677	2,415	30,118	33,813	66	307	480	5,070	6,596	10	10	29	166	195						
Ariz.	117	559	865	10,086	10,675	65	301	479	5,003	6,501	-	1	4	8	12						
Colo.	399	393	705	6,862	8,411	N	0	0	N	N	-	2	11	21	55						
Idaho	-	85	277	1,356	1,600	N	0	0	N	N	4	2	9	41	32						
Mont.	86	70	100	1,564	1,291	N	0	0	N	N	4	2	6	32	21						
Nev.	170	208	285	3,529	4,158	1	2	6	47	33	-	0	2	6	4						
N. Mex.	-	218	395	4,168	4,178	-	1	7	6	37	-	2	9	39	41						
Utah	31	134	191	2,445	2,714	-	1	5	12	22	-	1	5	9	18						
Wyo.	-	20	67	108	786	-	0	2	2	3	2	0	3	10	12						
PACIFIC	1,006	3,952	5,070	62,228	83,968	19	100	178	1,201	1,809	7	12	23	193	203						
Alaska	56	106	152	2,149	2,377	N	0	0	N	N	-	0	3	1	4						
Calif.	308	3,028	4,094	43,311	65,171	19	100	178	1,201	1,809	2	6	16	107	94						
Hawaii	-	116	147	1,872	2,175	N	0	0	N	N	-	0	1	2	-						
Oreg.	260	270	367	5,625	5,271	N	0	0	N	N	1	3	10	63	80						
Wash.	382	458	764	9,271	8,974	N	0	0	N	N	4	1	8	20	25						
Amer. Samoa	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	-	-	-	189	-	-	-	-	-	-	-	-	-	-						
P.R.	112	104	289	2,540	2,357	N	0	0	N	N	N	0	0	N	N						
V.I.	-	15	24	163	315	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2011 and 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


