
TABLE II. (Part 7)  Provisional cases of selected notifiable diseases, United States, week ending January 8, 2005 (WEEK 01)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis cummulative for 2005
Pertussis cummulative for 2004
Rabies, animal cummulative for 2005
Rabies, animal cummulative for 2004
Rocky Mountain Spotted Fever cummulative for 2005
Rocky Mountain Spotted Fever cummulative for 2004
Salmonellosis cummulative for 2005
Salmonellosis cummulative for 2004
Shigellosis cummulative for 2005
Shigellosis cummulative for 2004

tab delimited data:
test
UNITED STATES	148	123	41	312	3	6	192	474	36	194											
NEW ENGLAND	4	49	11	3	-	-	5	33	-	4											
Maine	-	-	1	-	-	-	-	2	-	-											
N.H.	-	-	-	-	-	-	-	1	-	-											
Vt.	3	-	-	-	-	-	4	1	-	-											
Mass.	1	49	8	3	-	-	1	29	-	4											
R.I.	-	-	-	-	-	-	-	-	-	-											
Conn.	-	-	2	-	-	-	-	-	-	-											
MID. ATLANTIC	21	27	1	11	-	2	12	62	-	18											
Upstate N.Y.	3	3	-	-	-	-	1	3	-	2											
N.Y. City	-	2	1	-	-	1	-	24	-	4											
N.J.	-	8	-	-	-	-	1	18	-	9											
Pa.	18	14	-	11	-	1	10	17	-	3											
E.N. CENTRAL	62	10	-	-	1	-	17	80	2	28											
Ohio	62	5	-	-	1	-	17	15	2	3											
Ind.	-	-	-	-	-	-	-	-	-	-											
Ill.	-	-	-	-	-	-	-	41	-	19											
Mich.	-	3	-	-	-	-	-	14	-	2											
Wis.	-	2	-	-	-	-	-	10	-	4											
W.N. CENTRAL	2	15	-	5	-	-	2	15	-	4											
Minn.	-	-	-	-	-	-	-	-	-	-											
Iowa	-	4	-	1	-	-	-	1	-	-											
Mo.	-	9	-	-	-	-	-	7	-	3											
N. Dak.	-	-	-	-	-	-	-	-	-	-											
S. Dak.	-	-	-	-	-	-	1	-	-	-											
Nebr.	2	-	-	-	-	-	1	2	-	-											
Kans.	-	2	-	4	-	-	-	5	-	1											
S. ATLANTIC	6	2	21	240	2	2	112	125	24	65											
Del.	-	-	-	-	-	-	-	-	-	-											
Md.	3	2	-	7	-	-	10	12	3	3											
D.C.	-	-	-	-	-	-	-	-	-	-											
Va.	-	-	6	4	-	-	-	-	-	-											
W. Va.	-	-	-	1	-	-	-	-	-	-											
N.C.	-	-	11	14	-	-	33	18	-	10											
S.C.	-	-	-	-	-	2	-	-	-	1											
Ga.	-	-	-	7	2	-	26	36	15	20											
Fla.	3	-	4	207	-	-	43	59	6	31											
E.S. CENTRAL	3	2	1	38	-	2	6	23	1	3											
Ky.	-	-	-	1	-	-	-	-	-	-											
Tenn.	-	2	-	36	-	1	1	10	-	-											
Ala.	3	-	1	1	-	-	5	2	1	2											
Miss.	-	-	-	-	-	1	-	11	-	1											
W.S. CENTRAL	1	-	3	13	-	-	2	50	-	50											
Ark.	1	-	3	-	-	-	-	1	-	-											
La.	-	-	-	-	-	-	-	8	-	5											
Okla.	-	-	-	1	-	-	-	1	-	3											
Tex.	-	-	-	12	-	-	2	40	-	42											
MOUNTAIN	49	4	3	2	-	-	24	24	9	9											
Mont.	1	-	-	-	-	-	-	-	-	-											
Idaho	-	-	-	-	-	-	-	-	-	-											
Wyo.	-	-	-	-	-	-	1	-	-	-											
Colo.	47	3	-	-	-	-	7	14	1	4											
N. Mex.	-	1	-	-	-	-	-	3	-	5											
Ariz.	1	-	3	2	-	-	16	-	8	-											
Utah	-	-	-	-	-	-	-	1	-	-											
Nev.	-	-	-	-	-	-	-	6	-	-											
PACIFIC	-	14	1	-	-	-	12	62	-	13											
Wash.	-	-	-	-	-	-	-	-	-	-											
Oreg.	-	14	-	-	-	-	1	13	-	2											
Calif.	-	-	1	-	-	-	7	44	-	9											
Alaska	-	-	-	-	-	-	1	1	-	-											
Hawaii	-	-	-	-	-	-	3	4	-	2											
Guam	-	-	-	-	-	-	-	-	-	-											
P.R.	-	-	-	-	N	N	-	2	-	-											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


