
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending May 19, 2007 (WEEK 20)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2006
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2006
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2007
Syphillis, primary & secondary cummulative for 2006

tab delimited data:
test
UNITED STATES	33	46	253	1,101	1,240	6	7	31	164	158	89	184	315	3,090	3,401						
NEW ENGLAND	-	1	12	24	72	-	0	2	4	2	5	4	13	80	71						
Conn.	-	1	5	-	57	-	0	0	-	-	-	0	10	10	16						
Maine	-	0	2	5	4	-	0	1	1	1	-	0	1	1	4						
Mass.	-	0	0	-	-	-	0	0	-	-	3	2	7	50	38						
N.H.	-	0	0	-	-	-	0	0	-	-	2	0	2	9	5						
R.I.	-	0	4	8	3	-	0	1	1	-	-	0	5	9	6						
Vt.	-	0	2	11	8	-	0	1	2	1	-	0	1	1	2						
MID. ATLANTIC	-	3	8	72	69	-	0	5	17	10	17	24	44	590	430						
N.J.	-	0	0	-	-	-	0	0	-	-	-	3	8	57	68						
N.Y. (Upstate)	-	1	5	25	19	-	0	4	7	4	2	3	14	46	59						
N.Y. City	-	0	0	-	-	-	0	0	-	-	13	15	35	396	209						
Pa.	-	2	6	47	50	-	0	2	10	6	2	5	12	91	94						
E.N. CENTRAL	11	9	40	275	264	3	1	7	34	44	7	15	32	265	341						
Ill.	-	0	2	3	11	-	0	1	1	3	1	6	13	101	189						
Ind.	3	2	31	63	60	1	0	5	6	12	-	2	5	15	28						
Mich.	-	0	3	1	13	-	0	1	-	1	2	2	10	45	32						
Ohio	8	5	38	208	180	2	1	5	27	28	3	4	9	81	76						
Wis.	N	0	0	N	N	-	0	0	-	-	1	1	4	23	16						
W.N. CENTRAL	2	1	124	87	21	-	0	15	7	1	-	5	14	54	100						
Iowa	-	0	0	-	-	-	0	0	-	-	-	0	3	3	7						
Kans.	-	0	10	46	-	-	0	2	2	-	-	0	3	8	9						
Minn.	-	0	123	-	-	-	0	15	-	-	-	1	5	21	22						
Mo.	2	1	6	34	21	-	0	2	3	1	-	3	9	21	59						
Nebr.	-	0	1	2	-	-	0	0	-	-	-	0	2	1	2						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	1	-	1						
S. Dak.	-	0	3	5	-	-	0	1	2	-	-	0	3	-	-						
S. ATLANTIC	16	21	59	486	659	2	3	8	74	58	35	40	185	523	741						
Del.	-	0	1	4	-	-	0	1	1	-	2	0	3	5	10						
D.C.	-	0	2	5	17	-	0	0	-	2	3	2	11	59	45						
Fla.	11	11	29	287	303	1	2	8	66	55	-	12	23	68	279						
Ga.	-	7	21	157	286	-	0	1	-	1	-	5	153	20	82						
Md.	-	0	1	1	-	-	0	0	-	-	5	5	15	116	127						
N.C.	-	0	0	-	-	-	0	0	-	-	14	5	23	138	114						
S.C.	-	0	0	-	-	-	0	0	-	-	8	1	5	40	29						
Va.	N	0	0	N	N	-	0	0	-	-	3	4	17	75	54						
W. Va.	5	1	17	32	53	1	0	1	7	-	-	0	2	2	1						
E.S. CENTRAL	3	2	9	73	93	1	0	3	15	16	9	14	29	293	219						
Ala.	N	0	0	N	N	-	0	0	-	-	5	5	17	101	98						
Ky.	1	0	2	15	23	-	0	1	1	3	1	1	7	30	30						
Miss.	-	0	0	-	-	-	0	0	-	-	-	2	10	47	21						
Tenn.	2	2	8	58	70	1	0	3	14	13	3	6	13	115	70						
W.S. CENTRAL	1	1	7	58	10	-	0	2	5	3	10	29	56	545	544						
Ark.	-	0	3	1	4	-	0	0	-	2	-	1	7	37	34						
La.	-	1	3	22	6	-	0	1	2	1	10	6	30	126	78						
Okla.	1	0	6	35	-	-	0	2	3	-	-	1	5	27	30						
Tex.	-	0	0	-	-	-	0	0	-	-	-	21	31	355	402						
MOUNTAIN	-	1	5	26	52	-	0	5	8	24	-	8	27	102	186						
Ariz.	-	0	0	-	-	-	0	0	-	-	-	2	16	29	75						
Colo.	-	0	0	-	-	-	0	0	-	-	-	1	5	10	32						
Idaho	N	0	0	N	N	-	0	0	-	-	-	0	1	1	2						
Mont.	-	0	0	-	-	-	0	0	-	-	-	0	1	1	1						
Nev.	-	0	3	15	13	-	0	2	5	-	-	2	12	33	47						
N. Mex.	-	0	0	-	-	-	0	0	-	-	-	1	7	24	25						
Utah	-	0	5	8	22	-	0	4	2	16	-	0	2	3	4						
Wyo.	-	0	3	3	17	-	0	1	1	8	-	0	1	1	-						
PACIFIC	-	0	0	-	-	-	0	0	-	-	6	37	57	638	769						
Alaska	-	0	0	-	-	-	0	0	-	-	-	0	2	4	5						
Calif.	N	0	0	N	N	-	0	0	-	-	4	35	54	577	680						
Hawaii	-	0	0	-	-	-	0	0	-	-	-	0	1	2	9						
Oreg.	N	0	0	N	N	-	0	0	-	-	1	0	6	8	5						
Wash.	N	0	0	N	N	-	0	0	-	-	1	2	11	47	70						
Amer. Samoa	U	0	0	U	U	U	0	1	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
Guam	N	-	-	N	N	-	-	-	-	-	-	-	-	-	-						
P.R.	N	0	0	N	N	-	0	0	-	-	5	2	11	52	54						
V.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease caused by drug-resistant Streptococcus pneumoniae (DRSP) 
(NNDSS event code 11720).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


