
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending June 5, 2004 (WEEK 22)*

column labels in same order that data fields appears in each record below:
Reporting Area
Haemophilus influenzae, Invasive, All Ages, All serotypes cummulative for 2004
Haemophilus influenzae, Invasive, All Ages, All serotypes cummulative for 2003
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2004
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2003
Haemophilus influenzae, Invasive, Age < 5 years, non-Serotype B cummulative for 2004
Haemophilus influenzae, Invasive, Age < 5 years, non-Serotype B cummulative for 2003
Haemophilus influenzae, Invasive, Age < 5 years, Unknown Serotype cummulative for 2004
Haemophilus influenzae, Invasive, Age < 5 years, Unknown Serotype cummulative for 2003
Hepatitis (Viral Acute), Type A cummulative for 2004
Hepatitis (Viral Acute), Type A cummulative for 2003

tab delimited data:
test
UNITED STATES	852	819	9	11	45	59	94	102	2,233	2,621											
NEW ENGLAND	80	59	1	1	4	5	3	3	385	113											
Maine	7	2	-	-	-	-	-	1	8	3											
N.H.	12	6	-	-	2	-	-	-	7	7											
Vt.	5	6	-	-	-	-	1	-	5	4											
Mass.	32	31	1	1	-	5	2	1	329	59											
R.I.	2	3	-	-	-	-	-	1	7	10											
Conn.	22	11	-	-	2	-	-	-	29	30											
MID. ATLANTIC	171	142	-	-	3	1	24	21	262	560											
Upstate N.Y.	62	45	-	-	3	1	3	6	36	45											
N.Y. City	35	25	-	-	-	-	7	5	89	210											
N.J.	25	31	-	-	-	-	2	4	52	87											
Pa.	49	41	-	-	-	-	12	6	85	218											
E.N. CENTRAL	125	139	-	1	10	4	18	27	198	249											
Ohio	59	36	-	-	2	-	10	7	23	42											
Ind.	25	21	-	-	4	2	1	-	15	20											
Ill.	19	58	-	-	-	-	5	16	72	79											
Mich.	10	9	-	1	4	2	1	-	70	80											
Wis.	12	15	-	-	-	-	1	4	18	28											
W.N. CENTRAL	50	56	2	-	3	6	4	6	71	74											
Minn.	20	22	1	-	3	6	-	1	10	20											
Iowa	1	-	1	-	-	-	-	-	22	14											
Mo.	15	23	-	-	-	-	2	5	23	21											
N. Dak.	3	1	-	-	-	-	-	-	1	-											
S. Dak.	-	1	-	-	-	-	-	-	2	-											
Nebr.	5	-	-	-	-	-	-	-	7	5											
Kans.	6	9	-	-	-	-	2	-	6	14											
S. ATLANTIC	209	157	-	-	11	7	18	10	423	589											
Del.	8	-	-	-	-	-	2	-	4	4											
Md.	35	38	-	-	2	4	-	-	59	57											
D.C.	-	-	-	-	-	-	-	-	4	17											
Va.	18	16	-	-	-	-	1	4	41	36											
W. Va.	10	7	-	-	-	-	3	-	2	8											
N.C.	25	10	-	-	3	-	-	-	31	26											
S.C.	2	2	-	-	-	-	-	-	17	23											
Ga.	55	32	-	-	-	-	11	4	156	237											
Fla.	56	52	-	-	6	3	1	2	109	181											
E.S. CENTRAL	33	42	-	1	-	2	7	4	74	74											
Ky.	-	3	-	-	-	1	-	-	10	13											
Tenn.	23	23	-	-	-	1	5	3	45	39											
Ala.	10	16	-	1	-	-	2	1	6	11											
Miss.	-	-	-	-	-	-	-	-	13	11											
W.S. CENTRAL	34	43	1	1	3	6	1	3	172	267											
Ark.	1	4	-	-	-	1	-	-	33	13											
La.	7	15	-	-	-	2	1	3	11	23											
Okla.	25	23	-	-	3	3	-	-	16	5											
Tex.	1	1	1	1	-	-	-	-	112	226											
MOUNTAIN	114	95	3	5	11	13	14	12	211	170											
Mont.	-	-	-	-	-	-	-	-	3	2											
Idaho	4	2	-	-	-	-	2	1	10	9											
Wyo.	-	-	-	-	-	-	-	-	2	1											
Colo.	25	16	-	-	-	-	3	4	21	24											
N. Mex.	23	12	-	-	3	3	3	1	5	8											
Ariz.	45	54	-	5	7	6	1	4	138	94											
Utah	9	7	2	-	-	2	3	2	27	12											
Nev.	8	4	1	-	1	2	2	-	5	20											
PACIFIC	36	86	2	2	-	15	5	16	437	525											
Wash.	3	3	2	-	-	2	1	1	26	29											
Oreg.	23	22	-	-	-	-	1	3	30	31											
Calif.	3	37	-	2	-	13	2	7	370	456											
Alaska	2	18	-	-	-	-	1	5	4	5											
Hawaii	5	6	-	-	-	-	-	-	7	4											
Guam	-	-	-	-	-	-	-	-	-	1											
P.R.	-	-	-	-	-	-	-	-	7	35											
V.I.	-	-	-	-	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	-	U	-	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2003 and 2004 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


