
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending July 31, 1999 (WEEK 30)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 1999
H. influenzae, Invasive cummulative for 1998
Hepatitis (Viral), Type A cummulative for 1999
Hepatitis (Viral), Type A cummulative for 1998
Hepatitis (Viral), Type B cummulative for 1999
Hepatitis (Viral), Type B cummulative for 1998
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 1999
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 1999
Measles (Rubeola), Total cummulative for 1999
Measles (Rubeola), Total cummulative for 1998

tab delimited data:
test
UNITED STATES	723	693	8,740	13,012	3,692	5,526	-	32	-	16	48	47									
NEW ENGLAND	54	44	119	169	62	114	-	5	-	4	9	3									
Maine	5	2	5	13	1	2	-	-	-	-	-	-									
N.H.	12	8	8	8	9	10	-	-	-	1	1	-									
Vt.	4	2	3	13	1	4	-	-	-	-	-	1									
Mass.	20	30	38	60	28	44	-	4	-	2	6	2									
R.I.	1	2	11	10	23	35	-	-	-	-	-	-									
Conn.	12	-	54	65	-	19	-	1	-	1	2	-									
MID. ATLANTIC	107	102	560	993	411	751	-	-	-	2	2	13									
Upstate N.Y.	57	31	154	193	119	141	-	-	-	2	2	2									
N.Y. City	18	32	100	344	90	256	-	-	-	-	-	-									
N.J.	31	32	57	202	40	134	-	-	-	-	-	8									
Pa.	1	7	249	254	162	220	-	-	-	-	-	3									
E.N. CENTRAL	105	117	1,705	1,884	358	836	-	1	-	1	2	15									
Ohio	40	37	419	202	53	46	-	-	-	-	-	1									
Ind.	19	27	102	96	28	66	-	1	-	-	1	3									
Ill.	38	44	290	455	-	148	-	-	-	-	-	-									
Mich.	8	4	868	995	276	250	-	-	-	1	1	10									
Wis.	-	5	26	136	1	326	-	-	-	-	-	1									
W.N. CENTRAL	60	62	455	986	275	244	-	-	-	-	-	-									
Minn.	19	48	45	79	30	23	-	-	-	-	-	-									
Iowa	14	1	88	362	106	42	-	-	-	-	-	-									
Mo.	20	8	242	438	106	147	-	-	-	-	-	-									
N. Dak.	-	-	1	3	-	4	-	-	-	-	-	-									
S. Dak.	1	-	8	17	1	1	-	-	-	-	-	-									
Nebr.	3	-	38	18	11	11	-	-	-	-	-	-									
Kans.	3	5	33	69	21	16	-	-	-	-	-	-									
S. ATLANTIC	168	128	1,154	1,020	680	540	-	1	-	3	4	7									
Del.	-	-	2	3	-	-	-	-	-	-	-	1									
Md.	46	42	220	245	103	86	-	-	-	-	-	1									
D.C.	4	-	37	31	14	7	-	-	-	-	-	-									
Va.	12	13	97	137	59	56	-	1	-	2	3	2									
W. Va.	5	5	24	1	15	4	-	-	-	-	-	-									
N.C.	24	19	82	60	137	118	-	-	-	-	-	-									
S.C.	3	3	24	18	39	22	-	-	-	-	-	-									
Ga.	45	26	294	297	83	110	-	-	-	-	-	2									
Fla.	29	20	374	228	230	137	-	-	-	1	1	1									
E.S. CENTRAL	52	42	255	253	282	237	-	-	-	-	-	2									
Ky.	6	7	39	19	26	28	U	-	U	-	-	-									
Tenn.	30	23	130	143	147	166	-	-	-	-	-	1									
Ala.	14	10	39	48	51	43	-	-	-	-	-	1									
Miss.	2	2	47	43	58	-	-	-	-	-	-	-									
W.S. CENTRAL	38	35	1,522	2,307	362	1,233	-	3	-	3	6	-									
Ark.	2	-	32	56	31	58	-	-	-	-	-	-									
La.	7	16	59	44	72	58	-	-	-	-	-	-									
Okla.	26	17	301	334	81	52	-	-	-	-	-	-									
Tex.	3	2	1,130	1,873	178	1,065	-	3	-	3	6	-									
MOUNTAIN	67	84	830	2,016	384	505	-	2	-	-	2	-									
Mont.	1	-	14	66	16	3	-	-	-	-	-	-									
Idaho	1	-	27	159	16	19	-	-	-	-	-	-									
Wyo.	1	1	4	25	9	2	-	-	-	-	-	-									
Colo.	10	17	145	154	54	62	-	-	-	-	-	-									
N. Mex.	17	4	31	96	132	201	-	-	-	-	-	-									
Ariz.	30	42	494	1,252	100	121	-	1	-	-	1	-									
Utah	5	3	32	126	22	43	-	1	-	-	1	-									
Nev.	2	17	83	138	35	54	-	-	-	-	-	-									
PACIFIC	72	79	2,140	3,384	878	1,066	-	20	-	3	23	7									
Wash.	2	6	192	645	39	58	-	-	-	-	-	1									
Oreg.	28	33	149	260	52	109	-	8	-	-	8	-									
Calif.	33	32	1,786	2,431	767	884	-	11	-	3	14	6									
Alaska	5	1	4	14	13	7	-	-	-	-	-	-									
Hawaii	4	7	9	34	7	8	-	1	-	-	1	-									
Guam	-	-	2	-	2	2	U	1	U	-	1	-									
P.R.	1	2	107	35	96	154	-	-	-	-	-	-									
V.I.	U	U	U	U	U	U	U	U	U	U	U	U									
Amer. Samoa	U	U	U	U	U	U	U	U	U	U	U	U									
C.N.M.I.	-	-	-	1	-	43	U	-	U	-	-	-									

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1998 and 1999 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


