
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending August 25, 2007 (WEEK 34)*

column labels in same order that data fields appears in each record below:
Reporting Area
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2007
Varicella (chickenpox) cummulative for 2006
West Nile virus disease † Neuroinvasive current week
West Nile virus disease † Neuroinvasive previous 52 weeks median 
West Nile virus disease † Neuroinvasive previous 52 weeks maximum 
West Nile virus disease † Neuroinvasive cummulative for 2007
West Nile virus disease † Neuroinvasive cummulative for 2006
West Nile virus disease † Non-neuroinvasive § current week
West Nile virus disease † Non-neuroinvasive § previous 52 weeks median 
West Nile virus disease † Non-neuroinvasive § previous 52 weeks maximum 
West Nile virus disease † Non-neuroinvasive § cummulative for 2007
West Nile virus disease † Non-neuroinvasive § cummulative for 2006

tab delimited data:
test
UNITED STATES	148	795	2,813	24,940	31,664	1	1	178	224	1,026	5	2	344	517	1,993						
NEW ENGLAND	3	18	124	483	3,155	-	0	3	2	5	-	0	2	1	3						
Conn.	-	0	76	2	1,112	-	0	3	2	4	-	0	1	1	2						
Maine	-	0	7	-	171	-	0	0	-	-	-	0	0	-	-						
Mass.	-	0	1	-	1,140	-	0	1	-	1	-	0	1	-	1						
N.H.	2	8	17	215	241	-	0	0	-	-	-	0	0	-	-						
R.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
Vt.	1	9	66	266	491	-	0	0	-	-	-	0	0	-	-						
MID. ATLANTIC	40	110	195	3,124	3,349	-	0	11	1	22	-	0	2	-	9						
N.J.	N	0	0	N	N	-	0	0	-	2	-	0	1	-	2						
N.Y. (Upstate)	N	0	0	N	N	-	0	5	-	7	-	0	1	-	3						
N.Y. City	-	0	0	-	-	-	0	4	-	7	-	0	1	-	3						
Pa.	40	110	195	3,124	3,349	-	0	2	1	6	-	0	0	-	1						
E.N. CENTRAL	17	229	568	7,086	10,394	-	0	42	9	120	-	0	31	3	92						
Ill.	-	2	11	105	97	-	0	24	8	69	-	0	13	3	54						
Ind.	-	0	0	-	-	-	0	5	-	13	-	0	12	-	19						
Mich.	-	97	258	2,869	3,088	-	0	10	-	14	-	0	4	-	5						
Ohio	17	107	449	3,327	6,455	-	0	11	1	18	-	0	3	-	6						
