
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending May 9, 2009 (WEEK 18)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2009
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2009
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2008
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2009
Syphillis, primary & secondary cummulative for 2008

tab delimited data:
test
UNITED STATES	35	57	118	1,265	1,481	5	8	19	186	190	95	258	453	3,968	4,222						
NEW ENGLAND	1	1	48	23	27	-	0	5	1	2	-	5	15	112	113						
Conn.	-	0	48	-	-	-	0	5	-	-	-	1	5	25	7						
Maine	-	0	2	4	11	-	0	1	-	-	-	0	2	1	3						
Mass.	-	0	1	1	-	-	0	1	1	-	-	4	11	74	88						
N.H.	-	0	3	5	-	-	0	0	-	-	-	0	2	8	6						
R.I.	-	0	6	5	8	-	0	1	-	1	-	0	5	4	4						
Vt.	1	0	2	8	8	-	0	1	-	1	-	0	2	-	5						
MID. ATLANTIC	4	3	10	71	151	1	0	3	11	12	43	33	51	659	601						
N.J.	-	0	0	-	-	-	0	0	-	-	2	4	13	87	78						
N.Y. (Upstate)	1	1	10	28	28	1	0	2	7	4	-	2	8	33	44						
N.Y. City	-	1	3	2	59	-	0	0	-	-	35	22	36	432	370						
Pa.	3	1	8	41	64	-	0	1	4	8	6	5	11	107	109						
E.N. CENTRAL	7	9	41	232	327	-	1	7	33	46	4	24	44	312	419						
Ill.	N	0	0	N	N	N	0	0	N	N	-	9	19	65	157						
Ind.	-	2	32	42	116	-	0	6	7	15	-	2	10	56	53						
Mich.	-	0	2	12	13	-	0	1	1	2	4	4	18	84	73						
Ohio	7	7	18	178	198	-	1	4	25	29	-	6	28	89	116						
Wis.	-	0	0	-	-	-	0	0	-	-	-	1	4	18	20						
W.N. CENTRAL	-	2	8	51	104	-	0	3	14	7	2	7	14	103	155						
Iowa	-	0	0	-	-	-	0	0	-	-	-	0	2	10	8						
Kans.	-	1	5	16	49	-	0	2	9	3	-	0	3	7	10						
Minn.	-	0	0	-	-	-	0	0	-	-	-	2	6	24	38						
Mo.	-	1	5	31	52	-	0	1	5	1	-	3	10	56	94						
Nebr.	-	0	0	-	-	-	0	0	-	-	2	0	2	6	5						
N. Dak.	-	0	2	4	-	-	0	0	-	-	-	0	0	-	-						
S. Dak.	-	0	2	-	3	-	0	0	-	3	-	0	1	-	-						
S. ATLANTIC	17	24	53	637	603	3	4	14	87	84	29	61	262	951	840						
Del.	-	0	1	8	2	-	0	0	-	-	3	0	4	14	1						
D.C.	N	0	0	N	N	N	0	0	N	N	4	3	9	63	42						
Fla.	14	14	36	395	307	3	3	13	60	47	2	21	38	377	343						
Ga.	3	8	25	176	223	-	1	5	25	30	-	12	227	97	119						
Md.	-	0	1	4	4	-	0	0	-	1	-	7	16	107	110						
N.C.	N	0	0	N	N	N	0	0	N	N	9	6	19	167	96						
S.C.	-	0	0	-	-	-	0	0	-	-	4	1	6	25	30						
Va.	N	0	0	N	N	N	0	0	N	N	7	5	16	100	96						
W. Va.	-	1	13	54	67	-	0	3	2	6	-	0	1	1	3						
E.S. CENTRAL	3	5	25	151	155	-	1	4	20	22	7	22	36	391	353						
Ala.	N	0	0	N	N	N	0	0	N	N	-	8	17	139	154						
Ky.	2	1	5	42	39	-	0	2	6	7	-	1	10	22	29						
Miss.	-	0	2	-	1	-	0	1	-	-	-	3	18	73	42						
Tenn.	1	3	22	109	115	-	0	3	14	15	7	8	19	157	128						
W.S. CENTRAL	1	1	7	44	55	1	0	3	9	10	-	46	80	613	703						
Ark.	1	0	5	25	10	1	0	3	6	3	-	3	35	53	37						
La.	-	1	6	19	45	-	0	1	3	7	-	11	35	129	172						
Okla.	N	0	0	N	N	N	0	0	N	N	-	1	7	23	28						
Tex.	-	0	0	-	-	-	0	0	-	-	-	28	40	408	466						
MOUNTAIN	2	2	7	54	58	-	0	3	10	6	4	9	19	81	192						
Ariz.	-	0	0	-	-	-	0	0	-	-	1	5	13	21	110						
Colo.	-	0	0	-	-	-	0	0	-	-	2	1	5	7	35						
Idaho	N	0	1	N	N	N	0	1	N	N	1	0	2	3	1						
Mont.	-	0	1	-	-	-	0	0	-	-	-	0	7	-	-						
Nev.	2	1	4	26	26	-	0	2	6	1	-	1	7	33	26						
N. Mex.	-	0	0	-	-	-	0	0	-	-	-	1	5	17	8						
Utah	-	1	6	22	32	-	0	3	4	5	-	0	2	-	11						
Wyo.	-	0	2	6	-	-	0	0	-	-	-	0	1	-	1						
PACIFIC	-	0	1	2	1	-	0	1	1	1	6	46	65	746	846						
Alaska	-	0	0	-	-	-	0	0	-	-	-	0	1	-	-						
Calif.	N	0	0	N	N	N	0	0	N	N	6	41	60	681	766						
Hawaii	-	0	1	2	1	-	0	1	1	1	-	0	3	11	10						
Oreg.	N	0	0	N	N	N	0	0	N	N	-	0	3	11	6						
Wash.	N	0	0	N	N	N	0	0	N	N	-	3	9	43	64						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	3	2	11	63	51						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2008 and 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes cases of invasive pneumococcal disease caused by drug-resistant Streptococcus pneumoniae (DRSP) 
(NNDSS event code 11720).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


