
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending February 26, 2005 (WEEK 08)*

column labels in same order that data fields appears in each record below:
Reporting Area
Haemophilus influenzae, Invasive, All Ages, All serotypes cummulative for 2005
Haemophilus influenzae, Invasive, All Ages, All serotypes cummulative for 2004
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2005
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2004
Haemophilus influenzae, Invasive, Age < 5 years, non-Serotype B cummulative for 2005
Haemophilus influenzae, Invasive, Age < 5 years, non-Serotype B cummulative for 2004
Haemophilus influenzae, Invasive, Age < 5 years, Unknown Serotype cummulative for 2005
Haemophilus influenzae, Invasive, Age < 5 years, Unknown Serotype cummulative for 2004

tab delimited data:
test
UNITED STATES	307	367	-	3	13	19	21	42													
NEW ENGLAND	15	41	-	1	1	3	2	-													
Maine	1	3	-	-	-	-	-	-													
N.H.	-	9	-	-	-	1	-	-													
Vt.	4	3	-	-	-	-	2	-													
Mass.	7	19	-	1	-	1	-	-													
R.I.	-	1	-	-	-	-	-	-													
Conn.	3	6	-	-	1	1	-	-													
MID. ATLANTIC	65	73	-	-	-	1	6	10													
Upstate N.Y.	16	23	-	-	-	1	1	1													
N.Y. City	12	14	-	-	-	-	1	3													
N.J.	11	13	-	-	-	-	1	2													
Pa.	26	23	-	-	-	-	3	4													
E.N. CENTRAL	41	76	-	-	-	6	2	14													
Ohio	26	25	-	-	-	2	2	4													
Ind.	7	8	-	-	-	3	-	1													
Ill.	2	22	-	-	-	-	-	5													
Mich.	6	7	-	-	-	1	-	3													
Wis.	-	14	-	-	-	-	-	1													
W.N. CENTRAL	18	15	-	1	1	1	2	2													
Minn.	5	6	-	-	1	1	-	-													
Iowa	-	1	-	1	-	-	-	-													
Mo.	11	4	-	-	-	-	2	2													
N. Dak.	-	-	-	-	-	-	-	-													
S. Dak.	-	-	-	-	-	-	-	-													
Nebr.	1	4	-	-	-	-	-	-													
Kans.	1	-	-	-	-	-	-	-													
S. ATLANTIC	94	74	-	-	3	1	5	6													
Del.	-	-	-	-	-	-	-	-													
Md.	16	22	-	-	1	1	1	-													
D.C.	-	-	-	-	-	-	-	-													
Va.	4	7	-	-	-	-	-	-													
W. Va.	-	4	-	-	-	-	-	2													
N.C.	18	5	-	-	2	-	-	-													
S.C.	2	-	-	-	-	-	-	-													
Ga.	35	18	-	-	-	-	3	4													
Fla.	19	18	-	-	-	-	1	-													
E.S. CENTRAL	14	13	-	-	-	-	-	2													
Ky.	-	-	-	-	-	-	-	-													
Tenn.	13	6	-	-	-	-	-	1													
Ala.	1	7	-	-	-	-	-	1													
Miss.	-	-	-	-	-	-	-	-													
W.S. CENTRAL	13	14	-	-	1	3	2	-													
Ark.	-	-	-	-	-	-	-	-													
La.	4	4	-	-	-	-	2	-													
Okla.	9	10	-	-	1	3	-	-													
Tex.	-	-	-	-	-	-	-	-													
MOUNTAIN	37	50	-	1	7	4	1	6													
Mont.	-	-	-	-	-	-	-	-													
Idaho	1	2	-	-	-	-	-	1													
Wyo.	1	-	-	-	-	-	-	-													
Colo.	9	11	-	-	-	-	-	1													
N. Mex.	5	13	-	-	2	1	-	3													
Ariz.	17	20	-	-	3	2	1	1													
Utah	1	1	-	1	-	-	-	-													
Nev.	3	3	-	-	2	1	-	-													
PACIFIC	10	11	-	-	-	-	1	2													
Wash.	-	1	-	-	-	-	-	1													
Oreg.	6	6	-	-	-	-	1	-													
Calif.	2	3	-	-	-	-	-	1													
Alaska	1	-	-	-	-	-	-	-													
Hawaii	1	1	-	-	-	-	-	-													
Guam	-	-	-	-	-	-	-	-													
P.R.	-	-	-	-	-	-	-	-													
V.I.	-	-	-	-	-	-	-	-													
Amer. Samoa	U	U	U	U	U	U	U	U													
C.N.M.I.	-	U	-	U	-	U	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


