
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending August 25, 2007 (WEEK 34)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2007
Pertussis cummulative for 2006
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2007
Rabies, animal cummulative for 2006
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2007
Rocky Mountain Spotted Fever cummulative for 2006

tab delimited data:
test
UNITED STATES	81	176	1,479	5,336	9,073	65	93	171	3,005	3,525	47	32	211	1,062	1,342						
NEW ENGLAND	-	29	77	757	1,032	16	12	22	382	263	-	0	10	-	9						
Conn.	-	2	6	37	67	10	5	11	155	116	-	0	0	-	-						
Maine	-	2	15	40	59	-	2	8	51	65	-	0	0	-	-						
Mass.	-	22	46	613	651	-	0	0	-	-	-	0	1	-	8						
N.H.	-	2	9	36	145	-	1	4	32	26	-	0	0	-	1						
R.I.	-	0	31	4	28	1	0	3	26	17	-	0	9	-	-						
Vt.	-	1	9	27	82	5	2	13	118	39	-	0	0	-	-						
MID. ATLANTIC	12	26	155	755	1,136	-	13	44	503	326	-	1	6	36	63						
N.J.	-	2	16	79	200	-	0	0	-	-	-	0	1	4	31						
N.Y. (Upstate)	11	15	146	403	476	-	-	-	-	-	-	0	1	3	-						
N.Y. City	-	2	6	76	65	-	1	5	32	16	-	0	3	15	17						
Pa.	1	7	20	197	395	-	12	44	471	310	-	0	3	14	15						
E.N. CENTRAL	21	34	80	984	1,340	15	2	30	204	114	1	1	4	28	50						
Ill.	-	4	23	97	336	4	1	15	70	34	-	0	3	16	24						
Ind.	1	1	45	42	144	-	0	1	8	8	1	0	2	5	5						
Mich.	-	8	39	172	309	-	1	17	78	37	-	0	1	3	2						
Ohio	20	14	54	474	394	11	0	8	48	35	-	0	2	4	18						
Wis.	-	4	24	199	157	-	0	0	-	-	-	0	0	-	1						
W.N. CENTRAL	15	14	151	428	853	4	5	17	184	222	4	3	12	123	135						
Iowa	-	4	16	105	210	-	0	7	21	46	-	0	1	7	4						
Kans.	2	3	14	99	178	-	2	8	89	55	-	0	1	1	-						
Minn.	13	0	119	103	136	2	0	5	20	31	-	0	2	1	1						
Mo.	-	2	10	45	215	2	0	6	28	44	4	2	12	103	110						
Nebr.	-	1	4	29	75	-	0	0	-	-	-	0	2	8	20						
N. Dak.	-	0	18	4	20	-	0	6	13	15	-	0	0	-	-						
S. Dak.	-	0	6	43	19	-	0	2	13	31	-	0	1	3	-						
S. ATLANTIC	8	19	163	615	720	24	40	63	1,308	1,560	17	13	67	562	752						
