
TABLE II. (Part 3)  Provisional cases of selected notifiable diseases, United States, week ending November 3, 2007 (WEEK 44)*

column labels in same order that data fields appears in each record below:
Reporting Area
Hepatitis (Viral Acute), Type A† current week
Hepatitis (Viral Acute), Type A† previous 52 weeks median 
Hepatitis (Viral Acute), Type A† previous 52 weeks maximum 
Hepatitis (Viral Acute), Type A† cummulative for 2007
Hepatitis (Viral Acute), Type A† cummulative for 2006
Hepatitis (Viral Acute), Type B† current week
Hepatitis (Viral Acute), Type B† previous 52 weeks median 
Hepatitis (Viral Acute), Type B† previous 52 weeks maximum 
Hepatitis (Viral Acute), Type B† cummulative for 2007
Hepatitis (Viral Acute), Type B† cummulative for 2006
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2007
Legionellosis cummulative for 2006

tab delimited data:
test
UNITED STATES	24	52	201	2,342	3,002	65	77	405	3,342	3,748	26	43	106	1,931	2,343						
NEW ENGLAND	2	2	6	106	166	-	2	5	64	103	2	2	13	110	157						
Conn.	2	0	3	23	37	-	0	5	28	44	2	0	5	34	45						
Maine	-	0	1	3	8	-	0	2	11	21	-	0	1	5	9						
Mass.	-	1	4	49	79	-	0	1	4	18	-	0	3	21	62						
N.H.	-	0	3	12	22	-	0	1	5	8	-	0	2	7	13						
R.I.	-	0	2	11	12	-	0	3	13	9	-	0	6	34	21						
Vt.	-	0	1	8	8	-	0	1	3	3	-	0	2	9	7						
MID. ATLANTIC	1	8	18	360	343	1	9	21	379	460	8	12	35	617	851						
N.J.	-	2	6	89	97	-	1	8	73	148	-	1	11	75	107						
N.Y. (Upstate)	1	1	11	65	80	1	2	13	84	54	6	4	22	193	288						
N.Y. City	-	3	7	132	109	-	2	6	80	108	-	2	10	98	165						
Pa.	-	2	5	74	57	-	3	8	142	150	2	4	21	251	291						
E.N. CENTRAL	3	6	13	251	309	1	9	23	370	431	5	8	27	429	520						
Ill.	-	2	5	90	93	-	2	6	96	119	-	1	8	66	113						
Ind.	1	0	7	30	23	1	0	21	47	46	-	1	7	45	40						
Mich.	-	1	8	67	106	-	2	8	94	127	-	3	10	129	129						
Ohio	2	1	4	57	47	-	2	7	113	107	5	3	17	181	197						
Wis.	-	0	3	7	40	-	0	3	20	32	-	0	3	8	41						
W.N. CENTRAL	1	2	18	144	120	1	2	15	112	127	-	1	9	83	74						
Iowa	-	1	4	37	10	-	0	3	20	19	-	0	1	9	10						
Kans.	1	0	1	4	26	-	0	2	7	10	-	0	1	2	7						
Minn.	-	0	17	62	17	-	0	13	18	18	-	0	6	23	23						
Mo.	-	0	2	24	41	1	1	5	52	57	-	1	3	36	20						
Nebr.	-	0	2	12	17	-	0	2	10	18	-	0	1	9	9						
N. Dak.	-	0	3	-	-	-	0	1	-	-	-	0	1	-	-						
S. Dak.	-	0	1	5	9	-	0	1	5	5	-	0	1	4	5						
S. ATLANTIC	9	10	21	438	479	16	19	56	827	1,043	4	7	25	314	402						
Del.	-	0	1	7	11	-	0	2	15	44	-	0	2	8	11						
D.C.	-	0	5	14	7	-	0	2	1	7	-	0	4	1	27						
Fla.	-	3	7	133	186	9	7	14	297	355	3	2	10	130	138						
Ga.	1	1	4	61	50	2	2	7	101	178	-	0	2	19	30						
Md.	1	1	5	69	58	2	2	6	95	132	1	1	4	57	93						
N.C.	7	0	11	56	83	3	0	16	120	142	-	1	4	37	31						
S.C.	-	0	4	15	23	-	1	5	52	80	-	0	2	15	5						
Va.	-	1	5	75	55	-	3	8	107	57	-	1	4	37	54						
W. Va.	-	0	2	8	6	-	0	23	39	48	-	0	4	10	13						
E.S. CENTRAL	-	2	5	90	112	-	7	17	302	270	1	2	6	83	94						
Ala.	-	0	3	16	12	-	2	10	106	72	-	0	1	9	9						
Ky.	-	0	2	19	31	-	1	7	60	63	-	1	4	43	39						
Miss.	-	0	4	8	8	-	0	8	25	10	-	0	1	-	4						
Tenn.	-	1	5	47	61	-	3	8	111	125	1	1	4	31	42						
W.S. CENTRAL	-	4	43	181	324	41	17	169	715	758	-	2	16	93	57						
Ark.	-	0	2	10	44	1	1	7	58	68	-	0	3	8	4						
La.	-	0	3	24	27	-	1	4	62	49	-	0	1	3	10						
Okla.	-	0	8	11	6	38	1	24	103	58	-	0	6	5	1						
Tex.	-	3	39	136	247	2	13	135	492	583	-	2	13	77	42						
MOUNTAIN	2	4	15	214	233	1	3	7	142	120	1	2	7	93	111						
Ariz.	2	3	11	153	139	-	1	4	49	-	-	0	5	37	35						
Colo.	-	0	3	21	35	-	0	3	24	31	-	0	2	14	24						
Idaho	-	0	1	4	9	-	0	1	11	12	-	0	1	5	11						
Mont.	-	0	2	9	10	-	0	3	-	2	-	0	1	3	6						
Nev.	-	0	2	9	11	-	1	3	29	32	-	0	2	7	8						
N. Mex.	-	0	2	9	14	-	0	2	10	21	-	0	2	8	5						
Utah	-	0	1	6	13	1	0	4	17	22	1	0	3	16	22						
Wyo.	-	0	1	3	2	-	0	1	2	-	-	0	1	3	-						
PACIFIC	6	13	92	558	916	4	10	106	431	436	5	2	11	109	77						
Alaska	-	0	1	4	1	-	0	1	6	8	-	0	1	-	-						
Calif.	6	10	40	482	869	3	7	31	318	349	4	1	11	79	77						
Hawaii	-	0	2	4	11	-	0	2	6	7	-	0	1	2	-						
Oreg.	-	1	2	25	35	-	1	4	55	72	-	0	1	9	-						
Wash.	-	0	52	43	-	1	1	74	46	-	1	0	3	19	-						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	1	10	45	53	-	1	9	44	55	-	0	2	3	1						
V.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting year 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Data for Hepatitis C viral, acute are available in Table I.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


