
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending February 3, 1996 (WEEK 05)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1996
AIDS § cummulative for 1995
Chlamydia† cummulative for 1996
Escherichia coli O157:H7 NETSS cummulative for 1996
Escherichia coli O157:H7 PHLIS cummulative for 1996
Gonorrhea cummulative for 1996
Gonorrhea cummulative for 1995
Hepatitis C/NA,NB cummulative for 1996
Hepatitis C/NA,NB cummulative for 1995
Legionellosis cummulative for 1996
Legionellosis cummulative for 1995

tab delimited data:
test
UNITED STATES	4,357	5,498	11,480	56	8	26,446	37,576	209	231	61	97										
NEW ENGLAND	208	306	880	12	1	554	659	-	1	4	-										
Maine	7	15	-	1	-	3	5	-	-	-	-										
N.H.	3	5	59	1	1	11	9	-	-	-	-										
Vt.	-	-	-	2	-	12	2	-	-	-	-										
Mass.	135	191	621	5	-	226	337	-	1	3	-										
R.I.	9	9	200	2	-	49	45	-	-	1	-										
Conn.	54	86	-	1	-	253	261	-	-	N	N										
MID. ATLANTIC	1,235	1,702	871	3	3	701	4,534	14	23	5	12										
Upstate N.Y.	158	188	N	2	3	-	920	12	7	-	2										
N.Y. City	696	921	-	-	-	-	1,493	1	1	-	1										
N.J.	244	364	871	-	-	245	379	-	10	-	4										
Pa.	137	229	-	N	-	456	1,742	1	5	5	5										
E.N. CENTRAL	419	474	2,977	8	1	4,703	8,102	30	31	28	39										
Ohio	143	31	578	5	-	394	2,575	1	1	14	16										
Ind.	50	38	-	2	-	785	746	-	-	5	7										
Ill.	156	243	-	1	-	1,824	1,823	-	11	-	7										
Mich.	37	133	2,263	-	1	1,590	2,240	29	19	9	2										
Wis.	33	29	136	N	-	110	718	-	-	-	7										
W.N. CENTRAL	145	100	1,326	8	2	1,110	2,184	16	7	1	8										
Minn.	20	25	-	2	2	-	312	-	-	-	-										
Iowa	17	4	-	2	-	-	155	15	2	1	2										
Mo.	53	50	847	-	-	782	1,299	1	2	-	6										
N. Dak.	-	-	-	-	-	-	-	-	-	-	-										
S. Dak.	2	-	91	-	-	12	16	-	1	-	-										
Nebr.	15	12	388	-	-	57	67	-	1	-	-										
Kans.	38	9	-	4	-	259	335	-	1	-	-										
S. ATLANTIC	880	1,328	3,454	7	-	13,368	11,570	7	17	7	22										
Del.	32	30	-	-	-	155	218	-	-	-	-										
Md.	69	178	215	N	-	926	1,688	-	-	1	6										
D.C.	64	76	N	-	-	360	700	-	-	-	-										
Va.	36	134	948	N	-	919	1,033	-	-	2	-										
W. Va.	7	4	-	N	-	45	73	3	5	1	2										
N.C.	1	81	-	2	-	1,415	2,544	1	6	3	6										
S.C.	13	73	-	1	-	5,444	1,257	1	1	-	2										
Ga.	215	234	474	1	-	2,504	2,016	-	-	-	4										
Fla.	443	518	1,817	-	-	1,600	2,041	2	5	-	2										
E.S. CENTRAL	152	132	664	3	-	2,478	4,535	-	77	9	4										
Ky.	43	7	-	-	-	369	532	-	1	2	1										
Tenn.	56	73	659	N	-	741	974	-	75	3	1										
Ala.	35	34	-	1	-	1,312	2,160	-	1	-	1										
Miss.	18	18	5	2	-	56	869	-	-	4	1										
W.S. CENTRAL	495	370	-	2	-	903	1,817	48	4	-	1										
Ark.	19	20	-	1	-	218	310	-	-	-	-										
La.	113	90	-	N	-	685	1,235	2	-	-	-										
Okla.	1	35	-	1	-	-	58	42	4	-	1										
Tex.	362	225	-	-	-	-	214	4	-	-	-										
MOUNTAIN	120	172	361	5	-	549	866	56	18	2	7										
Mont.	2	7	-	-	-	2	13	3	2	-	1										
Idaho	1	5	129	1	-	8	9	21	3	-	-										
Wyo.	-	1	65	-	-	5	6	12	6	-	-										
Colo.	54	75	-	2	-	201	275	3	5	2	1										
N. Mex.	8	7	-	-	-	94	127	10	-	-	-										
Ariz.	37	38	-	N	-	190	275	3	2	-	1										
Utah	17	5	68	1	-	26	19	4	-	-	2										
Nev.	1	34	99	1	-	23	142	-	-	-	2										
PACIFIC	703	914	947	8	1	2,080	3,309	38	53	5	4										
Wash.	65	91	886	1	1	268	251	2	2	-	-										
Oreg.	48	58	-	3	-	9	29	2	4	-	-										
Calif.	580	707	-	2	-	1,736	2,882	23	40	5	2										
Alaska	3	18	N	-	-	49	98	1	-	-	-										
Hawaii	7	40	61	N	-	18	49	10	7	-	2										
Guam	-	-	-	N	-	-	8	-	-	-	-										
P.R.	255	62	N	N	U	5	59	2	1	-	-										
V.I.	1	-	N	N	U	-	-	-	-	-	-										
Amer. Samoa	-	-	-	N	U	-	3	-	-	-	-										
C.N.M.I.	-	-	N	N	U	-	3	-	-	-	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1995 and 1996 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


