
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending June 10, 2006 (WEEK 23)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant, all ages cummulative for 2006
Streptococcus pneumoniae, invasive disease, drug resistant, all ages cummulative for 2005
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2006
Syphillis, primary & secondary cummulative for 2005
Varicella (chickenpox) current week
Varicella (chickenpox) previous 52 weeks median 
Varicella (chickenpox) previous 52 weeks maximum 
Varicella (chickenpox) cummulative for 2006
Varicella (chickenpox) cummulative for 2005

tab delimited data:
test
UNITED STATES	50	51	334	1,410	1,500	98	167	334	3,404	3,607	652	776	3,204	23,783	14,112						
NEW ENGLAND	1	1	24	13	134	3	3	17	83	90	52	45	165	803	2,526						
Conn.	U	0	7	U	57	2	0	11	19	19	U	12	67	U	865						
Maine	N	0	0	N	N	-	0	2	5	1	5	5	20	151	194						
Mass.	-	0	6	-	62	1	2	5	49	61	-	17	72	92	1,342						
N.H.	-	0	0	-	-	-	0	2	5	4	12	6	42	174	95						
R.I.	1	0	11	4	7	-	0	6	3	5	-	0	0	-	-						
Vt.	-	0	2	9	8	-	0	1	2	-	35	9	33	386	30						
MID. ATLANTIC	2	3	15	86	139	12	21	35	487	449	126	102	183	2,772	2,792						
N.J.	N	0	0	N	N	-	2	7	76	62	-	0	0	-	-						
N.Y. (Upstate)	2	1	10	28	56	5	2	14	71	30	-	0	0	-	-						
N.Y. City	U	0	0	U	U	-	10	21	231	282	-	0	0	-	-						
Pa.	-	2	9	58	83	7	5	9	109	75	126	102	183	2,772	2,792						
E.N. CENTRAL	13	11	41	347	372	4	17	38	329	381	204	209	575	9,057	3,490						
Ill.	-	1	3	11	12	-	8	23	148	212	-	1	5	5	50						
Ind.	-	2	21	82	118	1	1	4	30	33	N	0	347	N	70						
Mich.	-	0	4	13	27	1	1	19	36	32	73	101	174	2,682	2,222						
Ohio	13	6	32	241	215	2	4	11	97	92	131	63	421	5,950	876						
Wis.	N	0	0	N	N	-	1	3	18	12	-	10	41	420	272						
W.N. CENTRAL	1	1	191	26	26	1	4	9	92	118	12	20	84	891	190						
Iowa	N	0	0	N	N	-	0	3	7	4	N	0	0	N	N						
Kans.	N	0	0	N	N	-	0	2	10	11	-	0	0	-	-						
Minn.	-	0	191	-	-	-	1	4	14	33	-	0	0	-	-						
Mo.	1	1	3	26	22	1	3	8	60	67	6	15	82	836	116						
Nebr.	-	0	0	-	2	-	0	1	1	3	-	0	0	-	-						
N. Dak.	-	0	1	-	-	-	0	1	-	-	6	0	25	24	10						
S. Dak.	-	0	1	-	2	-	0	1	-	-	-	1	12	31	64						
S. ATLANTIC	33	24	53	740	589	38	43	186	838	831	92	72	860	2,417	1,146						
Del.	-	0	2	-	1	-	0	2	12	6	-	1	5	34	16						
D.C.	-	0	3	19	11	-	2	9	48	51	-	0	5	18	16						
Fla.	22	13	36	401	296	15	14	29	317	329	-	0	0	-	-						
Ga.	11	8	21	252	213	-	8	147	95	129	-	0	0	-	-						
Md.	-	0	0	-	-	7	6	19	141	132	-	0	0	-	-						
N.C.	N	0	0	N	N	14	5	17	132	103	-	0	0	-	-						
S.C.	-	0	0	-	-	-	1	7	33	28	19	16	50	635	295						
Va.	N	0	0	N	N	2	2	12	59	51	49	18	812	870	216						
W. Va.	-	1	14	68	68	-	0	1	1	2	24	25	70	860	603						
