
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending November 17, 2007 (WEEK 46)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2006
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2006
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2007
Syphillis, primary & secondary cummulative for 2006

tab delimited data:
test
UNITED STATES	19	46	256	2,019	2,100	3	8	35	396	358	67	201	310	9,198	8,475						
NEW ENGLAND	-	2	12	89	114	-	0	3	11	4	5	5	14	234	174						
Conn.	-	1	5	50	87	-	0	2	4	-	2	0	10	30	38						
Maine	-	0	2	9	7	-	0	2	2	1	-	0	2	9	8						
Mass.	-	0	0	-	-	-	0	0	-	-	3	3	8	141	106						
N.H.	-	0	0	-	-	-	0	0	-	-	-	0	3	26	11						
R.I.	-	0	4	15	9	-	0	1	3	-	-	0	5	26	9						
Vt.	-	0	2	15	11	-	0	1	2	3	-	0	1	2	2						
MID. ATLANTIC	2	2	9	110	136	-	0	5	23	21	9	27	45	1,326	1,016						
N.J.	-	0	0	-	-	-	0	0	-	-	-	4	8	180	153						
N.Y. (Upstate)	1	1	5	36	44	-	0	4	7	9	4	3	14	123	133						
N.Y. City	-	0	0	-	-	-	0	0	-	-	-	17	35	808	491						
Pa.	1	1	6	74	92	-	0	2	16	12	5	4	10	215	239						
E.N. CENTRAL	6	10	40	492	445	1	2	8	95	75	13	15	27	699	790						
Ill.	-	0	8	54	22	-	0	5	30	6	9	7	14	324	381						
Ind.	-	3	31	124	125	-	0	5	23	21	-	1	6	50	82						
Mich.	-	0	1	2	16	-	0	1	1	2	2	2	9	103	104						
Ohio	6	5	38	312	282	1	1	5	41	46	2	4	9	172	161						
Wis.	N	0	0	N	N	-	0	0	-	-	-	1	4	50	62						
W.N. CENTRAL	-	2	124	120	89	-	0	15	10	13	3	7	14	309	257						
Iowa	-	0	0	-	-	-	0	0	-	-	-	0	2	15	18						
Kans.	-	0	11	64	-	-	0	2	6	-	-	0	2	20	24						
Minn.	-	0	123	-	51	-	0	15	-	10	-	1	4	62	44						
Mo.	-	1	5	47	36	-	0	0	-	3	3	4	11	203	151						
Nebr.	-	0	1	2	1	-	0	0	-	-	-	0	1	2	7						
N. Dak.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	1						
S. Dak.	-	0	3	7	1	-	0	1	4	-	-	0	3	7	12						
S. ATLANTIC	11	20	59	885	998	1	4	15	189	173	10	50	180	2,183	1,917						
Del.	-	0	1	8	-	-	0	1	2	-	-	0	3	15	17						
D.C.	-	0	1	5	24	-	0	0	-	2	-	3	12	157	105						
Fla.	9	11	29	510	528	1	2	8	108	110	-	17	44	823	656						
Ga.	2	7	17	306	345	-	1	10	71	61	-	7	153	337	360						
Md.	-	0	1	1	-	-	0	0	-	-	-	6	15	269	271						
N.C.	-	0	0	-	-	-	0	0	-	-	5	5	23	291	270						
S.C.	-	0	0	-	-	-	0	0	-	-	-	2	11	86	60						
Va.	N	0	0	N	N	-	0	0	-	-	5	4	16	200	169						
W. Va.	-	1	17	55	101	-	0	1	8	-	-	0	1	5	9						
E.S. CENTRAL	-	3	9	143	163	1	0	3	33	29	8	18	30	785	642						
Ala.	N	0	0	N	N	-	0	0	-	-	-	7	16	304	283						
Ky.	-	0	2	21	32	-	0	1	3	6	1	1	7	54	63						
Miss.	-	0	2	-	22	-	0	0	-	-	-	2	9	96	68						
Tenn.	-	2	8	122	109	1	0	3	30	23	7	7	15	331	228						
W.S. CENTRAL	-	2	12	124	72	-	0	3	17	8	7	35	55	1,620	1,403						
Ark.	-	0	1	3	10	-	0	0	-	2	6	2	10	114	74						
