
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending October 28, 2006 (WEEK 43)*

column labels in same order that data fields appears in each record below:
Reporting Area
Giardiasis current week
Giardiasis previous 52 weeks median 
Giardiasis previous 52 weeks maximum 
Giardiasis cummulative for 2006
Giardiasis cummulative for 2005
Gonorrhea current week
Gonorrhea previous 52 weeks median 
Gonorrhea previous 52 weeks maximum 
Gonorrhea cummulative for 2006
Gonorrhea cummulative for 2005
Haemophilus influenzae, invasive, All ages, all serotypes current week
Haemophilus influenzae, invasive, All ages, all serotypes previous 52 weeks median 
Haemophilus influenzae, invasive, All ages, all serotypes previous 52 weeks maximum 
Haemophilus influenzae, invasive, All ages, all serotypes cummulative for 2006
Haemophilus influenzae, invasive, All ages, all serotypes cummulative for 2005

tab delimited data:
test
UNITED STATES	237	317	1,029	13,885	16,023	3,552	6,520	14,136	274,094	272,760	22	40	142	1,685	1,867						
NEW ENGLAND	6	24	75	1,006	1,441	68	109	288	4,631	4,703	1	2	19	131	141						
Conn.	-	0	37	222	303	-	42	241	1,875	1,990	1	0	9	41	42						
Maine	1	2	13	145	180	1	2	8	110	116	-	0	4	17	8						
Mass.	-	9	18	357	638	55	46	86	2,026	2,044	-	1	7	52	69						
N.H.	-	0	9	25	54	4	4	9	163	141	-	0	2	8	8						
R.I.	3	1	25	100	105	8	9	19	402	364	-	0	7	4	7						
Vt.	2	3	12	157	161	-	1	4	55	48	-	0	2	9	7						
MID. ATLANTIC	40	61	254	2,683	2,898	456	654	1,014	26,873	28,152	6	8	30	352	360						
N.J.	-	8	13	297	380	78	103	151	4,178	4,737	-	1	4	45	75						
N.Y. (Upstate)	30	24	227	1,001	1,010	122	125	455	5,220	5,699	4	2	27	116	100						
N.Y. City	2	15	29	727	760	97	173	382	8,047	8,539	-	2	6	70	67						
Pa.	8	15	30	658	748	159	218	399	9,428	9,177	2	3	8	121	118						
E.N. CENTRAL	29	48	86	2,026	2,819	455	1,277	7,047	53,358	54,435	2	5	14	225	318						
Ill.	-	9	21	358	654	166	377	710	16,562	16,448	-	1	6	47	105						
Ind.	N	0	0	N	N	-	161	237	7,099	6,707	-	1	11	66	55						
Mich.	4	13	25	554	673	232	262	5,880	12,215	9,187	-	0	3	19	22						
Ohio	25	16	32	691	669	5	313	648	11,907	17,289	2	2	6	70	96						
Wis.	-	10	40	423	823	52	135	172	5,575	4,804	-	0	4	23	40						
W.N. CENTRAL	4	29	260	1,501	1,854	235	367	436	15,355	15,499	5	2	15	131	93						
Iowa	-	5	15	243	235	-	34	54	1,422	1,322	-	0	1	1	-						
Kans.	2	3	11	163	177	72	43	124	1,667	2,133	-	0	3	14	12						
Minn.	1	1	238	479	806	-	62	105	2,391	2,879	5	0	9	71	38						
Mo.	-	10	32	441	417	153	190	251	8,358	7,832	-	0	6	31	29						
Nebr.	1	2	8	97	107	-	23	56	1,101	953	-	0	2	7	12						
N. Dak.	-	0	7	15	13	1	3	7	99	87	-	0	3	7	2						
S. Dak.	-	1	7	63	99	9	6	15	317	293	-	0	0	-	-						
S. ATLANTIC	66	49	105	2,147	2,303	1,191	1,557	2,334	68,137	64,693	8	10	26	439	443						
Del.	-	1	4	35	48	35	27	44	1,228	731	-	0	1	1	-						
D.C.	-	1	5	53	42	39	34	61	1,375	1,753	-	0	1	5	7						
Fla.	37	18	44	926	814	339	441	554	19,139	16,491	6	3	9	141	110						
Ga.	27	10	44	457	619	13	309	1,014	12,842	12,300	1	2	12	83	95						
Md.	1	3	11	172	179	94	127	186	5,419	5,786	-	1	5	59	61						
N.C.	N	0	0	N	N	255	298	766	14,385	12,858	1	0	9	49	68						
S.C.	1	1	7	85	94	243	138	704	7,333	7,179	-	0	3	28	32						
Va.	-	9	50	393	467	151	132	288	5,613	7,003	-	1	8	54	45						
W. Va.	-	0	6	26	40	22	18	42	803	592	-	0	4	19	25						
E.S. CENTRAL	2	8	41	416	355	211	561	864	24,361	23,124	-	2	7	88	101						
Ala.	-	5	29	226	169	29	185	310	7,890	7,602	-	0	5	21	17						
Ky.	N	0	0	N	N	13	55	132	2,390	2,528	-	0	1	4	11						
Miss.	-	0	0	-	-	169	143	436	6,196	5,884	-	0	1	3	-						
Tenn.	2	4	12	190	186	-	191	237	7,885	7,110	-	1	4	60	73						
W.S. CENTRAL	8	6	31	249	281	286	902	1,430	38,897	37,135	-	1	15	59	98						
Ark.	6	2	8	112	73	73	83	142	3,545	3,777	-	0	2	7	7						
La.	-	0	5	25	57	104	160	354	7,164	7,681	-	0	2	9	32						
Okla.	2	2	24	112	151	109	79	764	3,772	3,839	-	1	14	41	52						
Tex.	N	0	0	N	N	-	556	912	24,416	21,838	-	0	2	2	7						
MOUNTAIN	31	30	67	1,382	1,278	209	218	552	9,481	11,094	-	3	8	165	190						
Ariz.	-	3	36	134	124	172	93	201	3,949	4,030	-	1	7	77	94						
Colo.	10	9	33	460	446	37	41	90	1,780	2,643	-	1	4	43	39						
Idaho	3	3	12	155	129	-	3	15	139	87	-	0	1	4	4						
Mont.	-	2	11	90	62	-	3	20	159	130	-	0	0	-	-						
Nev.	-	2	8	82	93	-	25	194	1,288	2,272	-	0	1	-	14						
N. Mex.	-	1	6	53	76	-	31	64	1,380	1,284	-	0	4	22	22						
Utah	18	7	19	377	327	-	17	25	686	584	-	0	4	16	9						
Wyo.	-	1	4	31	21	-	2	6	100	64	-	0	1	3	8						
PACIFIC	51	57	202	2,475	2,794	441	801	963	33,001	33,925	-	2	15	95	123						
Alaska	3	1	17	90	97	11	11	24	478	483	-	0	2	9	26						
Calif.	37	41	105	1,727	1,987	292	657	830	27,146	28,278	-	0	9	22	51						
