
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending April 22, 2000 (WEEK 16)*

column labels in same order that data fields appears in each record below:
Reporting Area
Gonorrhea cummulative for 2000
Gonorrhea cummulative for 1999
Hepatitis C/NA,NB cummulative for 2000
Hepatitis C/NA,NB cummulative for 1999
Legionellosis cummulative for 2000
Legionellosis cummulative for 1999
Lyme Disease cummulative for 2000
Lyme Disease cummulative for 1999

tab delimited data:
test
UNITED STATES	84,955	106,531	689	1,109	205	270	958	1,449													
NEW ENGLAND	1,730	2,151	20	4	12	19	108	372													
Maine	25	17	-	-	2	2	-	1													
N.H.	27	22	-	-	2	2	18	-													
Vt.	16	18	2	2	-	3	1	-													
Mass.	782	840	18	1	5	5	49	132													
R.I.	167	183	-	1	-	1	-	10													
Conn.	713	1,071	-	-	3	6	40	229													
MID. ATLANTIC	5,303	12,901	13	39	38	77	666	769													
Upstate N.Y.	1,769	1,759	13	19	17	20	326	242													
N.Y. City	233	4,972	-	-	-	10	4	24													
N.J.	643	2,270	-	-	-	5	-	132													
Pa.	2,658	3,900	-	20	21	42	336	371													
E.N. CENTRAL	17,404	18,896	73	636	56	79	7	58													
Ohio	3,918	5,217	1	-	26	23	7	12													
Ind.	1,690	2,044	-	-	12	6	-	2													
Ill.	5,264	5,858	5	11	3	10	-	2													
Mich.	5,338	4,390	67	205	10	25	-	1													
Wis.	1,194	1,387	-	420	5	15	U	41													
W.N. CENTRAL	2,572	4,877	160	48	15	10	40	21													
Minn.	745	853	1	-	1	-	11	8													
Iowa	199	287	-	-	3	4	1	2													
Mo.	529	2,371	146	46	8	4	7	7													
N. Dak.	4	29	-	-	-	-	-	1													
S. Dak.	75	44	-	-	1	1	-	-													
Nebr.	241	524	1	2	-	1	-	-													
Kans.	779	769	12	-	2	-	21	3													
S. ATLANTIC	24,363	31,078	35	74	44	29	111	156													
Del.	488	530	-	-	4	2	10	7													
Md.	2,332	4,063	5	21	12	4	77	123													
D.C.	741	2,102	-	-	-	-	-	1													
Va.	3,339	2,890	1	6	3	6	8	3													
W. Va.	118	195	2	11	N	N	4	4													
N.C.	5,387	6,284	8	18	5	5	4	16													
S.C.	1,524	2,947	-	12	2	6	-	1													
Ga.	3,911	5,571	-	1	2	-	-	-													
Fla.	6,523	6,496	19	5	16	6	8	1													
E.S. CENTRAL	10,353	11,062	122	74	6	14	-	20													
Ky.	994	1,107	15	5	4	7	-	2													
Tenn.	3,354	3,405	27	31	1	5	-	6													
Ala.	3,807	3,282	4	1	1	2	-	6													
Miss.	2,198	3,268	76	37	-	-	-	6													
W.S. CENTRAL	14,223	15,148	134	115	2	1	-	-													
Ark.	876	804	3	5	-	-	-	-													
La.	3,784	3,675	44	89	-	1	-	-													
Okla.	1,007	1,266	1	3	1	-	-	-													
Tex.	8,556	9,403	86	18	1	-	-	-													
MOUNTAIN	3,028	2,885	75	72	14	18	-	3													
Mont.	4	16	1	4	-	-	-	-													
Idaho	26	27	-	4	1	-	-	-													
Wyo.	21	9	44	28	1	-	-	1													
Colo.	995	669	12	9	6	1	-	-													
N. Mex.	250	246	4	11	1	1	-	1													
Ariz.	1,292	1,475	11	13	2	1	-	-													
Utah	89	61	-	1	3	9	-	1													
Nev.	351	382	3	2	-	6	-	-													
PACIFIC	5,979	7,533	57	47	18	23	26	50													
Wash.	722	656	7	3	5	5	-	-													
Oreg.	168	276	12	6	N	N	2	2													
Calif.	4,915	6,342	38	38	13	17	24	48													
Alaska	91	117	-	-	-	1	-	-													
Hawaii	83	142	-	-	-	-	N	N													
Guam	-	20	-	-	-	-	-	-													
P.R.	97	122	1	-	-	-	N	N													
V.I.	-	U	-	U	-	U	-	U													
Amer. Samoa	-	U	-	U	-	U	-	U													
C.N.M.I.	-	U	-	U	-	U	-	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


