
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending February 16, 2002 (WEEK 07)*

column labels in same order that data fields appears in each record below:
Reporting Area
Rocky Mountain Spotted Fever cummulative for 2002
Rocky Mountain Spotted Fever cummulative for 2001
Rubella cummulative for 2002
Rubella cummulative for 2001
Rubella Congenital cummulative for 2002
Rubella Congenital cummulative for 2001
Salmonellosis cummulative for 2002
Salmonellosis cummulative for 2001

tab delimited data:
test
UNITED STATES	31	9	-	-	-	-	2,554	3,118													
NEW ENGLAND	-	-	-	-	-	-	150	162													
Maine	-	-	-	-	-	-	28	8													
N.H.	-	-	-	-	-	-	4	11													
Vt.	-	-	-	-	-	-	6	9													
Mass.	-	-	-	-	-	-	76	121													
R.I.	-	-	-	-	-	-	5	9													
Conn.	-	-	-	-	-	-	31	4													
MID. ATLANTIC	4	1	-	-	-	-	206	535													
Upstate N.Y.	-	-	-	-	-	-	42	63													
N.Y. City	-	-	-	-	-	-	80	133													
N.J.	-	-	-	-	-	-	2	199													
Pa.	4	1	-	-	-	-	82	140													
E.N. CENTRAL	2	2	-	-	-	-	399	450													
Ohio	2	-	-	-	-	-	108	140													
Ind.	-	1	-	-	-	-	33	24													
Ill.	-	1	-	-	-	-	140	139													
Mich.	-	-	-	-	-	-	83	76													
Wis.	-	-	-	-	-	-	35	71													
W.N. CENTRAL	-	1	-	-	-	-	187	175													
Minn.	-	-	-	-	-	-	43	56													
Iowa	-	-	-	-	-	-	36	18													
Mo.	-	1	-	-	-	-	76	47													
N. Dak.	-	-	-	-	-	-	-	1													
S. Dak.	-	-	-	-	-	-	11	13													
Nebr.	-	-	-	-	-	-	-	13													
Kans.	-	-	-	-	-	-	21	27													
S. ATLANTIC	23	4	-	-	-	-	775	681													
Del.	-	-	-	-	-	-	6	8													
Md.	5	1	-	-	-	-	74	76													
D.C.	-	-	-	-	-	-	9	13													
Va.	-	-	-	-	-	-	70	73													
W. Va.	-	-	-	-	-	-	3	1													
N.C.	18	3	-	-	-	-	118	134													
S.C.	-	-	-	-	-	-	31	49													
Ga.	-	-	-	-	-	-	294	199													
Fla.	-	-	-	-	-	-	170	128													
E.S. CENTRAL	2	1	-	-	-	-	160	178													
Ky.	-	-	-	-	-	-	18	31													
Tenn.	2	1	-	-	-	-	46	34													
Ala.	-	-	-	-	-	-	60	76													
Miss.	-	-	-	-	-	-	36	37													
W.S. CENTRAL	-	-	-	-	-	-	55	346													
Ark.	-	-	-	-	-	-	27	25													
La.	-	-	-	-	-	-	-	59													
Okla.	-	-	-	-	-	-	26	12													
Tex.	-	-	-	-	-	-	2	250													
MOUNTAIN	-	-	-	-	-	-	190	162													
Mont.	-	-	-	-	-	-	3	7													
Idaho	-	-	-	-	-	-	10	6													
Wyo.	-	-	-	-	-	-	4	8													
Colo.	-	-	-	-	-	-	65	45													
N. Mex.	-	-	-	-	-	-	26	26													
Ariz.	-	-	-	-	-	-	34	44													
Utah	-	-	-	-	-	-	17	15													
Nev.	-	-	-	-	-	-	31	11													
PACIFIC	-	-	-	-	-	-	432	429													
Wash.	-	-	-	-	-	-	12	14													
Oreg.	-	-	-	-	-	-	39	5													
Calif.	-	-	-	-	-	-	348	360													
Alaska	-	-	-	-	-	-	9	5													
Hawaii	-	-	-	-	-	-	24	45													
Guam	-	-	-	-	-	-	-	-													
P.R.	-	-	-	-	-	-	3	79													
V.I.	-	-	-	-	-	-	-	-													
Amer. Samoa	U	U	U	U	U	U	U	U													
C.N.M.I.	-	U	-	U	-	U	1	U													

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


