
TABLE II. (Part 5)  Provisional cases of selected notifiable diseases, United States, week ending June 20, 2009 (WEEK 24)*

column labels in same order that data fields appears in each record below:
Reporting Area
Pertussis current week
Pertussis previous 52 weeks median 
Pertussis previous 52 weeks maximum 
Pertussis cummulative for 2009
Pertussis cummulative for 2008
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2009
Rabies, animal cummulative for 2008
Rocky Mountain Spotted Fever current week
Rocky Mountain Spotted Fever previous 52 weeks median 
Rocky Mountain Spotted Fever previous 52 weeks maximum 
Rocky Mountain Spotted Fever cummulative for 2009
Rocky Mountain Spotted Fever cummulative for 2008

tab delimited data:
test
UNITED STATES	64	242	1,697	5,037	3,429	37	70	120	1,477	1,804	9	36	179	440	356						
NEW ENGLAND	1	18	35	215	392	2	8	15	140	176	-	0	2	4	1						
Conn.	-	0	4	12	30	-	3	10	59	86	-	0	0	-	-						
Maine	1	1	10	54	14	-	1	5	20	28	-	0	2	4	-						
Mass.	-	12	30	105	307	-	0	0	-	-	-	0	1	-	-						
N.H.	-	1	5	32	10	1	1	7	17	17	-	0	1	-	-						
R.I.	-	1	6	5	25	-	0	3	17	14	-	0	2	-	1						
Vt.	-	0	2	7	6	1	1	6	27	31	-	0	0	-	-						
MID. ATLANTIC	7	24	64	450	399	9	17	30	284	360	-	1	29	14	43						
N.J.	-	4	12	56	71	-	0	0	-	-	-	0	6	-	32						
N.Y. (Upstate)	5	6	41	84	122	9	8	20	166	183	-	0	29	1	3						
N.Y. City	-	0	21	44	42	-	0	2	-	10	-	0	3	10	5						
Pa.	2	11	33	266	164	-	7	17	118	167	-	0	2	3	3						
E.N. CENTRAL	28	44	238	1,075	668	2	2	28	42	53	-	1	15	18	23						
Ill.	-	14	45	234	72	-	1	20	6	23	-	1	10	9	18						
Ind.	-	2	158	87	21	-	0	6	6	1	-	0	3	1	1						
Mich.	4	9	21	227	89	2	1	9	19	19	-	0	1	2	2						
Ohio	24	14	57	485	444	-	0	7	11	10	-	0	4	6	2						
Wis.	-	4	10	42	42	N	0	0	N	N	-	0	0	-	-						
W.N. CENTRAL	1	31	872	893	281	3	5	17	120	120	-	4	33	58	82						
Iowa	1	4	21	68	40	-	0	5	9	10	-	0	1	1	5						
Kans.	-	2	12	83	28	3	1	6	51	39	-	0	1	1	-						
Minn.	-	2	808	165	63	-	0	11	20	18	-	0	0	-	-						
Mo.	-	14	51	479	112	-	1	8	17	12	-	3	32	52	73						
Nebr.	-	4	32	86	26	-	0	2	-	17	-	0	4	4	1						
N. Dak.	-	0	24	1	1	-	0	9	4	13	-	0	1	-	-						
S. Dak.	-	0	10	11	11	-	0	4	19	11	-	0	0	-	3						
S. ATLANTIC	1	26	71	661	321	19	26	90	669	862	6	18	72	239	89						
Del.	-	0	3	6	5	-	0	0	-	-	-	0	5	3	5						
D.C.	-	0	2	-	1	-	0	0	-	-	-	0	1	-	2						
Fla.	-	8	34	240	79	-	0	74	74	138	-	0	3	4	3						
Ga.	-	3	9	79	26	-	5	52	154	185	2	1	9	13	20						
Md.	-	3	10	37	46	-	6	13	130	214	-	1	7	18	16						
N.C.	-	0	65	174	61	N	4	4	N	N	4	10	55	166	11						
S.C.	1	2	10	61	46	-	0	0	-	-	-	1	9	12	9						
Va.	-	3	24	59	52	16	11	24	258	270	-	2	15	22	18						
W. Va.	-	0	2	5	5	3	1	6	53	55	-	0	1	1	5						
E.S. CENTRAL	9	12	33	306	112	-	3	7	59	80	3	4	23	71	63						
Ala.	-	3	19	111	19	-	0	0	-	-	-	1	8	12	15						
Ky.	-	5	15	101	19	-	1	4	25	13	-	0	0	-	1						
Miss.	1	1	5	18	49	-	0	2	-	2	-	0	3	4	3						
Tenn.	8	2	14	76	25	-	2	6	34	65	3	3	19	55	44						
W.S. CENTRAL	4	40	389	752	354	-	0	9	26	51	-	2	161	28	42						
Ark.	-	2	38	33	37	-	0	5	21	33	-	0	61	13	1						
La.	-	2	7	36	17	-	0	0	-	-	-	0	2	-	3						
Okla.	-	0	45	13	12	-	0	9	4	16	-	0	98	5	28						
Tex.	4	35	304	670	288	-	0	1	1	2	-	1	6	10	10						
MOUNTAIN	8	15	31	370	436	-	2	9	45	27	-	1	3	7	12						
Ariz.	-	3	10	83	122	N	0	0	N	N	-	0	2	2	4						
Colo.	7	4	12	133	68	-	0	0	-	-	-	0	1	-	-						
Idaho	1	1	5	38	20	-	0	2	-	1	-	0	1	-	-						
Mont.	-	0	4	9	58	-	0	4	13	1	-	0	1	3	1						
Nev.	-	0	3	6	16	-	0	5	-	1	-	0	2	-	-						
N. Mex.	-	1	10	30	24	-	0	2	14	17	-	0	1	1	1						
Utah	-	3	19	70	121	-	0	6	1	1	-	0	1	1	2						
Wyo.	-	0	2	1	7	-	0	4	17	6	-	0	2	-	4						
PACIFIC	5	22	98	315	466	2	4	13	92	75	-	0	1	1	1						
Alaska	-	3	21	28	38	-	0	2	9	12	N	0	0	N	N						
Calif.	-	5	23	41	243	2	4	12	83	61	-	0	1	1	-						
Hawaii	-	0	3	13	5	-	0	0	-	-	N	0	0	N	N						
Oreg.	-	3	48	99	72	-	0	2	-	2	-	0	1	-	1						
Wash.	5	6	76	134	108	-	0	0	-	-	-	0	0	-	-						
Amer. Samoa	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	N	0	0	N	N						
P.R.	-	0	1	1	-	-	1	5	15	27	N	0	0	N	N						
V.I.	-	0	0	-	-	N	0	0	N	N	N	0	0	N	N						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2008 and 2009 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


