
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending September 7, 2002 (WEEK 36)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 2002
AIDS § cummulative for 2001
Chlamydia† cummulative for 2002
Chlamydia† cummulative for 2001
Cryptosporidiosis cummulative for 2002
Cryptosporidiosis cummulative for 2001
Escherichia coli, Enterohemorrhagic, O157:H7 cummulative for 2002
Escherichia coli, Enterohemorrhagic, O157:H7 cummulative for 2001
Escherichia coli, Enterohemorrhagic, Shiga toxin positive, serogroup non-0157 cummulative for 2002
Escherichia coli, Enterohemorrhagic, Shiga toxin positive, serogroup non-0157 cummulative for 2001

tab delimited data:
test
UNITED STATES	24,713	26,945	512,125	526,166	1,614	2,495	2,029	2,003	93	96											
NEW ENGLAND	1,011	981	18,141	16,435	108	97	172	183	27	29											
Maine	23	26	1,097	891	9	11	25	23	5	-											
N.H.	20	23	1,083	947	21	5	19	23	-	3											
Vt.	8	11	591	420	19	26	5	11	1	1											
Mass.	519	532	7,440	7,056	32	42	80	90	8	9											
R.I.	71	70	1,872	2,005	14	3	9	9	-	-											
Conn.	370	319	6,058	5,116	13	10	34	27	13	16											
MID. ATLANTIC	5,619	6,909	57,023	57,442	187	212	153	138	-	-											
Upstate N.Y.	404	1,042	11,414	9,055	69	63	115	84	-	-											
N.Y. City	3,210	3,732	19,652	20,692	78	88	9	13	-	-											
N.J.	925	1,153	7,368	10,115	8	11	29	41	-	-											
Pa.	1,080	982	18,589	17,580	32	50	N	N	-	-											
E.N. CENTRAL	2,494	1,909	87,908	96,483	404	1,220	451	519	10	6											
Ohio	453	360	20,995	25,054	90	113	93	107	8	4											
Ind.	347	223	11,324	10,531	27	54	38	56	-	-											
Ill.	1,170	879	23,346	29,411	54	451	108	132	-	-											
Mich.	398	328	22,096	20,349	74	122	86	67	2	2											
Wis.	126	119	10,147	11,138	159	480	126	157	-	-											
W.N. CENTRAL	421	572	29,055	26,658	246	289	326	306	17	27											
Minn.	90	101	6,383	5,468	122	102	113	113	14	24											
Iowa	54	65	3,420	3,139	28	62	72	53	-	-											
Mo.	189	263	10,305	9,605	24	33	45	40	N	N											
N. Dak.	1	2	682	702	6	9	3	13	-	1											
S. Dak.	3	19	1,460	1,218	17	6	31	25	1	1											
Nebr.	43	58	2,263	2,343	39	75	38	46	2	1											
Kans.	41	64	4,542	4,183	10	2	24	16	-	-											
S. ATLANTIC	7,537	8,169	97,981	101,963	226	250	176	157	22	18											
Del.	131	184	1,796	1,947	2	3	4	3	-	-											
Md.	1,066	1,083	10,434	10,133	17	29	18	14	-	-											
D.C.	371	586	2,265	2,189	4	10	-	-	-	-											
Va.	538	714	10,376	12,688	9	15	32	41	2	2											
W. Va.	58	56	1,627	1,612	2	2	4	9	-	-											
N.C.	555	549	16,757	15,298	25	19	29	35	-	-											
S.C.	547	489	8,335	10,945	4	6	4	12	-	-											
Ga.	1,160	930	19,528	21,977	100	111	47	23	10	9											
Fla.	3,111	3,578	26,863	25,174	63	55	38	20	10	7											
E.S. CENTRAL	1,128	1,257	32,026	33,866	91	35	73	102	-	-											
Ky.	173	244	5,607	6,134	3	3	19	54	-	-											
Tenn.	483	390	11,030	10,316	47	10	31	27	-	-											
Ala.	197	308	8,266	9,163	37	11	16	13	-	-											
Miss.	275	315	7,123	8,253	4	11	7	8	-	-											
W.S. CENTRAL	2,696	2,782	73,703	73,889	25	88	42	145	-	-											
Ark.	163	141	4,509	5,170	7	5	7	9	-	-											
La.	693	588	13,451	12,584	4	7	1	7	-	-											
Okla.	133	170	7,607	7,235	9	9	16	19	-	-											
Tex.	1,707	1,883	48,136	48,900	5	67	18	110	-	-											
MOUNTAIN	790	960	31,539	31,292	119	121	220	190	12	10											
Mont.	8	14	1,387	1,340	4	8	16	11	-	-											
Idaho	18	17	1,599	1,252	21	12	31	38	5	2											
Wyo.	6	2	643	574	8	4	8	6	1	-											
Colo.	157	211	9,506	8,938	42	33	58	71	2	5											
N. Mex.	53	88	4,431	4,217	18	18	5	10	3	3											
Ariz.	327	383	9,797	9,882	12	6	28	19	1	-											
Utah	43	82	1,755	1,586	11	35	53	24	-	-											
Nev.	178	163	2,421	3,503	3	5	21	11	-	-											
PACIFIC	3,017	3,406	84,749	88,138	208	183	416	263	5	6											
Wash.	302	361	9,621	9,299	37	U	97	65	-	-											
Oreg.	216	134	4,733	5,055	28	28	147	43	5	6											
Calif.	2,416	2,857	65,062	69,239	142	151	133	139	-	-											
Alaska	17	16	2,427	1,852	-	1	6	4	-	-											
Hawaii	66	38	2,906	2,693	1	3	33	12	-	-											
Guam	2	9	-	280	-	-	N	N	-	-											
P.R.	668	815	1,695	1,777	-	-	-	1	-	-											
V.I.	66	2	98	119	-	-	-	-	-	-											
Amer. Samoa	U	U	U	U	U	U	U	U	U	U											
C.N.M.I.	2	U	132	U	-	U	-	U	-	U											

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2001 and 2002 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


