
TABLE II. (Part 2)  Provisional cases of selected notifiable diseases, United States, week ending December 21, 2002 (WEEK 51)*

column labels in same order that data fields appears in each record below:
Reporting Area
Escherichia coli, Enterohemorrhagic, shiga toxin positive, not serogrouped cummulative for 2002
Escherichia coli, Enterohemorrhagic, shiga toxin positive, not serogrouped cummulative for 2001
Giardiasis cummulative for 2002
Gonorrhea cummulative for 2002
Gonorrhea cummulative for 2001
Haemophilus influenzae, Invasive, All ages, All serotypes cummulative for 2002
Haemophilus influenzae, Invasive, All ages, All serotypes cummulative for 2001
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2002
Haemophilus influenzae, Invasive, Age < 5 years, Serotype B cummulative for 2001

tab delimited data:
test
UNITED STATES	37	19	16,631	318,796	352,511	1,445	1,448	27	23												
NEW ENGLAND	1	1	1,646	7,439	6,832	125	111	-	1												
Maine	-	-	212	140	141	2	2	-	-												
N.H.	-	-	43	121	176	10	7	-	-												
Vt.	1	1	145	96	75	7	5	-	-												
Mass.	-	-	830	3,212	3,133	50	42	-	1												
R.I.	-	-	156	914	818	10	7	-	-												
Conn.	-	-	260	2,956	2,489	46	48	-	-												
MID. ATLANTIC	-	3	3,637	38,005	42,895	258	224	6	3												
Upstate N.Y.	-	-	1,226	8,492	8,709	117	79	2	-												
N.Y. City	-	-	1,319	10,903	12,422	63	58	-	-												
N.J.	-	-	351	6,705	8,545	48	48	-	-												
Pa.	-	3	741	11,905	13,219	30	39	4	3												
E.N. CENTRAL	13	7	3,186	63,621	73,930	202	271	4	2												
Ohio	12	7	934	17,173	20,808	77	74	-	1												
Ind.	-	-	-	7,116	6,901	42	51	2	-												
Ill.	-	-	736	19,060	23,521	58	99	-	-												
Mich.	1	-	904	14,415	16,713	17	13	2	-												
Wis.	-	-	612	5,857	5,987	8	34	-	1												
W.N. CENTRAL	4	4	2,025	16,194	16,723	70	78	1	1												
Minn.	-	-	821	2,887	2,657	47	46	1	-												
Iowa	-	-	307	1,229	1,330	1	-	-	-												
Mo.	N	N	485	8,471	8,595	12	20	-	-												
N. Dak.	2	4	28	47	55	-	7	-	-												
S. Dak.	-	-	73	262	280	-	-	-	-												
Nebr.	-	-	133	723	1,153	1	3	-	1												
Kans.	2	-	178	2,575	2,653	9	2	-	-												
S. ATLANTIC	1	-	2,759	82,662	90,459	346	358	4	1												
Del.	-	-	51	1,552	1,693	-	-	-	-												
Md.	-	-	114	9,022	9,144	89	88	2	-												
D.C.	-	-	45	2,619	2,840	-	-	-	-												
Va.	-	-	328	9,523	10,649	32	28	-	-												
W. Va.	1	-	59	875	719	16	16	-	1												
N.C.	-	-	-	15,445	16,014	31	49	-	-												
S.C.	-	-	128	6,918	10,801	14	8	-	-												
Ga.	-	-	754	16,744	17,561	76	99	-	-												
Fla.	-	-	1,280	19,964	21,038	88	70	2	-												
E.S. CENTRAL	8	3	379	27,104	32,072	66	76	1	-												
Ky.	8	3	-	3,716	3,547	7	2	-	-												
Tenn.	-	-	176	9,069	9,883	34	44	-	-												
Ala.	-	-	203	8,459	11,014	16	28	1	-												
Miss.	-	-	-	5,860	7,628	9	2	-	-												
W.S. CENTRAL	4	-	246	46,272	51,389	61	57	2	3												
Ark.	-	-	169	4,412	4,604	1	2	-	-												
La.	-	-	5	11,176	12,202	11	10	-	1												
Okla.	-	-	72	4,519	4,765	45	43	-	-												
Tex.	4	-	-	26,165	29,818	4	2	2	2												
MOUNTAIN	6	1	1,676	10,427	10,238	188	144	6	8												
Mont.	-	-	93	119	101	-	-	-	-												
Idaho	-	-	132	94	74	2	2	-	-												
Wyo.	-	-	29	63	77	1	1	-	-												
Colo.	6	1	564	3,344	3,148	34	38	-	-												
N. Mex.	-	-	136	1,322	1,021	27	28	-	1												
Ariz.	-	-	238	3,566	3,863	94	54	4	4												
Utah	-	-	327	278	216	18	9	1	1												
Nev.	-	-	157	1,641	1,738	12	12	1	2												
PACIFIC	-	-	1,077	27,072	27,973	129	129	3	4												
Wash.	-	-	398	2,848	2,937	4	7	2	-												
Oreg.	-	-	441	893	1,125	62	38	-	-												
Calif.	-	-	45	22,027	22,882	25	55	1	4												
Alaska	-	-	106	593	435	2	6	-	-												
Hawaii	-	-	87	711	594	36	23	-	-												
Guam	-	-	-	-	48	-	-	-	-												
P.R.	-	-	38	292	586	1	2	-	-												
V.I.	-	-	-	31	35	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	U												
C.N.M.I.	-	U	1	14	U	-	U	-	U												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting year 2002 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


