
TABLE II. (Part 4)  Provisional cases of selected notifiable diseases, United States, week ending October 31, 2009 (WEEK 43)*

column labels in same order that data fields appears in each record below:
Reporting Area
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2009
Lyme disease cummulative for 2008
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2009
Malaria cummulative for 2008
Meningococcal diseases, invasive †, all serogroups current week
Meningococcal diseases, invasive †, all serogroups previous 52 weeks median 
Meningococcal diseases, invasive †, all serogroups previous 52 weeks maximum 
Meningococcal diseases, invasive †, all serogroups cummulative for 2009
Meningococcal diseases, invasive †, all serogroups cummulative for 2008

tab delimited data:
test
UNITED STATES	230	438	1,821	25,196	28,928	8	22	44	971	1,030	4	16	48	706	982						
NEW ENGLAND	13	70	417	4,990	10,533	-	1	5	38	48	-	0	4	26	29						
Conn.	-	0	50	-	3,602	-	0	4	5	10	-	0	1	2	1						
Maine	12	10	76	787	696	-	0	1	2	1	-	0	1	4	5						
Mass.	-	23	282	2,789	4,283	-	0	3	22	27	-	0	3	12	18						
N.H.	-	11	82	898	1,478	-	0	1	3	4	-	0	1	3	4						
R.I.	-	0	78	188	121	-	0	1	4	2	-	0	1	4	1						
Vt.	1	4	38	328	353	-	0	1	2	4	-	0	1	1	-						
MID. ATLANTIC	156	249	1,401	14,559	11,436	-	6	13	243	281	-	2	6	74	109						
N.J.	-	35	322	3,536	3,179	-	0	1	1	62	-	0	2	8	14						
N.Y. (Upstate)	70	79	1,368	3,638	4,098	-	1	10	41	28	-	0	2	18	27						
N.Y. City	-	3	23	184	719	-	3	11	157	155	-	0	2	13	24						
Pa.	86	55	627	7,201	3,440	-	1	4	44	36	-	1	4	35	44						
E.N. CENTRAL	1	17	206	1,977	2,181	1	3	10	129	133	-	3	9	120	173						
Ill.	-	1	11	115	103	-	1	4	51	68	-	1	6	30	67						
Ind.	-	1	6	53	39	-	0	3	15	5	-	0	3	28	23						
Mich.	-	1	10	93	79	1	0	3	25	14	-	0	5	18	31						
Ohio	1	0	5	49	42	-	0	6	31	28	-	1	3	34	33						
Wis.	-	14	189	1,667	1,918	-	0	1	7	18	-	0	2	10	19						
W.N. CENTRAL	15	4	336	214	831	1	1	8	56	64	-	1	9	58	85						
Iowa	-	1	14	83	104	-	0	1	10	11	-	0	1	7	18						
Kans.	-	0	2	14	15	-	0	1	4	9	-	0	2	8	5						
Minn.	15	0	326	90	692	1	0	8	24	23	-	0	4	11	22						
Mo.	-	0	2	10	6	-	0	2	11	13	-	0	3	22	23						
Nebr.	-	0	3	16	11	-	0	1	6	8	-	0	1	7	11						
N. Dak.	-	0	10	-	-	-	0	0	-	-	-	0	3	1	3						
S. Dak.	-	0	1	1	3	-	0	1	1	-	-	0	1	2	3						
S. ATLANTIC	40	63	222	3,176	3,652	1	6	17	284	250	-	2	9	126	139						
Del.	4	12	64	846	687	-	0	1	4	2	-	0	1	3	2						
D.C.	-	0	5	19	64	-	0	2	5	4	-	0	0	-	-						
Fla.	13	1	9	96	69	-	2	7	82	49	-	1	4	46	47						
Ga.	1	0	6	46	34	1	1	5	62	50	-	0	2	25	16						
Md.	-	26	118	1,460	1,923	-	1	5	58	69	-	0	1	8	16						
N.C.	-	0	14	56	30	-	0	5	21	24	-	0	5	18	12						
S.C.	-	0	3	28	23	-	0	1	4	9	-	0	1	11	20						
Va.	22	11	61	483	702	-	1	5	46	41	-	0	1	10	21						
W. Va.	-	0	33	142	120	-	0	1	2	2	-	0	2	5	5						
E.S. CENTRAL	-	0	2	27	43	-	0	3	26	17	-	0	3	25	45						
Ala.	-	0	1	2	9	-	0	3	7	4	-	0	1	7	8						
Ky.	-	0	1	1	5	-	0	2	9	4	-	0	1	4	7						
Miss.	-	0	0	-	1	-	0	1	1	1	-	0	1	3	10						
Tenn.	-	0	2	24	28	-	0	3	9	8	-	0	1	11	20						
W.S. CENTRAL	-	1	21	40	99	-	1	10	42	72	2	1	12	70	101						
Ark.	-	0	0	-	-	-	0	1	4	-	-	0	2	8	13						
La.	-	0	0	-	3	-	0	1	3	3	-	0	3	11	22						
Okla.	-	0	2	-	-	-	0	2	2	2	-	0	3	11	12						
Tex.	-	1	21	40	96	-	1	9	33	67	2	1	9	40	54						
