
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending May 24, 2008 (WEEK 21)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages current week
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, all ages cummulative for 2007
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years current week
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2008
Streptococcus pneumoniae, invasive disease, drug resistant †, age <5 years cummulative for 2007
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2008
Syphillis, primary & secondary cummulative for 2007

tab delimited data:
test
UNITED STATES	39	46	252	1,261	1,302	10	7	38	204	213	72	224	328	4,179	4,097						
NEW ENGLAND	-	1	38	24	79	-	0	8	3	9	6	6	14	114	90						
Conn.	-	0	34	-	49	-	0	7	-	4	1	0	6	8	11						
Maine	-	0	2	10	7	-	0	1	1	1	-	0	2	2	2						
Mass.	-	0	0	-	-	-	0	0	-	-	5	4	11	98	53						
N.H.	-	0	0	-	-	-	0	0	-	-	-	0	3	4	10						
R.I.	-	0	3	5	12	-	0	1	1	2	-	0	3	2	12						
Vt.	-	0	2	9	11	-	0	1	1	2	-	0	5	-	2						
MID. ATLANTIC	3	2	7	75	79	1	0	2	14	19	20	32	45	711	627						
N.J.	-	0	0	-	-	-	0	0	-	-	-	4	10	86	76						
N.Y. (Upstate)	-	1	4	23	25	-	0	1	4	8	3	3	10	52	48						
N.Y. City	-	0	0	-	-	-	0	0	-	-	16	17	30	449	397						
Pa.	3	1	7	52	54	1	0	2	10	11	1	5	12	124	106						
E.N. CENTRAL	6	14	46	365	346	3	2	14	58	61	6	17	31	358	337						
Ill.	-	3	13	51	60	-	0	6	11	25	-	7	19	62	169						
Ind.	-	3	28	112	72	-	0	11	13	8	-	1	6	58	16						
Mich.	-	0	1	4	-	-	0	1	1	-	5	2	17	92	46						
