
TABLE III. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending June 3, 2000 (WEEK 22)*

column labels in same order that data fields appears in each record below:
Reporting Area
H. influenzae, Invasive cummulative for 2000
H. influenzae, Invasive cummulative for 1999
Hepatitis (Viral), Type A cummulative for 2000
Hepatitis (Viral), Type A cummulative for 1999
Hepatitis (Viral), Type B cummulative for 2000
Hepatitis (Viral), Type B cummulative for 1999
Measles (Rubeola), Indigenous current week 
Measles (Rubeola), Indigenous cummulative for 2000
Measles (Rubeola), Imported current week 
Measles (Rubeola), Imported cummulative for 2000
Measles (Rubeola), Total cummulative for 2000
Measles (Rubeola), Total cummulative for 1999

tab delimited data:
test
UNITED STATES	525	526	4,685	8,133	2,404	2,804	1	14	-	5	19	52									
NEW ENGLAND	36	40	101	90	23	62	-	-	-	-	-	9									
Maine	1	4	7	2	5	-	-	-	-	-	-	-									
N.H.	6	7	11	7	9	6	-	-	-	-	-	1									
Vt.	2	4	3	1	3	1	-	-	-	-	-	-									
Mass.	20	17	46	30	4	27	-	-	-	-	-	6									
R.I.	1	-	1	9	2	11	-	-	-	-	-	-									
Conn.	6	8	33	41	-	17	U	-	U	-	-	2									
MID. ATLANTIC	77	84	201	520	231	416	-	-	-	-	-	2									
Upstate N.Y.	34	32	95	101	54	87	-	-	-	-	-	2									
N.Y. City	18	27	106	136	177	128	-	-	-	-	-	-									
N.J.	19	23	-	67	-	61	-	-	-	-	-	-									
Pa.	6	2	-	216	-	140	-	-	-	-	-	-									
E.N. CENTRAL	65	84	582	1,431	270	259	-	3	-	-	3	1									
Ohio	28	31	131	331	48	43	-	2	-	-	2	-									
Ind.	10	12	23	52	20	23	-	-	-	-	-	1									
Ill.	22	34	206	287	43	-	-	-	-	-	-	-									
Mich.	5	7	209	720	158	173	-	1	-	-	1	-									
Wis.	-	-	13	41	1	20	-	-	-	-	-	-									
W.N. CENTRAL	30	23	535	322	216	123	1	2	-	-	2	-									
Minn.	15	12	115	25	15	16	-	-	-	-	-	-									
Iowa	-	2	44	68	20	21	1	1	-	-	1	-									
Mo.	5	2	260	191	139	71	-	-	-	-	-	-									
N. Dak.	1	-	-	1	2	-	-	-	-	-	-	-									
S. Dak.	-	1	-	8	-	1	-	-	-	-	-	-									
Nebr.	3	3	17	21	18	11	-	-	-	-	-	-									
Kans.	6	3	99	8	22	3	-	1	-	-	1	-									
S. ATLANTIC	145	115	554	730	482	420	-	-	-	-	-	4									
Del.	-	-	-	2	-	-	-	-	-	-	-	-									
Md.	33	30	69	142	54	82	-	-	-	-	-	-									
D.C.	-	3	3	33	5	11	-	-	-	-	-	-									
Va.	28	10	65	63	66	41	-	-	-	-	-	3									
W. Va.	5	4	39	14	4	11	-	-	-	-	-	-									
N.C.	13	21	85	51	115	100	-	-	-	-	-	-									
S.C.	6	2	16	16	3	37	U	-	U	-	-	-									
Ga.	40	26	74	224	81	52	-	-	-	-	-	-									
Fla.	20	19	203	185	154	86	-	-	-	-	-	1									
E.S. CENTRAL	26	38	203	196	189	196	-	-	-	-	-	2									
Ky.	9	5	21	36	37	15	-	-	-	-	-	2									
Tenn.	14	19	80	79	85	85	-	-	-	-	-	-									
Ala.	3	12	28	33	24	48	-	-	-	-	-	-									
Miss.	-	2	74	48	43	48	-	-	-	-	-	-									
W.S. CENTRAL	29	35	826	2,351	290	466	-	-	-	-	-	3									
Ark.	-	1	79	21	43	36	-	-	-	-	-	-									
La.	6	9	28	70	50	93	-	-	-	-	-	-									
Okla.	21	23	135	248	56	53	-	-	-	-	-	-									
Tex.	2	2	584	2,012	141	284	-	-	-	-	-	3									
MOUNTAIN	60	51	396	627	195	256	-	8	-	1	9	1									
Mont.	-	1	1	12	3	15	-	-	-	-	-	-									
Idaho	2	1	14	26	4	14	-	-	-	-	-	-									
Wyo.	-	1	6	4	-	5	U	-	U	-	-	-									
Colo.	11	7	78	116	42	40	-	1	-	1	2	-									
N. Mex.	12	11	38	21	44	88	-	-	-	-	-	-									
Ariz.	30	27	201	372	73	57	-	-	-	-	-	1									
Utah	4	2	30	23	12	13	-	3	-	-	3	-									
Nev.	1	1	28	53	17	24	U	4	U	-	4	-									
PACIFIC	57	56	1,287	1,866	508	606	-	1	-	4	5	30									
Wash.	3	1	128	114	25	25	-	-	-	-	-	5									
Oreg.	17	21	102	130	41	51	-	-	-	-	-	10									
Calif.	22	28	1,052	1,609	433	516	-	-	-	3	3	15									
Alaska	2	4	5	4	4	9	-	1	-	-	1	-									
Hawaii	13	2	-	9	5	5	-	-	-	1	1	-									
Guam	-	-	-	2	-	2	U	-	U	-	-	1									
P.R.	-	1	50	128	33	120	-	-	-	-	-	-									
V.I.	-	U	-	U	-	U	U	-	U	-	-	U									
Amer. Samoa	-	U	-	U	-	U	U	-	U	-	-	U									
C.N.M.I.	-	U	-	U	-	U	U	-	U	-	-	U									

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1999 and 2000 are provisional and cumulative (year-to-date).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


