
TABLE II. (Part 8)  Provisional cases of selected notifiable diseases, United States, week ending September 15, 2012 (WEEK 37)*

column labels in same order that data fields appears in each record below:
Reporting Area
Rabies, animal current week
Rabies, animal previous 52 weeks median 
Rabies, animal previous 52 weeks maximum 
Rabies, animal cummulative for 2012
Rabies, animal cummulative for 2011
Salmonellosis current week
Salmonellosis previous 52 weeks median 
Salmonellosis previous 52 weeks maximum 
Salmonellosis cummulative for 2012
Salmonellosis cummulative for 2011
Shiga toxin-producing E. coli(STEC)† current week
Shiga toxin-producing E. coli(STEC)† previous 52 weeks median 
Shiga toxin-producing E. coli(STEC)† previous 52 weeks maximum 
Shiga toxin-producing E. coli(STEC)† cummulative for 2012
Shiga toxin-producing E. coli(STEC)† cummulative for 2011

tab delimited data:
test
UNITED STATES	49	65	119	2,306	3,237	907	956	1,597	31,435	35,689	87	106	173	3,417	4,217						
NEW ENGLAND	4	7	16	282	244	9	37	73	1,348	1,626	-	3	9	134	169						
Conn.	-	3	8	129	139	-	7	18	326	368	-	1	5	38	42						
Maine	2	1	6	71	52	-	3	11	117	102	-	0	3	11	23						
Mass.	-	0	0	-	-	-	16	54	679	825	-	1	5	56	67						
N.H.	-	0	3	21	19	-	2	8	95	139	-	0	4	16	19						
R.I.	-	0	6	21	16	5	2	8	69	140	-	0	2	1	4						
Vt.	2	1	7	40	18	4	1	8	62	52	-	0	2	12	14						
MID. ATLANTIC	16	12	29	374	611	93	91	187	3,301	4,251	8	10	19	359	486						
N.J.	-	0	0	-	-	-	16	31	422	928	-	1	8	37	104						
N.Y. (Upstate)	16	7	20	330	271	41	25	67	913	1,001	5	3	12	137	154						
N.Y. City	-	0	1	-	11	27	20	45	867	859	-	2	7	66	64						
Pa.	-	0	15	44	329	25	28	56	1,099	1,463	3	3	10	119	164						
E.N. CENTRAL	1	3	13	135	162	51	79	175	3,239	3,918	24	14	32	533	750						
Ill.	-	0	6	58	46	-	27	70	1,088	1,313	-	2	10	85	178						
Ind.	-	0	3	6	27	-	12	23	448	485	-	2	8	89	98						
Mich.	-	0	5	36	54	6	16	42	601	617	15	3	10	126	106						
Ohio	1	0	7	35	35	45	22	53	968	892	9	3	20	166	128						
Wis.	N	0	0	N	N	-	5	17	134	611	-	2	17	67	240						
W.N. CENTRAL	-	2	15	103	145	47	52	104	2,013	2,222	6	17	44	520	745						
Iowa	-	0	3	13	21	4	8	30	448	350	-	2	13	118	158						
Kans.	-	1	4	46	24	3	9	27	351	313	-	2	6	51	76						
Minn.	-	0	4	-	41	-	0	25	-	539	-	0	13	-	218						
Mo.	-	0	3	24	19	28	16	49	806	674	3	5	31	228	173						
Nebr.	-	0	2	-	29	12	5	26	250	182	3	1	8	68	80						
N. Dak.	-	0	13	20	11	-	1	19	40	30	-	0	4	22	6						
S. Dak.	-	0	0	-	-	-	3	9	118	134	-	1	3	33	34						
S. ATLANTIC	22	19	45	721	879	375	296	643	9,420	9,776	8	11	31	434	434						
Del.	-	0	0	-	-	1	3	10	110	133	-	0	1	10	14						
D.C.	-	0	0	-	-	-	1	7	23	61	-	0	1	4	4						
Fla.	-	0	34	73	120	211	110	209	3,802	3,684	6	3	10	163	81						
Ga.	-	0	0	-	-	72	43	101	1,661	1,874	-	2	6	89	90						
Md.	-	5	16	221	233	22	17	34	642	749	-	1	5	47	50						
N.C.	-	0	0	-	-	16	38	230	1,446	1,346	-	1	26	41	88						
S.C.	N	0	0	N	N	31	25	64	909	1,061	-	0	7	18	15						
Va.	21	10	23	379	448	22	22	57	752	778	2	2	7	59	88						
W. Va.	1	1	6	48	78	-	1	52	75	90	-	0	2	3	4						
E.S. CENTRAL	-	1	6	53	127	43	68	199	2,665	2,927	6	5	14	209	228						
Ala.	-	1	5	42	66	16	20	52	695	824	-	1	3	38	63						
Ky.	-	0	2	11	12	-	9	47	423	411	2	1	8	60	49						
Miss.	-	0	0	-	-	8	24	87	811	946	-	0	3	19	26						
Tenn.	-	0	2	-	49	19	18	58	736	746	4	2	12	92	90						
W.S. CENTRAL	1	13	40	484	841	162	144	374	4,253	5,115	2	9	92	334	351						
Ark.	-	0	20	76	40	66	14	57	598	550	1	1	6	38	29						
La.	-	0	1	-	4	-	23	50	759	1,049	-	0	3	19	15						
Okla.	-	0	21	28	31	24	15	102	506	463	1	1	16	55	44						
Tex.	1	10	29	380	766	72	79	227	2,390	3,053	-	7	76	222	263						
MOUNTAIN	5	1	5	59	54	24	42	82	1,475	1,902	8	10	28	379	538						
Ariz.	N	0	0	N	N	11	15	28	488	604	-	2	6	89	99						
Colo.	-	0	0	-	-	-	7	20	272	404	-	1	6	41	123						
Idaho	-	0	1	1	3	2	2	7	91	113	5	1	11	79	81						
Mont.	N	0	0	N	N	3	2	8	86	94	1	0	5	33	31						
Nev.	3	0	3	11	11	5	3	12	128	127	2	0	5	22	31						
N. Mex.	-	0	5	35	10	-	5	15	186	255	-	1	5	39	35						
Utah	2	0	2	12	7	1	5	12	179	249	-	1	10	59	120						
Wyo.	-	0	1	-	23	2	1	8	45	56	-	0	8	17	18						
PACIFIC	-	3	14	95	174	103	95	179	3,721	3,952	25	16	36	515	516						
Alaska	-	0	1	6	11	-	1	5	41	44	-	0	0	-	-						
Calif.	-	2	12	78	148	53	65	134	2,640	3,019	1	7	18	238	330						
Hawaii	-	0	0	-	-	12	5	58	293	237	-	0	2	10	6						
Oreg.	-	0	2	11	15	3	7	16	264	265	2	3	10	130	82						
Wash.	-	0	11	-	-	35	12	42	483	387	22	3	18	137	98						
Amer. Samoa	N	0	0	N	N	-	1	2	4	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	2	-	17	-	0	0	-	-						
P.R.	-	0	5	27	32	-	1	19	32	344	-	0	2	2	-						
V.I.	-	0	0	-	-	-	0	6	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2011 and 2012 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.

† Includes E. coli O157:H7; Shiga toxin positive, serogroup non-O157; and Shiga toxin positive, not serogrouped.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


