
TABLE II. (Part 9)  Provisional cases of selected notifiable diseases, United States, week ending August 27, 2005 (WEEK 34)*

column labels in same order that data fields appears in each record below:
Reporting Area
Tuberculosis cummulative for 2005
Tuberculosis cummulative for 2004
Typhoid Fever cummulative for 2005
Typhoid Fever cummulative for 2004
Varicella (Chicken Pox) cummulative for 2005
Varicella (Chicken Pox) cummulative for 2004
West Nile virus disease § Neuroinvasive cummulative for 2005
West Nile virus disease § Neuroinvasive cummulative for 2004
West Nile virus disease § Non-neuroinvasive † cummulative for 2005

tab delimited data:
test
UNITED STATES	6,862	8,550	147	205	15,795	19,182	275	831	385												
NEW ENGLAND	216	274	16	17	985	2,011	-	-	-												
Maine	9	13	1	-	210	180	-	-	-												
N.H.	4	10	-	-	201	-	-	-	-												
Vt.	4	2	-	-	36	413	-	-	-												
Mass.	131	156	9	14	538	141	-	-	-												
R.I.	18	35	1	1	-	-	-	-	-												
Conn.	50	58	5	2	U	1,277	-	-	-												
MID. ATLANTIC	1,276	1,312	31	48	3,119	72	3	6	4												
Upstate N.Y.	163	183	5	6	-	-	-	1	-												
N.Y. City	619	660	9	19	-	-	-	2	-												
N.J.	303	282	9	13	-	-	-	-	-												
Pa.	191	187	8	10	3,119	72	3	3	4												
E.N. CENTRAL	835	767	11	25	4,458	8,338	42	37	20												
Ohio	161	129	1	5	993	1,030	9	5	2												
Ind.	85	83	-	-	482	N	1	2	-												
Ill.	398	340	2	10	50	4,270	29	18	16												
Mich.	135	154	4	8	2,637	2,538	2	8	1												
Wis.	56	61	4	2	296	500	1	4	1												
W.N. CENTRAL	286	297	3	7	283	135	40	52	136												
Minn.	126	111	2	3	-	-	5	10	8												
Iowa	26	23	-	-	N	N	1	7	1												
Mo.	65	81	1	2	195	5	1	19	2												
N. Dak.	2	3	-	-	12	75	2	2	14												
S. Dak.	9	8	-	-	76	55	19	5	90												
Nebr.	19	21	-	2	-	-	11	1	18												
Kans.	39	50	-	-	-	-	1	8	3												
S. ATLANTIC	1,541	1,771	24	30	1,381	1,675	6	43	7												
Del.	7	17	-	-	21	4	-	-	-												
Md.	182	176	7	10	-	-	1	6	-												
D.C.	33	60	-	-	23	19	-	1	-												
Va.	191	147	5	5	284	393	-	2	-												
W. Va.	17	14	-	-	703	949	-	-	N												
N.C.	164	188	2	3	-	N	1	1	1												
S.C.	143	127	-	-	350	310	-	-	-												
Ga.	241	391	2	4	-	-	-	8	1												
Fla.	563	651	8	8	-	-	4	25	5												
E.S. CENTRAL	345	419	5	6	-	5	7	44	5												
Ky.	67	68	2	2	N	N	-	-	-												
Tenn.	161	146	-	4	-	-	-	7	-												
Ala.	117	125	1	-	-	5	2	14	-												
Miss.	-	80	2	-	-	-	5	23	5												
W.S. CENTRAL	773	1,304	10	18	3,822	5,374	62	135	19												
Ark.	69	80	-	-	-	-	-	9	5												
La.	-	-	-	-	107	48	40	49	12												
Okla.	90	104	-	1	-	-	1	10	-												
Tex.	614	1,120	10	17	3,715	5,326	21	67	2												
MOUNTAIN	235	341	7	6	1,747	1,572	22	281	39												
Mont.	8	4	-	-	-	-	1	1	1												
Idaho	-	3	-	-	-	-	-	-	1												
Wyo.	-	2	-	-	43	26	-	2	-												
Colo.	47	81	2	1	1,235	1,243	2	35	19												
N. Mex.	8	20	-	-	121	U	6	22	3												
Ariz.	142	139	3	2	-	-	7	196	9												
Utah	19	27	1	1	348	303	3	4	4												
Nev.	11	65	1	2	-	-	3	21	2												
PACIFIC	1,355	2,065	40	48	-	-	93	233	155												
Wash.	153	144	4	4	N	N	-	-	-												
Oreg.	54	65	2	1	-	-	-	-	-												
Calif.	1,056	1,751	28	37	-	-	93	233	155												
Alaska	18	26	-	-	-	-	-	-	-												
Hawaii	74	79	6	6	-	-	-	-	-												
Guam	-	41	-	-	-	106	-	-	-												
P.R.	-	74	-	-	126	284	-	-	-												
V.I.	-	-	-	-	-	-	-	-	-												
Amer. Samoa	U	U	U	U	U	U	U	U	-												
C.N.M.I.	-	U	-	U	-	U	-	U	-												

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 2004 and 2005 are provisional and cumulative (year-to-date).

§ Updated weekly from reports to the Division of Vector-Borne Infectious Diseases, National Center for Infectious Diseases 
(ArboNet Surveillance).

† Not previously notifiable.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


