
TABLE II. (Part 6)  Provisional cases of selected notifiable diseases, United States, week ending March 23, 2013 (WEEK 12)*

column labels in same order that data fields appears in each record below:
Reporting Area
Legionellosis current week
Legionellosis previous 52 weeks median 
Legionellosis previous 52 weeks maximum 
Legionellosis cummulative for 2013
Legionellosis cummulative for 2012
Lyme disease current week
Lyme disease previous 52 weeks median 
Lyme disease previous 52 weeks maximum 
Lyme disease cummulative for 2013
Lyme disease cummulative for 2012
Malaria current week
Malaria previous 52 weeks median 
Malaria previous 52 weeks maximum 
Malaria cummulative for 2013
Malaria cummulative for 2012

tab delimited data:
test
UNITED STATES	10	63	155	413	472	31	463	1,526	1,257	3,160	4	23	52	154	190						
NEW ENGLAND	-	5	19	21	26	-	121	657	69	1,001	-	1	11	7	13						
Conn.	-	1	7	3	5	-	38	182	3	333	-	0	2	-	2						
Maine	-	0	3	4	2	-	16	69	30	95	-	0	1	-	-						
Mass.	-	3	11	8	11	-	47	343	2	402	-	0	4	5	10						
N.H.	-	0	2	1	4	-	16	96	11	132	-	0	2	2	-						
R.I.	-	0	6	3	4	-	1	39	3	7	-	0	10	-	-						
Vt.	-	0	2	2	-	-	8	29	20	32	-	0	1	-	1						
MID. ATLANTIC	5	14	45	96	117	15	197	664	802	1,484	2	6	13	36	38						
N.J.	-	2	12	13	20	-	50	166	241	524	-	0	4	6	-						
N.Y. (Upstate)	2	6	15	22	32	5	41	258	109	175	2	1	4	12	4						
N.Y. City	-	2	13	23	25	-	1	12	-	4	-	3	11	14	28						
Pa.	3	4	19	38	40	10	97	412	452	781	-	1	4	4	6						
E.N. CENTRAL	1	14	54	90	103	-	22	173	32	183	-	2	8	17	22						
Ill.	-	3	23	13	18	-	2	18	2	9	-	0	6	4	5						
Ind.	-	3	6	29	19	-	1	6	1	5	-	0	2	3	5						
Mich.	-	2	9	4	15	-	1	9	2	8	-	0	5	3	2						
Ohio	1	4	17	41	45	-	1	6	9	7	-	1	3	6	7						
Wis.	-	1	7	3	6	-	17	143	18	154	-	0	2	1	3						
W.N. CENTRAL	-	3	10	14	27	-	2	18	4	7	-	1	5	8	9						
Iowa	-	0	2	1	-	-	1	16	1	5	-	0	2	3	1						
Kans.	-	0	2	1	1	-	0	2	2	1	-	0	1	2	3						
Minn.	-	1	4	5	9	-	0	0	-	-	-	0	0	-	-						
Mo.	-	1	8	2	14	-	0	2	1	-	-	0	2	1	4						
Nebr.	-	0	2	4	1	-	0	2	-	-	-	0	1	1	1						
N. Dak.	-	0	1	-	1	-	0	1	-	-	-	0	1	-	-						
S. Dak.	-	0	1	1	1	-	0	1	-	1	-	0	2	1	-						
S. ATLANTIC	1	11	27	85	100	15	62	214	324	433	1	7	15	65	61						
Del.	-	0	2	-	5	2	10	30	57	105	-	0	1	-	1						
D.C.	N	0	0	N	N	N	0	0	N	N	-	0	0	-	2						
Fla.	-	4	11	40	40	1	2	6	15	24	1	1	3	17	17						
Ga.	-	1	4	7	12	-	0	3	6	4	-	1	6	10	4						
Md.	-	2	6	12	17	9	28	98	187	187	-	2	8	31	16						
N.C.	-	1	8	13	6	-	0	29	7	1	-	0	8	-	2						
S.C.	-	0	3	2	4	-	1	3	-	7	-	0	2	-	3						
Va.	1	2	4	10	10	3	17	166	49	93	-	1	4	7	16						
W. Va.	-	0	3	1	6	-	1	10	3	12	-	0	1	-	-						
E.S. CENTRAL	1	2	7	19	12	-	1	5	8	5	-	0	4	6	5						
Ala.	-	0	2	3	2	-	0	2	3	1	-	0	2	1	2						
Ky.	-	0	4	4	4	-	0	4	3	2	-	0	2	3	2						
Miss.	-	0	2	3	1	-	0	1	-	1	-	0	1	-	1						
Tenn.	1	1	3	9	5	-	0	4	2	1	-	0	2	2	-						
W.S. CENTRAL	-	4	31	28	24	-	1	8	1	5	1	1	13	2	10						
Ark.	-	0	3	2	1	-	0	0	-	-	-	0	1	-	-						
La.	-	0	3	7	3	-	0	1	-	1	-	0	2	1	-						
Okla.	-	0	9	-	-	-	0	0	-	-	1	0	4	1	4						
Tex.	-	2	28	19	20	-	1	8	1	4	-	1	13	-	6						
MOUNTAIN	-	2	7	19	19	-	0	5	5	6	-	1	6	4	11						
Ariz.	-	0	3	2	6	-	0	2	-	1	-	0	3	1	1						
Colo.	-	0	3	4	6	-	0	0	-	-	-	0	3	-	4						
Idaho	-	0	2	3	1	-	0	3	5	2	-	0	1	-	1						
Mont.	-	0	1	1	-	-	0	1	-	-	-	0	0	-	-						
Nev.	-	0	2	2	3	-	0	2	-	1	-	0	1	3	4						
N. Mex.	-	0	2	3	-	-	0	1	-	-	-	0	1	-	-						
Utah	-	0	5	4	2	-	0	1	-	1	-	0	2	-	1						
Wyo.	-	0	1	-	1	-	0	1	-	1	-	0	0	-	-						
PACIFIC	2	3	16	41	44	1	2	8	12	36	-	2	7	9	21						
Alaska	-	0	0	-	-	-	0	1	-	3	-	0	1	-	1						
Calif.	1	2	10	26	32	-	1	4	5	20	-	1	5	5	18						
Hawaii	-	0	1	1	-	N	0	0	N	N	-	0	1	-	1						
Oreg.	-	0	3	6	10	1	1	6	7	13	-	0	2	-	1						
Wash.	1	0	9	8	2	-	0	4	-	-	-	0	5	4	-						
Amer. Samoa	N	0	0	N	N	N	0	0	N	N	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
P.R.	-	0	0	-	-	N	0	0	N	N	-	0	0	-	-						
V.I.	-	0	0	-	-	N	0	0	N	N	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting years 2012 and 2013 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for TB are displayed in Table IV, which appears quarterly.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


