
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending May 12, 2007 (WEEK 19)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2007
Chlamydia† cummulative for 2006
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2007
Coccidioidomycosis cummulative for 2006
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2007
Cryptosporidiosis cummulative for 2006

tab delimited data:
test
UNITED STATES	11,098	19,916	25,550	341,530	366,652	127	151	661	2,884	3,095	26	68	302	839	937						
NEW ENGLAND	569	673	1,360	11,798	11,356	-	0	0	-	-	-	3	22	39	75						
Conn.	266	201	829	2,989	2,835	N	0	0	N	N	-	0	10	10	38						
Maine	49	46	74	919	766	-	0	0	-	-	-	0	6	9	9						
Mass.	153	303	604	5,650	5,414	-	0	0	-	-	-	0	14	-	22						
N.H.	33	38	69	713	667	-	0	0	-	-	-	1	5	8	4						
R.I.	68	63	108	1,237	1,225	-	0	0	-	-	-	0	5	5	-						
Vt.	-	20	45	290	449	N	0	0	N	N	-	1	4	7	2						
MID. ATLANTIC	2,312	2,570	4,281	50,747	44,790	-	0	0	-	-	3	10	33	101	154						
N.J.	-	377	541	5,132	7,022	N	0	0	N	N	-	0	1	-	9						
N.Y. (Upstate)	466	509	2,745	9,009	8,139	N	0	0	N	N	3	3	13	37	31						
N.Y. City	381	768	1,523	15,633	15,268	N	0	0	N	N	-	2	10	19	43						
Pa.	1,465	819	1,331	20,973	14,361	N	0	0	N	N	-	3	18	45	71						
E.N. CENTRAL	1,521	3,186	6,184	60,160	62,777	-	1	3	10	15	2	15	110	189	212						
Ill.	468	987	1,270	16,266	20,281	-	0	0	-	-	-	2	22	17	27						
Ind.	327	376	644	7,652	7,559	-	0	0	-	-	-	1	18	15	15						
Mich.	352	765	1,225	13,203	10,989	-	0	3	8	11	-	3	10	45	34						
Ohio	274	649	3,648	16,439	16,006	-	0	2	2	4	2	5	33	66	74						
Wis.	100	376	528	6,600	7,942	N	0	0	N	N	-	4	53	46	62						
W.N. CENTRAL	322	1,192	1,445	17,831	22,597	-	0	54	3	-	2	11	77	127	140						
Iowa	122	165	238	3,106	3,143	N	0	0	N	N	1	2	28	22	12						
Kans.	64	152	266	2,886	3,002	N	0	0	N	N	-	1	8	18	19						
Minn.	2	243	314	3,379	4,822	-	0	54	-	-	-	2	25	31	55						
Mo.	-	440	628	5,220	8,098	-	0	1	3	-	1	2	21	25	29						
Nebr.	74	105	185	1,890	1,867	N	0	0	N	N	-	1	16	6	10						
N. Dak.	8	28	64	446	709	N	0	0	N	N	-	0	1	1	1						
S. Dak.	52	49	84	904	956	N	0	0	N	N	-	1	7	24	14						
S. ATLANTIC	1,802	3,588	7,061	51,287	70,136	-	0	1	1	2	16	17	68	228	215						
Del.	58	69	111	1,287	1,310	N	0	0	N	N	-	0	3	2	-						
D.C.	97	75	161	1,967	1,087	-	0	0	-	-	-	0	2	3	6						
Fla.	-	928	1,187	3,300	17,086	N	0	0	N	N	9	7	32	111	90						
Ga.	-	700	3,811	7,608	12,294	N	0	0	N	N	-	5	12	52	59						
Md.	323	390	669	5,616	7,396	-	0	1	1	2	-	0	2	10	6						
N.C.	769	624	1,207	11,205	13,334	-	0	0	-	-	7	1	11	20	29						
S.C.	-	410	2,105	10,184	8,042	N	0	0	N	N	-	1	14	13	8						
Va.	497	479	685	9,149	8,499	N	0	0	N	N	-	1	5	15	15						
W. Va.	58	56	80	971	1,088	N	0	0	N	N	-	0	3	2	2						
E.S. CENTRAL	1,095	1,489	2,095	28,218	27,914	-	0	0	-	-	-	3	14	47	36						
Ala.	-	419	539	6,366	9,032	N	0	0	N	N	-	0	11	17	13						
Ky.	134	126	691	2,752	3,561	N	0	0	N	N	-	1	3	16	10						
Miss.	415	414	959	8,477	6,107	N	0	0	N	N	-	0	8	8	3						
Tenn.	546	530	701	10,623	9,214	N	0	0	N	N	-	1	5	6	10						
W.S. CENTRAL	1,364	2,182	3,028	40,048	40,974	-	0	1	-	-	-	5	45	32	43						
Ark.	93	168	337	3,143	3,003	N	0	0	N	N	-	0	2	2	5						
La.	85	315	610	5,210	6,244	-	0	1	-	-	-	1	9	14	-						
Okla.	170	263	472	4,641	4,014	N	0	0	N	N	-	0	4	11	11						
Tex.	1,016	1,459	1,911	27,054	27,713	N	0	0	N	N	-	2	36	5	27						
MOUNTAIN	360	1,331	2,025	19,945	23,877	97	100	296	2,007	2,216	3	4	40	54	35						
Ariz.	45	479	993	6,455	7,187	97	97	296	1,965	2,152	1	0	4	13	4						
Colo.	64	312	416	3,229	5,748	N	0	0	N	N	2	1	7	13	9						
Idaho	-	44	253	1,263	1,169	N	0	0	N	N	-	0	5	4	4						
Mont.	1	52	144	895	861	N	0	0	N	N	-	0	26	4	5						
Nev.	135	167	397	3,327	2,816	-	1	3	15	30	-	0	3	3	3						
N. Mex.	-	171	324	2,591	3,713	-	0	3	7	6	-	0	5	9	5						
Utah	115	96	200	1,750	1,836	-	1	4	20	26	-	0	3	1	5						
Wyo.	-	28	46	435	547	-	0	0	-	2	-	0	11	7	-						
PACIFIC	1,753	3,362	4,360	61,496	62,231	30	53	311	863	862	-	1	5	22	27						
Alaska	79	87	157	1,558	1,520	N	0	0	N	N	-	0	1	-	1						
Calif.	1,194	2,651	3,627	48,166	48,425	30	53	311	863	862	-	0	0	-	-						
Hawaii	2	107	130	1,772	2,119	N	0	0	N	N	-	0	1	-	-						
Oreg.	138	161	394	3,386	3,522	N	0	0	N	N	-	1	4	22	26						
Wash.	340	348	621	6,614	6,645	N	0	0	N	N	-	0	0	-	-						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	-	-	U	U	U	-	-	U	U	U	-	-	U	U						
Guam	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
P.R.	150	114	235	2,654	1,826	N	0	0	N	N	N	0	0	N	N						
V.I.	U	4	9	U	U	U	0	0	U	U	U	0	0	U	U						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2006 and 2007 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


