
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending January 7, 2006 (WEEK 01)*

column labels in same order that data fields appears in each record below:
Reporting Area
Chlamydia† current week
Chlamydia† previous 52 weeks median 
Chlamydia† previous 52 weeks maximum 
Chlamydia† cummulative for 2006
Chlamydia† cummulative for 2005
Coccidioidomycosis current week
Coccidioidomycosis previous 52 weeks median 
Coccidioidomycosis previous 52 weeks maximum 
Coccidioidomycosis cummulative for 2006
Coccidioidomycosis cummulative for 2005
Cryptosporidiosis current week
Cryptosporidiosis previous 52 weeks median 
Cryptosporidiosis previous 52 weeks maximum 
Cryptosporidiosis cummulative for 2006
Cryptosporidiosis cummulative for 2005

tab delimited data:
test
UNITED STATES	3,770	18,429	20,381	3,770	14,695	14	88	275	14	122	17	67	864	17	30						
NEW ENGLAND	299	589	1,156	299	549	-	0	0	-	-	-	4	33	-	-						
Conn.	-	146	680	-	147	N	0	0	N	N	-	0	14	-	-						
Maine	-	45	74	-	53	N	0	0	N	N	-	0	2	-	-						
Mass.	208	276	417	208	227	-	0	0	-	-	-	1	15	-	-						
N.H.	21	34	65	21	31	-	0	0	-	-	-	0	3	-	-						
R.I.	70	63	99	70	82	-	0	0	-	-	-	0	4	-	-						
Vt.	-	19	43	-	9	-	0	0	-	-	-	0	5	-	-						
MID. ATLANTIC	276	2,218	3,095	276	1,590	-	0	0	-	-	1	9	612	1	8						
N.J.	-	360	529	-	393	N	0	0	N	N	-	0	11	-	-						
N.Y. (Upstate)	23	498	728	23	69	N	0	0	N	N	-	3	574	-	1						
N.Y. City	-	684	1,168	-	537	-	0	0	-	-	-	2	15	-	3						
Pa.	253	728	1,046	253	591	N	0	0	N	N	1	3	21	1	4						
E.N. CENTRAL	753	3,040	4,039	753	2,449	-	0	3	-	-	4	12	162	4	7						
Ill.	371	849	1,640	371	200	-	0	0	-	-	-	1	15	-	-						
Ind.	93	381	558	93	404	N	0	0	N	N	-	1	13	-	-						
Mich.	268	536	1,015	268	18	-	0	3	-	-	-	2	7	-	2						
Ohio	4	803	1,715	4	1,424	N	0	0	N	N	4	4	109	4	5						
Wis.	17	380	455	17	403	N	0	0	N	N	-	4	38	-	-						
W.N. CENTRAL	271	1,112	1,292	271	753	-	0	3	-	-	-	8	51	-	1						
Iowa	97	136	221	97	111	N	0	0	N	N	-	1	11	-	-						
Kans.	-	143	297	-	10	N	0	0	N	N	-	0	5	-	-						
Minn.	-	226	292	-	267	-	0	3	-	-	-	2	10	-	-						
Mo.	174	438	606	174	223	-	0	1	-	-	-	3	37	-	-						
Nebr.	-	97	200	-	71	-	0	1	-	-	-	0	1	-	-						
N. Dak.	-	22	38	-	15	N	0	0	N	N	-	0	1	-	-						
S. Dak.	-	52	86	-	56	-	0	0	-	-	-	0	4	-	1						
S. ATLANTIC	933	3,294	4,529	933	2,582	-	0	1	-	-	11	11	52	11	8						
Del.	78	67	92	78	63	N	0	0	N	N	-	0	2	-	-						
D.C.	-	73	103	-	75	-	0	0	-	-	-	0	3	-	-						
Fla.	415	847	977	415	603	N	0	0	N	N	3	5	28	3	2						
Ga.	-	585	1,012	-	106	-	0	0	-	-	1	2	7	1	1						
Md.	381	359	528	381	288	-	0	1	-	-	1	0	4	1	3						
N.C.	-	510	1,741	-	590	N	0	0	N	N	6	1	10	6	2						
S.C.	-	330	1,291	-	247	-	0	0	-	-	-	0	3	-	-						
Va.	-	385	700	-	571	-	0	0	-	-	-	1	8	-	-						
W. Va.	59	47	117	59	39	N	0	0	N	N	-	0	3	-	-						
E.S. CENTRAL	162	1,336	2,189	162	819	-	0	0	-	-	1	3	20	1	1						
Ala.	-	310	1,048	-	176	-	0	0	-	-	1	0	3	1	1						
Ky.	162	157	408	162	188	N	0	0	N	N	-	1	19	-	-						
Miss.	-	395	1,077	-	212	-	0	0	-	-	-	0	1	-	-						
Tenn.	-	464	703	-	243	N	0	0	N	N	-	0	4	-	-						
W.S. CENTRAL	139	1,978	2,942	139	2,460	-	0	1	-	-	-	2	30	-	-						
Ark.	-	170	341	-	118	-	0	0	-	-	-	0	1	-	-						
La.	22	276	760	22	393	-	0	1	-	-	-	0	21	-	-						
Okla.	117	213	1,127	117	389	N	0	0	N	N	-	0	10	-	-						
Tex.	-	1,353	2,255	-	1,560	N	0	0	N	N	-	0	8	-	-						
MOUNTAIN	377	1,028	1,338	377	1,052	-	66	204	-	44	-	2	8	-	-						
Ariz.	334	338	572	334	479	-	64	204	-	44	-	0	1	-	-						
Colo.	-	257	376	-	164	N	0	0	N	N	-	1	3	-	-						
Idaho	-	35	236	-	47	N	0	0	N	N	-	0	2	-	-						
Mont.	-	42	68	-	36	N	0	0	N	N	-	0	3	-	-						
Nev.	-	123	182	-	145	-	1	5	-	-	-	0	2	-	-						
N. Mex.	-	90	281	-	142	-	0	2	-	-	-	0	2	-	-						
Utah	15	85	131	15	26	-	0	3	-	-	-	0	3	-	-						
Wyo.	28	22	43	28	13	-	0	2	-	-	-	0	2	-	-						
PACIFIC	560	3,177	3,942	560	2,441	14	27	70	14	78	-	6	29	-	5						
Alaska	7	77	119	7	9	-	0	0	-	-	-	0	2	-	-						
Calif.	553	2,464	3,153	553	1,938	14	27	70	14	78	-	3	10	-	3						
Hawaii	-	105	132	-	108	-	0	0	-	-	-	0	1	-	-						
Oreg.	-	166	315	-	100	-	0	0	-	-	-	1	20	-	2						
Wash.	-	362	501	-	286	N	0	0	N	N	-	0	7	-	-						
Amer. Samoa	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
C.N.M.I.	U	0	0	U	U	U	0	0	U	U	U	0	0	U	U						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	72	141	-	20	N	0	0	N	N	N	0	0	N	N						
V.I.	-	5	14	-	4	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not notifiable.
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Incidence data for reporting years 2005 and 2006 are provisional.
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


