
TABLE II. (Part 10)  Provisional cases of selected notifiable diseases, United States, week ending October 16, 2010 (WEEK 41)*

column labels in same order that data fields appears in each record below:
Reporting Area
Streptococcus pneumoniae, invasive disease †, all ages current week
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, all ages previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2010
Streptococcus pneumoniae, invasive disease †, all ages cummulative for 2009
Streptococcus pneumoniae, invasive disease †, age <5 years current week
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks median 
Streptococcus pneumoniae, invasive disease †, age <5 years previous 52 weeks maximum 
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2010
Streptococcus pneumoniae, invasive disease †, age <5 years cummulative for 2009
Syphillis, primary & secondary current week
Syphillis, primary & secondary previous 52 weeks median 
Syphillis, primary & secondary previous 52 weeks maximum 
Syphillis, primary & secondary cummulative for 2010
Syphillis, primary & secondary cummulative for 2009

tab delimited data:
test
UNITED STATES	123	199	495	11,071	2,339	15	51	156	1,722	1,831	98	240	413	9,495	11,173						
NEW ENGLAND	1	8	99	599	44	-	1	24	78	60	2	8	22	352	250						
Conn.	-	0	92	265	-	-	0	22	25	-	-	1	10	69	45						
Maine	1	2	6	95	14	-	0	1	8	7	-	0	3	23	2						
Mass.	-	0	5	54	3	-	1	4	37	37	-	5	15	211	180						
N.H.	-	0	7	59	-	-	0	1	3	10	-	0	2	17	13						
R.I.	-	0	35	64	15	-	0	2	2	2	2	0	4	30	10						
Vt.	-	1	6	62	12	-	0	1	3	4	-	0	2	2	-						
MID. ATLANTIC	7	20	54	970	152	4	7	48	271	229	25	33	45	1,351	1,419						
N.J.	-	1	8	83	-	-	1	5	43	45	2	4	12	187	179						
N.Y. (Upstate)	1	3	12	128	61	1	3	19	91	99	1	2	11	104	95						
N.Y. City	4	6	25	379	10	3	1	24	94	71	17	18	31	770	873						
Pa.	2	7	22	380	81	-	0	5	43	14	5	7	16	290	272						
E.N. CENTRAL	32	34	98	2,242	525	4	8	18	285	305	1	27	46	1,048	1,229						
Ill.	-	1	7	76	-	-	2	5	69	50	-	9	23	334	597						
Ind.	-	7	24	439	202	-	1	6	38	62	-	3	13	139	125						
Mich.	4	10	27	533	24	1	2	6	66	57	-	4	12	170	192						
Ohio	24	15	49	919	299	3	2	6	79	102	1	9	18	370	276						
Wis.	4	5	22	275	-	-	1	4	33	34	-	1	3	35	39						
W.N. CENTRAL	12	8	182	626	152	1	2	12	112	149	3	5	19	254	253						
Iowa	-	0	0	-	-	-	0	0	-	-	-	0	2	10	21						
Kans.	-	1	7	77	50	-	0	2	13	16	-	0	3	16	27						
Minn.	-	0	179	287	38	-	0	10	44	70	-	1	9	97	60						
Mo.	1	2	10	91	53	1	1	3	33	40	3	3	10	122	137						
Nebr.	5	1	7	106	2	-	0	2	13	10	-	0	2	7	5						
N. Dak.	6	0	11	50	7	-	0	1	2	4	-	0	1	-	3						
S. Dak.	-	0	3	15	2	-	0	2	7	9	-	0	1	2	-						
S. ATLANTIC	27	49	144	2,600	1,056	3	12	28	432	437	27	54	218	2,224	2,677						
Del.	1	0	3	29	18	-	0	0	-	3	-	0	2	4	25						
D.C.	-	0	4	21	18	-	0	2	7	4	12	2	8	118	147						
Fla.	14	22	89	1,172	615	2	3	18	158	155	2	20	44	830	836						
Ga.	2	10	28	427	314	1	3	12	120	118	1	9	167	394	624						
Md.	2	7	31	409	4	-	1	6	44	65	5	6	12	240	239						
N.C.	-	0	0	-	-	-	0	0	-	-	-	7	31	286	448						
S.C.	8	6	25	403	-	-	1	4	42	38	7	2	7	117	98						
Va.	-	0	4	46	-	-	1	4	44	36	-	4	22	231	256						
W. Va.	-	1	21	93	87	-	0	4	17	18	-	0	2	4	4						
E.S. CENTRAL	8	20	50	980	214	1	2	8	98	116	24	18	39	716	924						
Ala.	-	0	0	-	-	-	0	0	-	-	2	5	12	190	354						
Ky.	-	3	16	152	58	-	0	2	13	7	5	2	13	104	50						
Miss.	-	1	6	46	41	-	0	2	10	21	16	4	17	177	179						
Tenn.	8	13	44	782	115	1	2	7	75	88	1	5	17	245	341						
W.S. CENTRAL	15	18	91	1,419	100	1	5	41	229	276	7	37	58	1,459	2,278						
Ark.	-	2	9	130	46	-	0	3	14	35	7	3	13	133	203						
La.	-	1	8	67	54	-	0	3	20	22	-	7	24	317	645						
Okla.	-	1	5	40	-	-	1	5	40	50	-	2	6	64	74						
Tex.	15	16	83	1,182	-	1	3	34	155	169	-	25	42	945	1,356						
MOUNTAIN	19	22	82	1,397	93	1	5	12	188	232	1	9	23	389	430						
Ariz.	6	8	51	635	-	1	2	7	81	101	-	3	7	124	194						
Colo.	12	7	20	423	-	-	1	4	54	37	-	2	7	105	78						
Idaho	-	0	2	11	-	-	0	2	5	7	-	0	1	2	3						
Mont.	-	0	2	16	-	-	0	1	1	-	-	0	1	1	2						
Nev.	-	1	4	60	35	-	0	1	5	7	-	1	9	86	81						
N. Mex.	-	2	9	119	-	-	0	4	14	26	1	1	4	38	45						
Utah	-	2	9	123	49	-	1	4	25	53	-	1	4	33	24						
Wyo.	1	0	1	10	9	-	0	1	3	1	-	0	0	-	3						
PACIFIC	2	5	14	238	3	-	0	7	29	27	8	42	60	1,702	1,713						
Alaska	-	1	9	92	-	-	0	5	18	18	-	0	1	1	-						
Calif.	2	3	12	146	-	-	0	2	11	-	7	37	55	1,465	1,523						
Hawaii	-	0	0	-	3	-	0	1	-	9	-	0	3	27	29						
Oreg.	-	0	0	-	-	-	0	0	-	-	1	1	6	56	42						
Wash.	-	0	0	-	-	-	0	0	-	-	-	3	10	153	119						
Amer. Samoa	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
C.N.M.I.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-						
Guam	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						
P.R.	-	0	0	-	-	-	0	0	-	-	1	4	15	182	174						
V.I.	-	0	0	-	-	-	0	0	-	-	-	0	0	-	-						

C.N.M.I.: Commonwealth of Northern Mariana Islands.
U: Unavailable.
-: No reported cases.
N: Not reportable.
NN: Not Nationally Notifiable
Cum: Cumulative year-to-date counts.
Med: Median.
Max: Maximum.

* Case counts for reporting year 2010 are provisional and subject to change.
For further information on interpretation of these data, see http://wwwn.cdc.gov/nndss/document/ProvisionalNationaNotifiableDiseasesSurveillanceData20100927.pdf. 
Data for HIV/AIDS, AIDS, and TB, when available, are displayed in Table IV, which appears quarterly.

† Includes drug resistant and susceptible cases of invasive Streptococcus pneumoniae disease among
children <5 years and among all ages.  Case definition: Isolation of S. pneumoniae from a normally
sterile body site (e.g. blood or cerebrospinal fluid).


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


