
TABLE II. (Part 1)  Provisional cases of selected notifiable diseases, United States, week ending May 11, 1996 (WEEK 19)*

column labels in same order that data fields appears in each record below:
Reporting Area
AIDS § cummulative for 1996
AIDS § cummulative for 1995
Chlamydia† cummulative for 1996
Escherichia coli O157:H7 NETSS cummulative for 1996
Escherichia coli O157:H7 PHLIS cummulative for 1996
Gonorrhea cummulative for 1996
Gonorrhea cummulative for 1995
Hepatitis C/NA,NB cummulative for 1996
Hepatitis C/NA,NB cummulative for 1995
Legionellosis cummulative for 1996
Legionellosis cummulative for 1995

tab delimited data:
test
UNITED STATES	21,920	25,977	81,890	295	121	97,047	136,487	1,274	1,457	239	440										
NEW ENGLAND	878	1,402	3,438	27	16	2,791	1,919	45	41	13	4										
Maine	15	23	-	3	-	18	30	-	-	1	-										
N.H.	25	43	224	1	1	41	36	1	5	-	-										
Vt.	8	13	-	5	5	23	17	19	4	1	-										
Mass.	490	635	2,437	11	10	812	1,082	22	31	6	3										
R.I.	61	89	777	2	-	202	198	3	1	5	1										
Conn.	279	599	-	5	-	1,695	556	-	-	N	N										
MID. ATLANTIC	5,707	6,454	12,836	40	22	10,658	15,701	126	130	50	55										
Upstate N.Y.	568	803	N	21	11	2,212	3,439	107	63	10	12										
N.Y. City	3,281	3,079	4,121	-	-	2,608	5,788	1	1	-	1										
N.J.	1,143	1,607	1,902	12	5	2,157	1,310	-	56	7	13										
Pa.	715	965	6,813	N	6	3,681	5,164	18	10	33	29										
E.N. CENTRAL	1,874	2,207	13,776	65	26	14,898	28,995	161	123	73	150										
Ohio	438	496	3,526	24	8	2,222	9,233	4	5	34	67										
Ind.	309	195	3,812	14	6	2,685	3,009	6	-	18	36										
Ill.	758	888	-	17	2	5,922	7,530	22	42	2	17										
Mich.	257	492	4,101	10	10	2,911	6,837	129	76	16	14										
Wis.	112	136	2,337	N	-	1,158	2,386	-	-	3	16										
W.N. CENTRAL	548	604	8,811	42	22	5,309	7,479	90	25	15	27										
Minn.	109	119	-	6	13	U	1,104	-	1	1	-										
Iowa	44	32	1,343	7	4	392	565	71	3	3	8										
Mo.	237	273	4,950	7	-	2,920	4,306	14	10	1	8										
N. Dak.	4	1	2	1	1	1	11	-	1	-	2										
S. Dak.	7	7	482	2	-	74	78	-	1	2	-										
Nebr.	40	51	388	4	-	57	356	1	6	6	7										
Kans.	107	121	1,646	15	4	866	1,059	4	3	2	2										
S. ATLANTIC	5,803	7,218	19,065	18	3	36,425	40,057	60	98	34	71										
Del.	114	133	-	-	-	532	726	1	-	-	-										
Md.	658	1,118	2,253	N	1	4,825	4,597	-	2	6	14										
D.C.	373	441	N	-	-	1,571	1,776	-	-	1	3										
Va.	317	545	4,440	N	1	3,564	4,194	5	3	9	4										
W. Va.	31	35	-	N	-	160	223	6	20	1	3										
N.C.	266	310	-	5	1	7,139	9,067	18	25	3	14										
S.C.	283	324	-	1	-	4,163	4,236	13	4	3	13										
Ga.	871	888	4,256	4	-	8,017	7,594	-	11	-	9										
Fla.	2,890	3,424	8,116	5	-	6,454	7,644	17	33	11	11										
E.S. CENTRAL	776	816	9,668	9	4	10,687	15,815	250	494	20	13										
Ky.	120	81	2,407	-	-	1,482	1,667	10	11	2	3										
Tenn.	283	347	3,862	N	4	3,656	4,921	215	481	9	6										
Ala.	244	231	3,201	2	-	4,938	6,194	1	2	-	3										
Miss.	129	157	198	3	-	U	3,033	24	-	9	1										
W.S. CENTRAL	2,096	2,459	4,562	11	4	6,957	11,763	150	78	2	7										
Ark.	97	108	-	5	2	1,017	1,756	1	1	-	1										
La.	559	360	2,502	N	2	2,813	4,330	60	45	-	2										
Okla.	55	100	2,060	1	-	1,299	10	55	20	2	3										
Tex.	1,385	1,891	-	1	-	1,828	5,667	34	12	-	1										
MOUNTAIN	648	820	5,343	35	15	2,507	3,435	246	172	10	51										
Mont.	8	8	-	3	-	12	30	9	7	1	2										
Idaho	10	22	600	11	4	34	49	65	22	-	1										
Wyo.	2	5	268	-	-	10	18	80	69	2	2										
Colo.	181	268	-	12	5	626	1,101	23	30	4	23										
N. Mex.	43	71	-	2	-	313	388	31	26	-	4										
Ariz.	197	202	3,549	N	6	1,278	1,231	27	7	2	5										
Utah	79	52	254	5	-	49	83	7	6	-	4										
Nev.	128	192	672	2	-	185	535	4	5	1	10										
PACIFIC	3,590	3,997	4,391	48	9	6,815	11,323	146	296	22	62										
Wash.	313	416	3,653	10	5	850	927	26	73	1	5										
Oreg.	189	158	-	12	-	150	165	3	20	-	-										
Calif.	3,025	3,282	-	22	-	5,497	9,682	48	193	21	52										
Alaska	10	39	N	-	-	196	299	2	1	-	-										
Hawaii	53	102	430	N	4	122	250	67	9	-	5										
Guam	3	-	90	N	-	22	36	-	-	-	-										
P.R.	423	952	N	N	U	105	221	16	59	-	-										
V.I.	6	19	N	N	U	-	14	-	-	-	-										
Amer. Samoa	-	-	-	N	U	-	8	-	-	-	-										
C.N.M.I.	-	-	N	N	U	11	11	-	-	-	-										

N: Not notifiable
U: Unavailable
-: No reported cases
C.N.M.I.: Commonwealth of Northern Mariana Islands.

* Incidence data for reporting years 1995 and 1996 are provisional and cumulative (year-to-date).

† Chlamydia refers to genital infections caused by Chlamydia trachomatis.

§ Updated monthly from reports to the Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention. 


MMWR web application provided by CDC WONDER; http://wonder.cdc.gov


